WP, 25, 1979110600,   , XRQA,   0,  70N, 1510E,  15,    0, DB
WP, 25, 1979110606,   , XRQA,   0,  82N, 1485E,  15,    0, DB
WP, 25, 1979110612,   , XRQA,   0,  93N, 1462E,  15,    0, DB
WP, 25, 1979110618,   , XRQA,   0, 101N, 1440E,  20,    0, DB
WP, 25, 1979110700,   , XRQA,   0, 108N, 1424E,  25,    0, TD
WP, 25, 1979110706,   , XRQA,   0, 113N, 1407E,  25,    0, TD
WP, 25, 1979110712,   , XRQA,   0, 133N, 1390E,  30,    0, TD
WP, 25, 1979110718,   , XRQA,   0, 142N, 1371E,  40,    0, TS
WP, 25, 1979110800,   , XRQA,   0, 147N, 1354E,  45,    0, TS
WP, 25, 1979110806,   , XRQA,   0, 153N, 1338E,  40,    0, TS
WP, 25, 1979110812,   , XRQA,   0, 155N, 1322E,  50,    0, TS
WP, 25, 1979110818,   , XRQA,   0, 157N, 1307E,  65,    0, TY
WP, 25, 1979110900,   , XRQA,   0, 158N, 1299E,  55,    0, TS
WP, 25, 1979110906,   , XRQA,   0, 159N, 1297E,  45,    0, TS
WP, 25, 1979110912,   , XRQA,   0, 162N, 1296E,  45,    0, TS
WP, 25, 1979110918,   , XRQA,   0, 169N, 1293E,  50,    0, TS
WP, 25, 1979111000,   , XRQA,   0, 175N, 1291E,  55,    0, TS
WP, 25, 1979111006,   , XRQA,   0, 177N, 1290E,  45,    0, TS
WP, 25, 1979111012,   , XRQA,   0, 179N, 1288E,  40,    0, TS
WP, 25, 1979111018,   , XRQA,   0, 182N, 1287E,  35,    0, TS
WP, 25, 1979111100,   , XRQA,   0, 187N, 1287E,  30,    0, TD
WP, 25, 1979111106,   , XRQA,   0, 187N, 1285E,  30,    0, TD
WP, 25, 1979111112,   , XRQA,   0, 187N, 1282E,  25,    0, TD
WP, 25, 1979111118,   , XRQA,   0, 185N, 1278E,  25,    0, TD
WP, 25, 1979111200,   , XRQA,   0, 183N, 1273E,  25,    0, TD
WP, 25, 1979111206,   , XRQA,   0, 181N, 1268E,  30,    0, TD
WP, 25, 1979111212,   , XRQA,   0, 178N, 1262E,  30,    0, TD
WP, 25, 1979111218,   , XRQA,   0, 174N, 1255E,  30,    0, TD
WP, 25, 1979111300,   , XRQA,   0, 170N, 1248E,  25,    0, DB
WP, 25, 1979111306,   , XRQA,   0, 165N, 1241E,  25,    0, DB
WP, 25, 1979111312,   , XRQA,   0, 159N, 1234E,  20,    0, DB
WP, 25, 1979111318,   , XRQA,   0, 155N, 1227E,  20,    0, DB
WP, 25, 1979111400,   , XRQA,   0, 151N, 1219E,  20,    0, DB
