WP, 01, 1978122700,   , XRQA,   0,  12N, 1792W,  15,    0, DB
WP, 01, 1978122706,   , XRQA,   0,  13N, 1798W,  15,    0, DB
WP, 01, 1978122712,   , XRQA,   0,  12N, 1797E,  15,    0, DB
WP, 01, 1978122718,   , XRQA,   0,  11N, 1792E,  15,    0, DB
WP, 01, 1978122800,   , XRQA,   0,  12N, 1788E,  20,    0, DB
WP, 01, 1978122806,   , XRQA,   0,  14N, 1783E,  20,    0, DB
WP, 01, 1978122812,   , XRQA,   0,  16N, 1777E,  20,    0, DB
WP, 01, 1978122818,   , XRQA,   0,  17N, 1771E,  25,    0, TD
WP, 01, 1978122900,   , XRQA,   0,  19N, 1766E,  25,    0, TD
WP, 01, 1978122906,   , XRQA,   0,  20N, 1760E,  30,    0, TD
WP, 01, 1978122912,   , XRQA,   0,  21N, 1756E,  25,    0, TD
WP, 01, 1978122918,   , XRQA,   0,  19N, 1753E,  25,    0, TD
WP, 01, 1978123000,   , XRQA,   0,  17N, 1749E,  20,    0, DB
WP, 01, 1978123006,   , XRQA,   0,  16N, 1745E,  25,    0, TD
WP, 01, 1978123012,   , XRQA,   0,  17N, 1740E,  25,    0, TD
WP, 01, 1978123018,   , XRQA,   0,  18N, 1735E,  25,    0, TD
WP, 01, 1978123100,   , XRQA,   0,  19N, 1730E,  30,    0, TD
WP, 01, 1978123106,   , XRQA,   0,  21N, 1725E,  30,    0, TD
WP, 01, 1978123112,   , XRQA,   0,  23N, 1720E,  35,    0, TS
WP, 01, 1978123118,   , XRQA,   0,  27N, 1714E,  45,    0, TS
WP, 01, 1979010100,   , XRQA,   0,  31N, 1710E,  45,    0, TS
WP, 01, 1979010106,   , XRQA,   0,  35N, 1703E,  50,    0, TS
WP, 01, 1979010112,   , XRQA,   0,  41N, 1697E,  65,    0, TY
WP, 01, 1979010118,   , XRQA,   0,  47N, 1692E,  55,    0, TS
WP, 01, 1979010200,   , XRQA,   0,  52N, 1687E,  45,    0, TS
WP, 01, 1979010206,   , XRQA,   0,  57N, 1681E,  45,    0, TS
WP, 01, 1979010212,   , XRQA,   0,  62N, 1677E,  40,    0, TS
WP, 01, 1979010218,   , XRQA,   0,  67N, 1677E,  45,    0, TS
WP, 01, 1979010300,   , XRQA,   0,  72N, 1680E,  50,    0, TS
WP, 01, 1979010306,   , XRQA,   0,  79N, 1683E,  45,    0, TS
WP, 01, 1979010312,   , XRQA,   0,  85N, 1683E,  40,    0, TS
WP, 01, 1979010318,   , XRQA,   0,  89N, 1682E,  40,    0, TS
WP, 01, 1979010400,   , XRQA,   0,  92N, 1680E,  50,    0, TS
WP, 01, 1979010406,   , XRQA,   0,  94N, 1675E,  65,    0, TY
WP, 01, 1979010412,   , XRQA,   0,  95N, 1667E,  90,    0, TY
WP, 01, 1979010418,   , XRQA,   0,  95N, 1659E,  85,    0, TY
WP, 01, 1979010500,   , XRQA,   0,  96N, 1651E,  90,    0, TY
WP, 01, 1979010506,   , XRQA,   0,  97N, 1644E,  90,    0, TY
WP, 01, 1979010512,   , XRQA,   0, 100N, 1635E, 105,    0, TY
WP, 01, 1979010518,   , XRQA,   0, 106N, 1627E, 110,    0, TY
WP, 01, 1979010600,   , XRQA,   0, 111N, 1617E, 120,    0, TY
WP, 01, 1979010606,   , XRQA,   0, 117N, 1606E, 125,    0, TY
WP, 01, 1979010612,   , XRQA,   0, 120N, 1595E, 130,    0, ST
WP, 01, 1979010618,   , XRQA,   0, 122N, 1586E, 125,    0, TY
WP, 01, 1979010700,   , XRQA,   0, 123N, 1577E, 130,    0, ST
WP, 01, 1979010706,   , XRQA,   0, 124N, 1565E, 135,    0, ST
WP, 01, 1979010712,   , XRQA,   0, 124N, 1554E, 140,    0, ST
WP, 01, 1979010718,   , XRQA,   0, 123N, 1542E, 130,    0, ST
WP, 01, 1979010800,   , XRQA,   0, 121N, 1529E, 125,    0, TY
WP, 01, 1979010806,   , XRQA,   0, 120N, 1516E, 130,    0, ST
WP, 01, 1979010812,   , XRQA,   0, 120N, 1503E, 110,    0, TY
WP, 01, 1979010818,   , XRQA,   0, 119N, 1490E,  90,    0, TY
WP, 01, 1979010900,   , XRQA,   0, 119N, 1478E,  85,    0, TY
WP, 01, 1979010906,   , XRQA,   0, 121N, 1466E, 105,    0, TY
WP, 01, 1979010909,   , XRQA,   0, 121N, 1460E,  90,    0, TY
WP, 01, 1979010912,   , XRQA,   0, 122N, 1454E,  75,    0, TY
WP, 01, 1979010918,   , XRQA,   0, 119N, 1442E,  85,    0, TY
WP, 01, 1979010921,   , XRQA,   0, 118N, 1436E, 100,    0, TY
WP, 01, 1979011000,   , XRQA,   0, 118N, 1431E, 120,    0, TY
WP, 01, 1979011006,   , XRQA,   0, 121N, 1416E, 110,    0, TY
WP, 01, 1979011012,   , XRQA,   0, 123N, 1404E,  85,    0, TY
WP, 01, 1979011018,   , XRQA,   0, 123N, 1395E, 110,    0, TY
WP, 01, 1979011100,   , XRQA,   0, 124N, 1388E, 125,    0, TY
WP, 01, 1979011106,   , XRQA,   0, 127N, 1382E, 130,    0, ST
WP, 01, 1979011112,   , XRQA,   0, 131N, 1377E, 125,    0, TY
WP, 01, 1979011118,   , XRQA,   0, 134N, 1374E, 130,    0, ST
WP, 01, 1979011200,   , XRQA,   0, 138N, 1372E, 110,    0, TY
WP, 01, 1979011206,   , XRQA,   0, 141N, 1369E, 130,    0, ST
WP, 01, 1979011209,   , XRQA,   0, 145N, 1366E, 110,    0, TY
WP, 01, 1979011212,   , XRQA,   0, 150N, 1365E,  90,    0, TY
WP, 01, 1979011218,   , XRQA,   0, 154N, 1367E,  85,    0, TY
WP, 01, 1979011300,   , XRQA,   0, 158N, 1369E,  90,    0, TY
WP, 01, 1979011306,   , XRQA,   0, 161N, 1372E,  85,    0, TY
WP, 01, 1979011312,   , XRQA,   0, 162N, 1371E,  65,    0, TY
WP, 01, 1979011318,   , XRQA,   0, 163N, 1366E,  50,    0, TS
WP, 01, 1979011400,   , XRQA,   0, 162N, 1359E,  45,    0, TS
WP, 01, 1979011406,   , XRQA,   0, 164N, 1352E,  30,    0, TD
WP, 01, 1979011412,   , XRQA,   0, 168N, 1344E,  25,    0, TD
WP, 01, 1979011418,   , XRQA,   0, 167N, 1337E,  25,    0, TD
WP, 01, 1979011500,   , XRQA,   0, 164N, 1330E,  25,    0, TD
WP, 01, 1979011506,   , XRQA,   0, 161N, 1323E,  20,    0, DB
WP, 01, 1979011512,   , XRQA,   0, 159N, 1317E,  20,    0, DB
WP, 01, 1979011518,   , XRQA,   0, 157N, 1311E,  20,    0, DB
