WP, 14, 1980081200,   , XRQA,   0, 109N, 1449E,  25,    0, TD
WP, 14, 1980081206,   , XRQA,   0, 108N, 1430E,  25,    0, TD
WP, 14, 1980081212,   , XRQA,   0, 110N, 1410E,  25,    0, TD
WP, 14, 1980081218,   , XRQA,   0, 113N, 1386E,  25,    0, TD
WP, 14, 1980081300,   , XRQA,   0, 118N, 1365E,  25,    0, TD
WP, 14, 1980081306,   , XRQA,   0, 121N, 1348E,  25,    0, TD
WP, 14, 1980081312,   , XRQA,   0, 125N, 1335E,  25,    0, TD
WP, 14, 1980081318,   , XRQA,   0, 126N, 1320E,  25,    0, TD
WP, 14, 1980081400,   , XRQA,   0, 127N, 1305E,  25,    0, TD
WP, 14, 1980081406,   , XRQA,   0, 131N, 1287E,  30,    0, TD
WP, 14, 1980081412,   , XRQA,   0, 137N, 1268E,  30,    0, TD
WP, 14, 1980081418,   , XRQA,   0, 144N, 1251E,  30,    0, TD
WP, 14, 1980081500,   , XRQA,   0, 151N, 1236E,  30,    0, TD
WP, 14, 1980081506,   , XRQA,   0, 156N, 1225E,  30,    0, TD
WP, 14, 1980081512,   , XRQA,   0, 161N, 1217E,  30,    0, TD
WP, 14, 1980081518,   , XRQA,   0, 166N, 1205E,  30,    0, TD
WP, 14, 1980081600,   , XRQA,   0, 171N, 1193E,  30,    0, TD
WP, 14, 1980081606,   , XRQA,   0, 176N, 1184E,  30,    0, TD
WP, 14, 1980081612,   , XRQA,   0, 182N, 1175E,  30,    0, TD
WP, 14, 1980081618,   , XRQA,   0, 185N, 1165E,  30,    0, TD
WP, 14, 1980081700,   , XRQA,   0, 184N, 1154E,  35,    0, TS
WP, 14, 1980081706,   , XRQA,   0, 184N, 1146E,  35,    0, TS
WP, 14, 1980081712,   , XRQA,   0, 184N, 1139E,  35,    0, TS
WP, 14, 1980081718,   , XRQA,   0, 185N, 1133E,  40,    0, TS
WP, 14, 1980081800,   , XRQA,   0, 187N, 1128E,  45,    0, TS
WP, 14, 1980081806,   , XRQA,   0, 196N, 1125E,  50,    0, TS
WP, 14, 1980081812,   , XRQA,   0, 207N, 1122E,  50,    0, TS
WP, 14, 1980081818,   , XRQA,   0, 212N, 1112E,  45,    0, TS
WP, 14, 1980081900,   , XRQA,   0, 212N, 1095E,  40,    0, TS
WP, 14, 1980081906,   , XRQA,   0, 212N, 1082E,  35,    0, TS
WP, 14, 1980081912,   , XRQA,   0, 213N, 1071E,  35,    0, TS
WP, 14, 1980081918,   , XRQA,   0, 212N, 1055E,  30,    0, TD
WP, 14, 1980082000,   , XRQA,   0, 205N, 1045E,  30,    0, TD
