WP, 12, 1980072506,   , XRQA,   0, 224N, 1544E,  25,    0, TD
WP, 12, 1980072512,   , XRQA,   0, 224N, 1540E,  25,    0, TD
WP, 12, 1980072518,   , XRQA,   0, 224N, 1535E,  30,    0, TD
WP, 12, 1980072600,   , XRQA,   0, 224N, 1531E,  35,    0, TS
WP, 12, 1980072606,   , XRQA,   0, 225N, 1528E,  40,    0, TS
WP, 12, 1980072612,   , XRQA,   0, 225N, 1523E,  45,    0, TS
WP, 12, 1980072618,   , XRQA,   0, 225N, 1518E,  50,    0, TS
WP, 12, 1980072700,   , XRQA,   0, 225N, 1513E,  45,    0, TS
WP, 12, 1980072706,   , XRQA,   0, 225N, 1507E,  40,    0, TS
WP, 12, 1980072712,   , XRQA,   0, 225N, 1501E,  40,    0, TS
WP, 12, 1980072718,   , XRQA,   0, 225N, 1495E,  45,    0, TS
WP, 12, 1980072800,   , XRQA,   0, 227N, 1490E,  50,    0, TS
WP, 12, 1980072806,   , XRQA,   0, 229N, 1485E,  60,    0, TS
WP, 12, 1980072812,   , XRQA,   0, 231N, 1482E,  65,    0, TY
WP, 12, 1980072818,   , XRQA,   0, 234N, 1482E,  70,    0, TY
WP, 12, 1980072900,   , XRQA,   0, 237N, 1484E,  60,    0, TS
WP, 12, 1980072906,   , XRQA,   0, 241N, 1485E,  65,    0, TY
WP, 12, 1980072912,   , XRQA,   0, 245N, 1486E,  60,    0, TS
WP, 12, 1980072918,   , XRQA,   0, 247N, 1490E,  65,    0, TY
WP, 12, 1980073000,   , XRQA,   0, 249N, 1494E,  70,    0, TY
WP, 12, 1980073006,   , XRQA,   0, 253N, 1493E,  75,    0, TY
WP, 12, 1980073012,   , XRQA,   0, 253N, 1489E,  70,    0, TY
WP, 12, 1980073018,   , XRQA,   0, 254N, 1486E,  75,    0, TY
WP, 12, 1980073100,   , XRQA,   0, 253N, 1483E,  80,    0, TY
WP, 12, 1980073106,   , XRQA,   0, 251N, 1479E,  85,    0, TY
WP, 12, 1980073112,   , XRQA,   0, 249N, 1474E,  85,    0, TY
WP, 12, 1980073118,   , XRQA,   0, 247N, 1471E,  80,    0, TY
WP, 12, 1980080100,   , XRQA,   0, 245N, 1466E,  75,    0, TY
WP, 12, 1980080106,   , XRQA,   0, 242N, 1461E,  80,    0, TY
WP, 12, 1980080112,   , XRQA,   0, 239N, 1455E,  75,    0, TY
WP, 12, 1980080118,   , XRQA,   0, 237N, 1450E,  80,    0, TY
WP, 12, 1980080200,   , XRQA,   0, 235N, 1445E,  75,    0, TY
WP, 12, 1980080206,   , XRQA,   0, 238N, 1444E,  80,    0, TY
WP, 12, 1980080212,   , XRQA,   0, 243N, 1444E,  75,    0, TY
WP, 12, 1980080218,   , XRQA,   0, 250N, 1444E,  70,    0, TY
WP, 12, 1980080300,   , XRQA,   0, 254N, 1443E,  65,    0, TY
WP, 12, 1980080306,   , XRQA,   0, 261N, 1444E,  60,    0, TS
WP, 12, 1980080312,   , XRQA,   0, 268N, 1443E,  55,    0, TS
WP, 12, 1980080318,   , XRQA,   0, 273N, 1443E,  55,    0, TS
WP, 12, 1980080400,   , XRQA,   0, 279N, 1445E,  60,    0, TS
WP, 12, 1980080406,   , XRQA,   0, 285N, 1447E,  65,    0, TY
WP, 12, 1980080412,   , XRQA,   0, 291N, 1450E,  60,    0, TS
WP, 12, 1980080418,   , XRQA,   0, 296N, 1455E,  65,    0, TY
WP, 12, 1980080500,   , XRQA,   0, 301N, 1462E,  65,    0, TY
WP, 12, 1980080506,   , XRQA,   0, 305N, 1469E,  70,    0, TY
WP, 12, 1980080512,   , XRQA,   0, 310N, 1478E,  75,    0, TY
WP, 12, 1980080518,   , XRQA,   0, 315N, 1485E,  80,    0, TY
WP, 12, 1980080600,   , XRQA,   0, 320N, 1492E,  85,    0, TY
WP, 12, 1980080606,   , XRQA,   0, 326N, 1501E,  80,    0, TY
WP, 12, 1980080612,   , XRQA,   0, 332N, 1514E,  80,    0, TY
WP, 12, 1980080618,   , XRQA,   0, 338N, 1529E,  75,    0, TY
WP, 12, 1980080700,   , XRQA,   0, 347N, 1542E,  75,    0, TY
WP, 12, 1980080706,   , XRQA,   0, 358N, 1553E,  70,    0, TY
WP, 12, 1980080712,   , XRQA,   0, 371N, 1561E,  60,    0, TS
WP, 12, 1980080718,   , XRQA,   0, 384N, 1562E,  50,    0, TS
WP, 12, 1980080800,   , XRQA,   0, 398N, 1562E,  50,    0, TS
WP, 12, 1980080806,   , XRQA,   0, 410N, 1561E,  45,    0, TS
WP, 12, 1980080812,   , XRQA,   0, 420N, 1562E,  45,    0, TS
WP, 12, 1980080818,   , XRQA,   0, 435N, 1563E,  50,    0, EX
WP, 12, 1980080900,   , XRQA,   0, 450N, 1564E,  40,    0, EX
WP, 12, 1980080906,   , XRQA,   0, 470N, 1563E,  45,    0, EX
WP, 12, 1980080912,   , XRQA,   0, 498N, 1570E,  45,    0, EX
WP, 12, 1980080918,   , XRQA,   0, 530N, 1600E,  45,    0, EX
WP, 12, 1980081000,   , XRQA,   0, 570N, 1620E,  45,    0, EX
WP, 12, 1980081006,   , XRQA,   0, 580N, 1630E,  45,    0, EX
WP, 12, 1980081012,   , XRQA,   0, 580N, 1630E,  45,    0, EX
WP, 12, 1980081018,   , XRQA,   0, 580N, 1630E,  45,    0, EX
WP, 12, 1980081100,   , XRQA,   0, 580N, 1630E,  45,    0, EX
WP, 12, 1980081106,   , XRQA,   0, 570N, 1640E,  45,    0, EX
