WP, 21, 1980092500,   , XRQA,   0, 152N, 1470E,  25,    0, TD
WP, 21, 1980092506,   , XRQA,   0, 155N, 1468E,  30,    0, TD
WP, 21, 1980092512,   , XRQA,   0, 157N, 1464E,  30,    0, TD
WP, 21, 1980092518,   , XRQA,   0, 159N, 1460E,  30,    0, TD
WP, 21, 1980092600,   , XRQA,   0, 162N, 1457E,  35,    0, TS
WP, 21, 1980092606,   , XRQA,   0, 166N, 1451E,  35,    0, TS
WP, 21, 1980092612,   , XRQA,   0, 172N, 1445E,  40,    0, TS
WP, 21, 1980092618,   , XRQA,   0, 178N, 1441E,  45,    0, TS
WP, 21, 1980092700,   , XRQA,   0, 184N, 1437E,  45,    0, TS
WP, 21, 1980092706,   , XRQA,   0, 192N, 1432E,  40,    0, TS
WP, 21, 1980092712,   , XRQA,   0, 202N, 1427E,  40,    0, TS
WP, 21, 1980092718,   , XRQA,   0, 210N, 1424E,  40,    0, TS
WP, 21, 1980092800,   , XRQA,   0, 217N, 1421E,  40,    0, TS
WP, 21, 1980092806,   , XRQA,   0, 229N, 1421E,  45,    0, TS
WP, 21, 1980092812,   , XRQA,   0, 244N, 1425E,  50,    0, TS
WP, 21, 1980092818,   , XRQA,   0, 257N, 1429E,  55,    0, TS
WP, 21, 1980092900,   , XRQA,   0, 267N, 1433E,  60,    0, TS
WP, 21, 1980092906,   , XRQA,   0, 278N, 1438E,  60,    0, TS
WP, 21, 1980092912,   , XRQA,   0, 292N, 1445E,  60,    0, TS
WP, 21, 1980092918,   , XRQA,   0, 308N, 1457E,  55,    0, TS
WP, 21, 1980093000,   , XRQA,   0, 327N, 1476E,  50,    0, TS
WP, 21, 1980093006,   , XRQA,   0, 359N, 1508E,  45,    0, TS
WP, 21, 1980093012,   , XRQA,   0, 394N, 1547E,  55,    0, EX
WP, 21, 1980093018,   , XRQA,   0, 440N, 1570E,  65,    0, EX
WP, 21, 1980100100,   , XRQA,   0, 460N, 1590E,  75,    0, EX
WP, 21, 1980100106,   , XRQA,   0, 490N, 1630E,  75,    0, EX
WP, 21, 1980100112,   , XRQA,   0, 500N, 1650E,  75,    0, EX
WP, 21, 1980100118,   , XRQA,   0, 510N, 1690E,  75,    0, EX
WP, 21, 1980100200,   , XRQA,   0, 510N, 1720E,  75,    0, EX
WP, 21, 1980100206,   , XRQA,   0, 510N, 1760E,  75,    0, EX
WP, 21, 1980100212,   , XRQA,   0, 500N, 1800E,  75,    0, EX
WP, 21, 1980100218,   , XRQA,   0, 500N, 1740W,  75,    0, EX
