WP, 24, 1980100800,   , XRQA,   0, 172N, 1629E,  25,    0, TD
WP, 24, 1980100806,   , XRQA,   0, 174N, 1620E,  25,    0, TD
WP, 24, 1980100812,   , XRQA,   0, 175N, 1611E,  25,    0, TD
WP, 24, 1980100818,   , XRQA,   0, 177N, 1602E,  25,    0, TD
WP, 24, 1980100900,   , XRQA,   0, 179N, 1595E,  25,    0, TD
WP, 24, 1980100906,   , XRQA,   0, 179N, 1588E,  25,    0, TD
WP, 24, 1980100912,   , XRQA,   0, 183N, 1582E,  25,    0, TD
WP, 24, 1980100918,   , XRQA,   0, 186N, 1574E,  25,    0, TD
WP, 24, 1980101000,   , XRQA,   0, 191N, 1560E,  25,    0, TD
WP, 24, 1980101006,   , XRQA,   0, 195N, 1546E,  25,    0, TD
WP, 24, 1980101012,   , XRQA,   0, 200N, 1534E,  30,    0, TD
WP, 24, 1980101018,   , XRQA,   0, 207N, 1524E,  30,    0, TD
WP, 24, 1980101100,   , XRQA,   0, 214N, 1513E,  30,    0, TD
WP, 24, 1980101106,   , XRQA,   0, 221N, 1502E,  30,    0, TD
WP, 24, 1980101112,   , XRQA,   0, 226N, 1490E,  30,    0, TD
WP, 24, 1980101118,   , XRQA,   0, 229N, 1477E,  30,    0, TD
WP, 24, 1980101200,   , XRQA,   0, 233N, 1465E,  35,    0, TS
WP, 24, 1980101206,   , XRQA,   0, 239N, 1453E,  35,    0, TS
WP, 24, 1980101212,   , XRQA,   0, 245N, 1441E,  40,    0, TS
WP, 24, 1980101218,   , XRQA,   0, 253N, 1428E,  45,    0, TS
WP, 24, 1980101300,   , XRQA,   0, 261N, 1416E,  40,    0, TS
WP, 24, 1980101306,   , XRQA,   0, 271N, 1402E,  45,    0, TS
WP, 24, 1980101312,   , XRQA,   0, 287N, 1399E,  40,    0, TS
WP, 24, 1980101318,   , XRQA,   0, 307N, 1410E,  45,    0, TS
WP, 24, 1980101400,   , XRQA,   0, 333N, 1434E,  40,    0, TS
WP, 24, 1980101406,   , XRQA,   0, 352N, 1455E,  35,    0, TS
WP, 24, 1980101412,   , XRQA,   0, 364N, 1486E,  25,    0, EX
WP, 24, 1980101418,   , XRQA,   0, 376N, 1515E,  25,    0, EX
