WP, 19, 1958101800,   , XRQA,   0,  58N, 1781W,  15,    0, DB
WP, 19, 1958101806,   , XRQA,   0,  58N, 1793W,  15,    0, DB
WP, 19, 1958101812,   , XRQA,   0,  59N, 1795E,  15,    0, DB
WP, 19, 1958101818,   , XRQA,   0,  59N, 1785E,  15,    0, DB
WP, 19, 1958101900,   , XRQA,   0,  61N, 1775E,  20,    0, DB
WP, 19, 1958101906,   , XRQA,   0,  61N, 1764E,  20,    0, DB
WP, 19, 1958101912,   , XRQA,   0,  62N, 1751E,  20,    0, DB
WP, 19, 1958101918,   , XRQA,   0,  65N, 1734E,  25,    0, TD
WP, 19, 1958102000,   , XRQA,   0,  67N, 1719E,  25,    0, TD
WP, 19, 1958102006,   , XRQA,   0,  68N, 1705E,  30,    0, TD
WP, 19, 1958102012,   , XRQA,   0,  68N, 1691E,  30,    0, TD
WP, 19, 1958102018,   , XRQA,   0,  68N, 1678E,  35,    0, TS
WP, 19, 1958102100,   , XRQA,   0,  70N, 1666E,  45,    0, TS
WP, 19, 1958102106,   , XRQA,   0,  72N, 1655E,  40,    0, TS
WP, 19, 1958102112,   , XRQA,   0,  75N, 1645E,  45,    0, TS
WP, 19, 1958102118,   , XRQA,   0,  81N, 1639E,  50,    0, TS
WP, 19, 1958102200,   , XRQA,   0,  87N, 1634E,  50,    0, TS
WP, 19, 1958102206,   , XRQA,   0,  94N, 1631E,  55,    0, TS
WP, 19, 1958102212,   , XRQA,   0, 102N, 1628E,  45,    0, TS
WP, 19, 1958102218,   , XRQA,   0, 108N, 1625E,  55,    0, TS
WP, 19, 1958102300,   , XRQA,   0, 113N, 1621E,  65,    0, TY
WP, 19, 1958102306,   , XRQA,   0, 116N, 1617E,  75,    0, TY
WP, 19, 1958102312,   , XRQA,   0, 118N, 1614E,  70,    0, TY
WP, 19, 1958102318,   , XRQA,   0, 120N, 1610E,  60,    0, TS
WP, 19, 1958102400,   , XRQA,   0, 121N, 1603E,  50,    0, TS
WP, 19, 1958102406,   , XRQA,   0, 124N, 1596E,  55,    0, TS
WP, 19, 1958102412,   , XRQA,   0, 127N, 1591E,  60,    0, TS
WP, 19, 1958102418,   , XRQA,   0, 131N, 1587E,  70,    0, TY
WP, 19, 1958102500,   , XRQA,   0, 136N, 1582E,  75,    0, TY
WP, 19, 1958102506,   , XRQA,   0, 141N, 1578E,  80,    0, TY
WP, 19, 1958102512,   , XRQA,   0, 145N, 1574E,  80,    0, TY
WP, 19, 1958102518,   , XRQA,   0, 149N, 1571E,  85,    0, TY
WP, 19, 1958102600,   , XRQA,   0, 153N, 1565E,  95,    0, TY
WP, 19, 1958102606,   , XRQA,   0, 156N, 1559E, 105,    0, TY
WP, 19, 1958102612,   , XRQA,   0, 159N, 1557E, 115,    0, TY
WP, 19, 1958102618,   , XRQA,   0, 162N, 1553E, 105,    0, TY
WP, 19, 1958102700,   , XRQA,   0, 168N, 1551E,  95,    0, TY
WP, 19, 1958102706,   , XRQA,   0, 169N, 1549E,  90,    0, TY
WP, 19, 1958102712,   , XRQA,   0, 168N, 1548E,  90,    0, TY
WP, 19, 1958102718,   , XRQA,   0, 167N, 1545E,  85,    0, TY
WP, 19, 1958102800,   , XRQA,   0, 170N, 1548E,  80,    0, TY
WP, 19, 1958102806,   , XRQA,   0, 174N, 1551E,  75,    0, TY
WP, 19, 1958102812,   , XRQA,   0, 182N, 1554E,  70,    0, TY
WP, 19, 1958102818,   , XRQA,   0, 189N, 1557E,  65,    0, TY
WP, 19, 1958102900,   , XRQA,   0, 197N, 1558E,  70,    0, TY
WP, 19, 1958102906,   , XRQA,   0, 203N, 1559E,  75,    0, TY
WP, 19, 1958102912,   , XRQA,   0, 209N, 1558E,  85,    0, TY
WP, 19, 1958102918,   , XRQA,   0, 216N, 1555E,  90,    0, TY
WP, 19, 1958103000,   , XRQA,   0, 221N, 1550E,  95,    0, TY
