WP, 18, 1958101818,   , XRQA,   0,  73N, 1633E,  15,    0, DB
WP, 18, 1958101900,   , XRQA,   0,  74N, 1622E,  15,    0, DB
WP, 18, 1958101906,   , XRQA,   0,  74N, 1611E,  15,    0, DB
WP, 18, 1958101912,   , XRQA,   0,  75N, 1601E,  15,    0, DB
WP, 18, 1958101918,   , XRQA,   0,  75N, 1589E,  15,    0, DB
WP, 18, 1958102000,   , XRQA,   0,  76N, 1577E,  20,    0, DB
WP, 18, 1958102006,   , XRQA,   0,  77N, 1565E,  20,    0, DB
WP, 18, 1958102012,   , XRQA,   0,  79N, 1555E,  20,    0, DB
WP, 18, 1958102018,   , XRQA,   0,  81N, 1545E,  20,    0, DB
WP, 18, 1958102100,   , XRQA,   0,  84N, 1535E,  20,    0, DB
WP, 18, 1958102106,   , XRQA,   0,  87N, 1524E,  25,    0, TD
WP, 18, 1958102112,   , XRQA,   0,  91N, 1514E,  25,    0, TD
WP, 18, 1958102118,   , XRQA,   0,  96N, 1504E,  25,    0, TD
WP, 18, 1958102200,   , XRQA,   0, 102N, 1494E,  30,    0, TD
WP, 18, 1958102206,   , XRQA,   0, 107N, 1485E,  30,    0, TD
WP, 18, 1958102212,   , XRQA,   0, 113N, 1477E,  30,    0, TD
WP, 18, 1958102218,   , XRQA,   0, 118N, 1469E,  35,    0, TS
WP, 18, 1958102300,   , XRQA,   0, 123N, 1458E,  40,    0, TS
WP, 18, 1958102306,   , XRQA,   0, 126N, 1446E,  40,    0, TS
WP, 18, 1958102312,   , XRQA,   0, 129N, 1435E,  35,    0, TS
WP, 18, 1958102318,   , XRQA,   0, 132N, 1425E,  40,    0, TS
WP, 18, 1958102400,   , XRQA,   0, 133N, 1415E,  45,    0, TS
WP, 18, 1958102406,   , XRQA,   0, 133N, 1403E,  50,    0, TS
WP, 18, 1958102412,   , XRQA,   0, 132N, 1395E,  45,    0, TS
WP, 18, 1958102418,   , XRQA,   0, 130N, 1387E,  50,    0, TS
WP, 18, 1958102500,   , XRQA,   0, 128N, 1378E,  45,    0, TS
WP, 18, 1958102506,   , XRQA,   0, 128N, 1365E,  40,    0, TS
WP, 18, 1958102512,   , XRQA,   0, 132N, 1354E,  50,    0, TS
WP, 18, 1958102518,   , XRQA,   0, 133N, 1347E,  45,    0, TS
WP, 18, 1958102600,   , XRQA,   0, 135N, 1338E,  35,    0, TS
WP, 18, 1958102606,   , XRQA,   0, 136N, 1329E,  30,    0, TD
WP, 18, 1958102612,   , XRQA,   0, 137N, 1320E,  30,    0, TD
WP, 18, 1958102618,   , XRQA,   0, 138N, 1310E,  35,    0, TS
WP, 18, 1958102700,   , XRQA,   0, 138N, 1300E,  45,    0, TS
WP, 18, 1958102706,   , XRQA,   0, 138N, 1292E,  40,    0, TS
WP, 18, 1958102712,   , XRQA,   0, 138N, 1283E,  50,    0, TS
WP, 18, 1958102718,   , XRQA,   0, 138N, 1277E,  55,    0, TS
WP, 18, 1958102800,   , XRQA,   0, 138N, 1269E,  55,    0, TS
WP, 18, 1958102806,   , XRQA,   0, 138N, 1265E,  65,    0, TY
WP, 18, 1958102812,   , XRQA,   0, 139N, 1260E,  70,    0, TY
WP, 18, 1958102818,   , XRQA,   0, 140N, 1254E,  75,    0, TY
WP, 18, 1958102900,   , XRQA,   0, 143N, 1249E,  85,    0, TY
WP, 18, 1958102906,   , XRQA,   0, 150N, 1249E,  90,    0, TY
WP, 18, 1958102912,   , XRQA,   0, 157N, 1252E, 100,    0, TY
WP, 18, 1958102918,   , XRQA,   0, 163N, 1257E, 105,    0, TY
WP, 18, 1958103000,   , XRQA,   0, 168N, 1263E, 115,    0, TY
WP, 18, 1958103006,   , XRQA,   0, 174N, 1267E, 115,    0, TY
WP, 18, 1958103012,   , XRQA,   0, 182N, 1269E, 110,    0, TY
WP, 18, 1958103018,   , XRQA,   0, 191N, 1274E, 105,    0, TY
WP, 18, 1958103100,   , XRQA,   0, 199N, 1280E, 100,    0, TY
WP, 18, 1958103106,   , XRQA,   0, 209N, 1290E,  90,    0, TY
WP, 18, 1958103112,   , XRQA,   0, 223N, 1299E,  85,    0, TY
WP, 18, 1958103118,   , XRQA,   0, 235N, 1308E,  80,    0, TY
