WP, 19, 1983110512,   , XRQA,   0, 134N, 1648E,  25,    0, TD
WP, 19, 1983110518,   , XRQA,   0, 137N, 1641E,  25,    0, TD
WP, 19, 1983110600,   , XRQA,   0, 141N, 1634E,  25,    0, TD
WP, 19, 1983110606,   , XRQA,   0, 144N, 1628E,  25,    0, TD
WP, 19, 1983110612,   , XRQA,   0, 148N, 1622E,  25,    0, TD
WP, 19, 1983110618,   , XRQA,   0, 151N, 1615E,  30,    0, TD
WP, 19, 1983110700,   , XRQA,   0, 154N, 1609E,  30,    0, TD
WP, 19, 1983110706,   , XRQA,   0, 156N, 1601E,  30,    0, TD
WP, 19, 1983110712,   , XRQA,   0, 159N, 1591E,  35,    0, TS
WP, 19, 1983110718,   , XRQA,   0, 163N, 1580E,  35,    0, TS
WP, 19, 1983110800,   , XRQA,   0, 168N, 1565E,  40,    0, TS
WP, 19, 1983110806,   , XRQA,   0, 173N, 1547E,  45,    0, TS
WP, 19, 1983110812,   , XRQA,   0, 177N, 1532E,  45,    0, TS
WP, 19, 1983110818,   , XRQA,   0, 182N, 1523E,  55,    0, TS
WP, 19, 1983110900,   , XRQA,   0, 187N, 1517E,  65,    0, TY
WP, 19, 1983110906,   , XRQA,   0, 194N, 1514E,  45,    0, TS
WP, 19, 1983110912,   , XRQA,   0, 203N, 1516E,  40,    0, TS
WP, 19, 1983110918,   , XRQA,   0, 211N, 1520E,  50,    0, TS
WP, 19, 1983111000,   , XRQA,   0, 221N, 1527E,  50,    0, TS
WP, 19, 1983111006,   , XRQA,   0, 233N, 1535E,  55,    0, TS
WP, 19, 1983111012,   , XRQA,   0, 246N, 1545E,  35,    0, TS
WP, 19, 1983111018,   , XRQA,   0, 259N, 1556E,  35,    0, TS
WP, 19, 1983111100,   , XRQA,   0, 271N, 1570E,  40,    0, TS
WP, 19, 1983111106,   , XRQA,   0, 287N, 1591E,  35,    0, TS
WP, 19, 1983111112,   , XRQA,   0, 295N, 1610E,  40,    0, TS
WP, 19, 1983111118,   , XRQA,   0, 303N, 1630E,  40,    0, EX
WP, 19, 1983111200,   , XRQA,   0, 314N, 1655E,  40,    0, EX
WP, 19, 1983111206,   , XRQA,   0, 321N, 1679E,  40,    0, EX
WP, 19, 1983111212,   , XRQA,   0, 331N, 1703E,  30,    0, EX
