WP, 03, 1983070500,   , XRQA,   0,  41N, 1530E,  25,    0, TD
WP, 03, 1983070506,   , XRQA,   0,  51N, 1520E,  25,    0, TD
WP, 03, 1983070512,   , XRQA,   0,  61N, 1510E,  25,    0, TD
WP, 03, 1983070518,   , XRQA,   0,  69N, 1503E,  25,    0, TD
WP, 03, 1983070600,   , XRQA,   0,  76N, 1500E,  25,    0, TD
WP, 03, 1983070606,   , XRQA,   0,  79N, 1499E,  25,    0, TD
WP, 03, 1983070612,   , XRQA,   0,  82N, 1499E,  30,    0, TD
WP, 03, 1983070618,   , XRQA,   0,  85N, 1495E,  30,    0, TD
WP, 03, 1983070700,   , XRQA,   0,  88N, 1491E,  30,    0, TD
WP, 03, 1983070706,   , XRQA,   0,  89N, 1489E,  30,    0, TD
WP, 03, 1983070712,   , XRQA,   0,  90N, 1488E,  35,    0, TS
WP, 03, 1983070718,   , XRQA,   0,  90N, 1485E,  30,    0, TD
WP, 03, 1983070800,   , XRQA,   0,  92N, 1483E,  30,    0, TD
WP, 03, 1983070806,   , XRQA,   0,  94N, 1481E,  30,    0, TD
WP, 03, 1983070812,   , XRQA,   0,  96N, 1479E,  30,    0, TD
WP, 03, 1983070818,   , XRQA,   0,  97N, 1476E,  30,    0, TD
WP, 03, 1983070900,   , XRQA,   0,  98N, 1471E,  30,    0, TD
WP, 03, 1983070909,   , XRQA,   0,  94N, 1463E,  30,    0, TD
WP, 03, 1983070912,   , XRQA,   0,  90N, 1454E,  30,    0, TD
WP, 03, 1983070918,   , XRQA,   0,  85N, 1445E,  30,    0, TD
WP, 03, 1983071000,   , XRQA,   0,  84N, 1433E,  35,    0, TS
WP, 03, 1983071006,   , XRQA,   0,  89N, 1417E,  35,    0, TS
WP, 03, 1983071012,   , XRQA,   0,  91N, 1396E,  40,    0, TS
WP, 03, 1983071018,   , XRQA,   0,  94N, 1379E,  45,    0, TS
WP, 03, 1983071100,   , XRQA,   0,  97N, 1364E,  40,    0, TS
WP, 03, 1983071106,   , XRQA,   0, 100N, 1353E,  35,    0, TS
WP, 03, 1983071112,   , XRQA,   0, 104N, 1343E,  35,    0, TS
WP, 03, 1983071118,   , XRQA,   0, 106N, 1333E,  40,    0, TS
WP, 03, 1983071200,   , XRQA,   0, 109N, 1323E,  35,    0, TS
WP, 03, 1983071206,   , XRQA,   0, 112N, 1311E,  40,    0, TS
WP, 03, 1983071212,   , XRQA,   0, 113N, 1300E,  40,    0, TS
WP, 03, 1983071218,   , XRQA,   0, 112N, 1292E,  50,    0, TS
WP, 03, 1983071300,   , XRQA,   0, 112N, 1285E,  60,    0, TS
WP, 03, 1983071306,   , XRQA,   0, 114N, 1278E,  70,    0, TY
WP, 03, 1983071312,   , XRQA,   0, 117N, 1271E,  70,    0, TY
WP, 03, 1983071318,   , XRQA,   0, 121N, 1263E,  80,    0, TY
WP, 03, 1983071400,   , XRQA,   0, 124N, 1254E,  95,    0, TY
WP, 03, 1983071406,   , XRQA,   0, 129N, 1244E, 110,    0, TY
WP, 03, 1983071412,   , XRQA,   0, 135N, 1236E, 115,    0, TY
WP, 03, 1983071418,   , XRQA,   0, 138N, 1223E, 105,    0, TY
WP, 03, 1983071500,   , XRQA,   0, 142N, 1212E,  80,    0, TY
WP, 03, 1983071506,   , XRQA,   0, 147N, 1203E,  70,    0, TY
WP, 03, 1983071512,   , XRQA,   0, 154N, 1190E,  70,    0, TY
WP, 03, 1983071518,   , XRQA,   0, 160N, 1178E,  65,    0, TY
WP, 03, 1983071600,   , XRQA,   0, 167N, 1166E,  75,    0, TY
WP, 03, 1983071606,   , XRQA,   0, 172N, 1155E,  75,    0, TY
WP, 03, 1983071612,   , XRQA,   0, 177N, 1145E,  70,    0, TY
WP, 03, 1983071618,   , XRQA,   0, 183N, 1133E,  70,    0, TY
WP, 03, 1983071700,   , XRQA,   0, 189N, 1122E,  75,    0, TY
WP, 03, 1983071706,   , XRQA,   0, 194N, 1110E,  75,    0, TY
WP, 03, 1983071712,   , XRQA,   0, 198N, 1097E,  70,    0, TY
WP, 03, 1983071718,   , XRQA,   0, 202N, 1084E,  65,    0, TY
WP, 03, 1983071800,   , XRQA,   0, 208N, 1070E,  65,    0, TY
WP, 03, 1983071806,   , XRQA,   0, 212N, 1061E,  60,    0, TS
WP, 03, 1983071812,   , XRQA,   0, 214N, 1048E,  45,    0, TS
WP, 03, 1983071818,   , XRQA,   0, 217N, 1035E,  40,    0, TS
WP, 03, 1983071900,   , XRQA,   0, 220N, 1023E,  35,    0, TS
WP, 03, 1983071906,   , XRQA,   0, 222N, 1012E,  30,    0, TD
WP, 03, 1983071912,   , XRQA,   0, 224N, 1000E,  30,    0, TD
WP, 03, 1983071918,   , XRQA,   0, 225N,  988E,  25,    0, TD
