WP, 06, 1983080700,   , XRQA,   0, 165N, 1101E,  25,    0, TD
WP, 06, 1983080706,   , XRQA,   0, 162N, 1104E,  25,    0, TD
WP, 06, 1983080712,   , XRQA,   0, 159N, 1107E,  25,    0, TD
WP, 06, 1983080718,   , XRQA,   0, 157N, 1110E,  30,    0, TD
WP, 06, 1983080800,   , XRQA,   0, 154N, 1113E,  30,    0, TD
WP, 06, 1983080806,   , XRQA,   0, 151N, 1122E,  30,    0, TD
WP, 06, 1983080812,   , XRQA,   0, 148N, 1130E,  35,    0, TS
WP, 06, 1983080818,   , XRQA,   0, 146N, 1139E,  40,    0, TS
WP, 06, 1983080900,   , XRQA,   0, 143N, 1144E,  45,    0, TS
WP, 06, 1983080906,   , XRQA,   0, 140N, 1146E,  40,    0, TS
WP, 06, 1983080912,   , XRQA,   0, 141N, 1149E,  35,    0, TS
WP, 06, 1983080918,   , XRQA,   0, 143N, 1151E,  35,    0, TS
WP, 06, 1983081000,   , XRQA,   0, 147N, 1152E,  30,    0, TD
WP, 06, 1983081006,   , XRQA,   0, 150N, 1152E,  30,    0, TD
WP, 06, 1983081012,   , XRQA,   0, 153N, 1151E,  30,    0, TD
WP, 06, 1983081018,   , XRQA,   0, 156N, 1152E,  30,    0, TD
WP, 06, 1983081100,   , XRQA,   0, 158N, 1153E,  25,    0, TD
WP, 06, 1983081106,   , XRQA,   0, 162N, 1155E,  25,    0, TD
WP, 06, 1983081112,   , XRQA,   0, 166N, 1157E,  30,    0, TD
WP, 06, 1983081118,   , XRQA,   0, 170N, 1160E,  30,    0, TD
WP, 06, 1983081200,   , XRQA,   0, 173N, 1163E,  30,    0, TD
WP, 06, 1983081206,   , XRQA,   0, 177N, 1167E,  35,    0, TS
WP, 06, 1983081212,   , XRQA,   0, 179N, 1168E,  35,    0, TS
WP, 06, 1983081218,   , XRQA,   0, 182N, 1169E,  35,    0, TS
WP, 06, 1983081300,   , XRQA,   0, 186N, 1173E,  30,    0, TD
WP, 06, 1983081306,   , XRQA,   0, 191N, 1185E,  40,    0, TS
WP, 06, 1983081312,   , XRQA,   0, 195N, 1196E,  35,    0, TS
WP, 06, 1983081318,   , XRQA,   0, 197N, 1205E,  40,    0, TS
WP, 06, 1983081400,   , XRQA,   0, 198N, 1215E,  45,    0, TS
WP, 06, 1983081406,   , XRQA,   0, 198N, 1227E,  45,    0, TS
WP, 06, 1983081412,   , XRQA,   0, 198N, 1243E,  35,    0, TS
WP, 06, 1983081418,   , XRQA,   0, 202N, 1262E,  30,    0, TD
WP, 06, 1983081500,   , XRQA,   0, 209N, 1284E,  35,    0, TS
WP, 06, 1983081506,   , XRQA,   0, 220N, 1308E,  30,    0, TD
WP, 06, 1983081512,   , XRQA,   0, 231N, 1325E,  30,    0, TD
WP, 06, 1983081518,   , XRQA,   0, 244N, 1343E,  30,    0, TD
