WP, 22, 1983112000,   , XRQA,   0,  71N, 1506E,  25,    0, TD
WP, 22, 1983112006,   , XRQA,   0,  73N, 1499E,  25,    0, TD
WP, 22, 1983112012,   , XRQA,   0,  75N, 1492E,  30,    0, TD
WP, 22, 1983112018,   , XRQA,   0,  78N, 1485E,  30,    0, TD
WP, 22, 1983112100,   , XRQA,   0,  80N, 1477E,  35,    0, TS
WP, 22, 1983112106,   , XRQA,   0,  83N, 1470E,  35,    0, TS
WP, 22, 1983112112,   , XRQA,   0,  87N, 1463E,  40,    0, TS
WP, 22, 1983112118,   , XRQA,   0,  91N, 1455E,  45,    0, TS
WP, 22, 1983112200,   , XRQA,   0,  93N, 1446E,  50,    0, TS
WP, 22, 1983112206,   , XRQA,   0,  94N, 1435E,  40,    0, TS
WP, 22, 1983112212,   , XRQA,   0,  90N, 1422E,  45,    0, TS
WP, 22, 1983112218,   , XRQA,   0,  90N, 1412E,  40,    0, TS
WP, 22, 1983112300,   , XRQA,   0,  90N, 1405E,  40,    0, TS
WP, 22, 1983112306,   , XRQA,   0,  91N, 1405E,  30,    0, TD
WP, 22, 1983112312,   , XRQA,   0,  90N, 1404E,  30,    0, TD
WP, 22, 1983112318,   , XRQA,   0,  87N, 1401E,  35,    0, TS
WP, 22, 1983112400,   , XRQA,   0,  85N, 1396E,  35,    0, TS
WP, 22, 1983112406,   , XRQA,   0,  85N, 1392E,  35,    0, TS
WP, 22, 1983112412,   , XRQA,   0,  86N, 1387E,  45,    0, TS
WP, 22, 1983112418,   , XRQA,   0,  86N, 1383E,  45,    0, TS
WP, 22, 1983112500,   , XRQA,   0,  87N, 1376E,  35,    0, TS
WP, 22, 1983112506,   , XRQA,   0,  91N, 1367E,  35,    0, TS
WP, 22, 1983112512,   , XRQA,   0, 100N, 1350E,  40,    0, TS
WP, 22, 1983112518,   , XRQA,   0, 113N, 1335E,  35,    0, TS
WP, 22, 1983112600,   , XRQA,   0, 124N, 1325E,  30,    0, TD
WP, 22, 1983112606,   , XRQA,   0, 134N, 1320E,  30,    0, TD
WP, 22, 1983112612,   , XRQA,   0, 143N, 1317E,  35,    0, TS
WP, 22, 1983112618,   , XRQA,   0, 152N, 1309E,  35,    0, TS
WP, 22, 1983112700,   , XRQA,   0, 157N, 1303E,  45,    0, TS
WP, 22, 1983112706,   , XRQA,   0, 161N, 1297E,  45,    0, TS
WP, 22, 1983112712,   , XRQA,   0, 165N, 1294E,  35,    0, TS
WP, 22, 1983112718,   , XRQA,   0, 169N, 1290E,  50,    0, TS
WP, 22, 1983112800,   , XRQA,   0, 173N, 1286E,  45,    0, TS
WP, 22, 1983112806,   , XRQA,   0, 178N, 1283E,  65,    0, TY
WP, 22, 1983112812,   , XRQA,   0, 182N, 1279E,  70,    0, TY
WP, 22, 1983112818,   , XRQA,   0, 182N, 1272E,  65,    0, TY
WP, 22, 1983112900,   , XRQA,   0, 182N, 1267E,  55,    0, TS
WP, 22, 1983112906,   , XRQA,   0, 184N, 1264E,  50,    0, TS
WP, 22, 1983112912,   , XRQA,   0, 185N, 1261E,  35,    0, TS
WP, 22, 1983112918,   , XRQA,   0, 185N, 1258E,  30,    0, TD
WP, 22, 1983113000,   , XRQA,   0, 185N, 1255E,  30,    0, TD
WP, 22, 1983113006,   , XRQA,   0, 180N, 1254E,  30,    0, TD
WP, 22, 1983113012,   , XRQA,   0, 176N, 1252E,  25,    0, TD
WP, 22, 1983113018,   , XRQA,   0, 172N, 1249E,  25,    0, TD
