WP, 17, 1983101400,   , XRQA,   0,  90N, 1640E,  25,    0, TD
WP, 17, 1983101406,   , XRQA,   0,  90N, 1620E,  25,    0, TD
WP, 17, 1983101412,   , XRQA,   0,  90N, 1601E,  25,    0, TD
WP, 17, 1983101418,   , XRQA,   0,  88N, 1585E,  25,    0, TD
WP, 17, 1983101500,   , XRQA,   0,  85N, 1572E,  25,    0, TD
WP, 17, 1983101506,   , XRQA,   0,  79N, 1561E,  25,    0, TD
WP, 17, 1983101512,   , XRQA,   0,  72N, 1552E,  25,    0, TD
WP, 17, 1983101518,   , XRQA,   0,  61N, 1538E,  25,    0, TD
WP, 17, 1983101600,   , XRQA,   0,  53N, 1525E,  25,    0, TD
WP, 17, 1983101606,   , XRQA,   0,  49N, 1512E,  25,    0, TD
WP, 17, 1983101612,   , XRQA,   0,  49N, 1500E,  30,    0, TD
WP, 17, 1983101618,   , XRQA,   0,  46N, 1488E,  30,    0, TD
WP, 17, 1983101700,   , XRQA,   0,  49N, 1472E,  30,    0, TD
WP, 17, 1983101706,   , XRQA,   0,  59N, 1447E,  30,    0, TD
WP, 17, 1983101712,   , XRQA,   0,  75N, 1420E,  30,    0, TD
WP, 17, 1983101718,   , XRQA,   0,  94N, 1391E,  30,    0, TD
WP, 17, 1983101800,   , XRQA,   0, 112N, 1368E,  30,    0, TD
WP, 17, 1983101806,   , XRQA,   0, 122N, 1356E,  30,    0, TD
WP, 17, 1983101812,   , XRQA,   0, 129N, 1348E,  30,    0, TD
WP, 17, 1983101818,   , XRQA,   0, 137N, 1334E,  30,    0, TD
WP, 17, 1983101900,   , XRQA,   0, 144N, 1320E,  30,    0, TD
WP, 17, 1983101906,   , XRQA,   0, 146N, 1307E,  30,    0, TD
WP, 17, 1983101912,   , XRQA,   0, 146N, 1295E,  40,    0, TS
WP, 17, 1983101918,   , XRQA,   0, 148N, 1280E,  35,    0, TS
WP, 17, 1983102000,   , XRQA,   0, 150N, 1266E,  40,    0, TS
WP, 17, 1983102006,   , XRQA,   0, 152N, 1251E,  40,    0, TS
WP, 17, 1983102012,   , XRQA,   0, 154N, 1233E,  35,    0, TS
WP, 17, 1983102018,   , XRQA,   0, 156N, 1220E,  35,    0, TS
WP, 17, 1983102100,   , XRQA,   0, 159N, 1206E,  30,    0, TD
WP, 17, 1983102106,   , XRQA,   0, 163N, 1195E,  35,    0, TS
WP, 17, 1983102112,   , XRQA,   0, 164N, 1185E,  40,    0, TS
WP, 17, 1983102118,   , XRQA,   0, 164N, 1175E,  40,    0, TS
WP, 17, 1983102200,   , XRQA,   0, 163N, 1166E,  40,    0, TS
WP, 17, 1983102206,   , XRQA,   0, 164N, 1156E,  40,    0, TS
WP, 17, 1983102212,   , XRQA,   0, 166N, 1150E,  50,    0, TS
WP, 17, 1983102218,   , XRQA,   0, 171N, 1147E,  55,    0, TS
WP, 17, 1983102300,   , XRQA,   0, 176N, 1146E,  60,    0, TS
WP, 17, 1983102306,   , XRQA,   0, 176N, 1143E,  60,    0, TS
WP, 17, 1983102312,   , XRQA,   0, 177N, 1142E,  65,    0, TY
WP, 17, 1983102318,   , XRQA,   0, 176N, 1139E,  70,    0, TY
WP, 17, 1983102400,   , XRQA,   0, 174N, 1136E,  85,    0, TY
WP, 17, 1983102406,   , XRQA,   0, 173N, 1133E,  70,    0, TY
WP, 17, 1983102412,   , XRQA,   0, 172N, 1129E,  75,    0, TY
WP, 17, 1983102418,   , XRQA,   0, 172N, 1122E,  65,    0, TY
WP, 17, 1983102500,   , XRQA,   0, 171N, 1114E,  75,    0, TY
WP, 17, 1983102506,   , XRQA,   0, 172N, 1106E,  65,    0, TY
WP, 17, 1983102512,   , XRQA,   0, 174N, 1097E,  70,    0, TY
WP, 17, 1983102518,   , XRQA,   0, 175N, 1088E,  95,    0, TY
WP, 17, 1983102600,   , XRQA,   0, 176N, 1078E,  80,    0, TY
WP, 17, 1983102606,   , XRQA,   0, 178N, 1066E,  75,    0, TY
WP, 17, 1983102612,   , XRQA,   0, 180N, 1054E,  60,    0, TS
WP, 17, 1983102618,   , XRQA,   0, 184N, 1042E,  35,    0, TS
WP, 17, 1983102700,   , XRQA,   0, 188N, 1031E,  30,    0, TD
WP, 17, 1983102706,   , XRQA,   0, 193N, 1021E,  30,    0, TD
WP, 17, 1983102712,   , XRQA,   0, 195N, 1010E,  25,    0, TD
