WP, 21, 1983111700,   , XRQA,   0, 105N, 1108E,  25,    0, TD
WP, 21, 1983111706,   , XRQA,   0, 100N, 1109E,  25,    0, TD
WP, 21, 1983111712,   , XRQA,   0,  97N, 1109E,  30,    0, TD
WP, 21, 1983111718,   , XRQA,   0,  95N, 1110E,  30,    0, TD
WP, 21, 1983111800,   , XRQA,   0,  94N, 1112E,  35,    0, TS
WP, 21, 1983111806,   , XRQA,   0,  92N, 1118E,  35,    0, TS
WP, 21, 1983111812,   , XRQA,   0,  90N, 1121E,  40,    0, TS
WP, 21, 1983111818,   , XRQA,   0,  89N, 1124E,  50,    0, TS
WP, 21, 1983111900,   , XRQA,   0,  90N, 1127E,  55,    0, TS
WP, 21, 1983111906,   , XRQA,   0,  87N, 1126E,  50,    0, TS
WP, 21, 1983111912,   , XRQA,   0,  81N, 1124E,  55,    0, TS
WP, 21, 1983111918,   , XRQA,   0,  77N, 1120E,  50,    0, TS
WP, 21, 1983112000,   , XRQA,   0,  74N, 1116E,  65,    0, TY
WP, 21, 1983112006,   , XRQA,   0,  72N, 1115E,  70,    0, TY
WP, 21, 1983112012,   , XRQA,   0,  72N, 1113E,  60,    0, TS
WP, 21, 1983112018,   , XRQA,   0,  74N, 1113E,  55,    0, TS
WP, 21, 1983112100,   , XRQA,   0,  75N, 1114E,  50,    0, TS
WP, 21, 1983112106,   , XRQA,   0,  75N, 1115E,  45,    0, TS
WP, 21, 1983112112,   , XRQA,   0,  75N, 1116E,  40,    0, TS
WP, 21, 1983112118,   , XRQA,   0,  76N, 1119E,  40,    0, TS
WP, 21, 1983112200,   , XRQA,   0,  77N, 1123E,  35,    0, TS
WP, 21, 1983112206,   , XRQA,   0,  78N, 1128E,  35,    0, TS
WP, 21, 1983112212,   , XRQA,   0,  79N, 1133E,  40,    0, TS
WP, 21, 1983112218,   , XRQA,   0,  82N, 1140E,  40,    0, TS
WP, 21, 1983112300,   , XRQA,   0,  84N, 1147E,  35,    0, TS
WP, 21, 1983112306,   , XRQA,   0,  86N, 1155E,  40,    0, TS
WP, 21, 1983112312,   , XRQA,   0,  88N, 1164E,  35,    0, TS
WP, 21, 1983112318,   , XRQA,   0,  94N, 1173E,  35,    0, TS
WP, 21, 1983112400,   , XRQA,   0, 100N, 1186E,  30,    0, TD
WP, 21, 1983112406,   , XRQA,   0, 107N, 1196E,  30,    0, TD
WP, 21, 1983112412,   , XRQA,   0, 111N, 1206E,  25,    0, TD
WP, 21, 1983112418,   , XRQA,   0, 114N, 1218E,  25,    0, TD
WP, 21, 1983112500,   , XRQA,   0, 120N, 1230E,  25,    0, TD
