WP, 14, 1983100600,   , XRQA,   0, 169N, 1479E,  25,    0, TD
WP, 14, 1983100606,   , XRQA,   0, 168N, 1472E,  30,    0, TD
WP, 14, 1983100612,   , XRQA,   0, 170N, 1464E,  30,    0, TD
WP, 14, 1983100618,   , XRQA,   0, 174N, 1451E,  30,    0, TD
WP, 14, 1983100700,   , XRQA,   0, 177N, 1437E,  35,    0, TS
WP, 14, 1983100706,   , XRQA,   0, 179N, 1425E,  35,    0, TS
WP, 14, 1983100712,   , XRQA,   0, 185N, 1413E,  40,    0, TS
WP, 14, 1983100718,   , XRQA,   0, 192N, 1397E,  45,    0, TS
WP, 14, 1983100800,   , XRQA,   0, 200N, 1379E,  50,    0, TS
WP, 14, 1983100806,   , XRQA,   0, 207N, 1363E,  50,    0, TS
WP, 14, 1983100812,   , XRQA,   0, 213N, 1347E,  50,    0, TS
WP, 14, 1983100818,   , XRQA,   0, 223N, 1331E,  55,    0, TS
WP, 14, 1983100900,   , XRQA,   0, 236N, 1320E,  75,    0, TY
WP, 14, 1983100906,   , XRQA,   0, 248N, 1318E, 100,    0, TY
WP, 14, 1983100912,   , XRQA,   0, 260N, 1322E,  85,    0, TY
WP, 14, 1983100918,   , XRQA,   0, 274N, 1327E,  75,    0, TY
WP, 14, 1983101000,   , XRQA,   0, 288N, 1331E,  80,    0, TY
WP, 14, 1983101006,   , XRQA,   0, 302N, 1337E,  70,    0, TY
WP, 14, 1983101012,   , XRQA,   0, 314N, 1348E,  60,    0, TS
WP, 14, 1983101018,   , XRQA,   0, 323N, 1364E,  55,    0, TS
WP, 14, 1983101100,   , XRQA,   0, 335N, 1390E,  50,    0, TS
WP, 14, 1983101106,   , XRQA,   0, 348N, 1426E,  45,    0, TS
WP, 14, 1983101112,   , XRQA,   0, 360N, 1470E,  40,    0, TS
WP, 14, 1983101118,   , XRQA,   0, 370N, 1530E,  45,    0, EX
WP, 14, 1983101200,   , XRQA,   0, 380N, 1580E,  55,    0, EX
WP, 14, 1983101206,   , XRQA,   0, 410N, 1650E,  60,    0, EX
WP, 14, 1983101212,   , XRQA,   0, 420N, 1710E,  65,    0, EX
WP, 14, 1983101218,   , XRQA,   0, 430N, 1760E,  65,    0, EX
WP, 14, 1983101300,   , XRQA,   0, 450N, 1780E,  65,    0, EX
WP, 14, 1983101306,   , XRQA,   0, 460N, 1790W,  60,    0, EX
