WP, 18, 1959100418,   , XRQA,   0,  74N, 1598E,  15,    0, DB
WP, 18, 1959100500,   , XRQA,   0,  76N, 1585E,  15,    0, DB
WP, 18, 1959100506,   , XRQA,   0,  79N, 1570E,  15,    0, DB
WP, 18, 1959100512,   , XRQA,   0,  80N, 1555E,  15,    0, DB
WP, 18, 1959100518,   , XRQA,   0,  81N, 1540E,  15,    0, DB
WP, 18, 1959100600,   , XRQA,   0,  82N, 1525E,  20,    0, DB
WP, 18, 1959100606,   , XRQA,   0,  83N, 1510E,  20,    0, DB
WP, 18, 1959100612,   , XRQA,   0,  84N, 1497E,  20,    0, DB
WP, 18, 1959100618,   , XRQA,   0,  85N, 1482E,  20,    0, DB
WP, 18, 1959100700,   , XRQA,   0,  86N, 1468E,  20,    0, DB
WP, 18, 1959100706,   , XRQA,   0,  87N, 1455E,  25,    0, TD
WP, 18, 1959100712,   , XRQA,   0,  88N, 1440E,  25,    0, TD
WP, 18, 1959100718,   , XRQA,   0,  90N, 1428E,  25,    0, TD
WP, 18, 1959100800,   , XRQA,   0,  92N, 1416E,  25,    0, TD
WP, 18, 1959100806,   , XRQA,   0,  94N, 1405E,  25,    0, TD
WP, 18, 1959100812,   , XRQA,   0,  96N, 1394E,  30,    0, TD
WP, 18, 1959100818,   , XRQA,   0,  98N, 1385E,  30,    0, TD
WP, 18, 1959100900,   , XRQA,   0, 102N, 1375E,  30,    0, TD
WP, 18, 1959100906,   , XRQA,   0, 108N, 1368E,  35,    0, TS
WP, 18, 1959100912,   , XRQA,   0, 114N, 1362E,  35,    0, TS
WP, 18, 1959100918,   , XRQA,   0, 118N, 1354E,  40,    0, TS
WP, 18, 1959101000,   , XRQA,   0, 124N, 1348E,  40,    0, TS
WP, 18, 1959101006,   , XRQA,   0, 132N, 1342E,  35,    0, TS
WP, 18, 1959101012,   , XRQA,   0, 136N, 1336E,  40,    0, TS
WP, 18, 1959101018,   , XRQA,   0, 139N, 1330E,  45,    0, TS
WP, 18, 1959101100,   , XRQA,   0, 142N, 1321E,  50,    0, TS
WP, 18, 1959101106,   , XRQA,   0, 145N, 1314E,  60,    0, TS
WP, 18, 1959101112,   , XRQA,   0, 149N, 1306E,  65,    0, TY
WP, 18, 1959101118,   , XRQA,   0, 152N, 1298E,  70,    0, TY
WP, 18, 1959101200,   , XRQA,   0, 156N, 1290E,  75,    0, TY
WP, 18, 1959101206,   , XRQA,   0, 161N, 1281E,  85,    0, TY
WP, 18, 1959101212,   , XRQA,   0, 166N, 1273E, 100,    0, TY
WP, 18, 1959101218,   , XRQA,   0, 170N, 1266E, 125,    0, TY
WP, 18, 1959101300,   , XRQA,   0, 177N, 1259E, 140,    0, ST
WP, 18, 1959101306,   , XRQA,   0, 182N, 1256E, 145,    0, ST
WP, 18, 1959101312,   , XRQA,   0, 187N, 1253E, 140,    0, ST
WP, 18, 1959101318,   , XRQA,   0, 191N, 1250E, 130,    0, ST
WP, 18, 1959101400,   , XRQA,   0, 195N, 1249E, 125,    0, TY
WP, 18, 1959101406,   , XRQA,   0, 201N, 1246E, 140,    0, ST
WP, 18, 1959101412,   , XRQA,   0, 207N, 1244E, 130,    0, ST
WP, 18, 1959101418,   , XRQA,   0, 213N, 1243E, 130,    0, ST
WP, 18, 1959101500,   , XRQA,   0, 217N, 1244E, 120,    0, TY
WP, 18, 1959101506,   , XRQA,   0, 223N, 1247E, 115,    0, TY
WP, 18, 1959101512,   , XRQA,   0, 230N, 1251E, 105,    0, TY
WP, 18, 1959101518,   , XRQA,   0, 238N, 1257E,  95,    0, TY
WP, 18, 1959101600,   , XRQA,   0, 245N, 1265E,  90,    0, TY
WP, 18, 1959101606,   , XRQA,   0, 251N, 1273E,  85,    0, TY
WP, 18, 1959101612,   , XRQA,   0, 256N, 1281E,  80,    0, TY
WP, 18, 1959101618,   , XRQA,   0, 261N, 1288E,  75,    0, TY
WP, 18, 1959101700,   , XRQA,   0, 265N, 1294E,  85,    0, TY
WP, 18, 1959101706,   , XRQA,   0, 270N, 1301E,  85,    0, TY
WP, 18, 1959101712,   , XRQA,   0, 274N, 1308E,  75,    0, TY
WP, 18, 1959101718,   , XRQA,   0, 279N, 1315E,  75,    0, TY
WP, 18, 1959101800,   , XRQA,   0, 287N, 1326E,  70,    0, TY
WP, 18, 1959101806,   , XRQA,   0, 299N, 1343E,  65,    0, TY
WP, 18, 1959101812,   , XRQA,   0, 313N, 1362E,  65,    0, TY
WP, 18, 1959101818,   , XRQA,   0, 330N, 1393E,  60,    0, TS
WP, 18, 1959101900,   , XRQA,   0, 345N, 1424E,  55,    0, TS
WP, 18, 1959101906,   , XRQA,   0, 348N, 1453E,  55,    0, TS
WP, 18, 1959101912,   , XRQA,   0, 351N, 1487E,  50,    0, EX
WP, 18, 1959101918,   , XRQA,   0, 354N, 1552E,  55,    0, EX
WP, 18, 1959102000,   , XRQA,   0, 359N, 1610E,  55,    0, EX
WP, 18, 1959102006,   , XRQA,   0, 364N, 1650E,  65,    0, EX
WP, 18, 1959102012,   , XRQA,   0, 370N, 1690E,  65,    0, EX
WP, 18, 1959102018,   , XRQA,   0, 375N, 1730E,  65,    0, EX
WP, 18, 1959102100,   , XRQA,   0, 378N, 1780E,  65,    0, EX
WP, 18, 1959102106,   , XRQA,   0, 380N, 1760W,  65,    0, EX
