WP, 30, 2002111800,   , XRQA,   0,  89N, 1610E,  15,    0, DB
WP, 30, 2002111806,   , XRQA,   0,  89N, 1595E,  15,    0, DB
WP, 30, 2002111812,   , XRQA,   0,  90N, 1580E,  20,    0, DB
WP, 30, 2002111818,   , XRQA,   0,  90N, 1567E,  20,    0, DB
WP, 30, 2002111900,   , XRQA,   0,  91N, 1553E,  25,    0, TD
WP, 30, 2002111906,   , XRQA,   0,  93N, 1539E,  25,    0, TD
WP, 30, 2002111912,   , XRQA,   0,  95N, 1523E,  30,    0, TD
WP, 30, 2002111918,   , XRQA,   0,  98N, 1508E,  35,    0, MD
WP, 30, 2002112000,   , XRQA,   0,  98N, 1493E,  35,    0, MD
WP, 30, 2002112006,   , XRQA,   0, 105N, 1478E,  35,    0, MD
WP, 30, 2002112012,   , XRQA,   0, 110N, 1462E,  35,    0, MD
WP, 30, 2002112018,   , XRQA,   0, 116N, 1447E,  40,    0, MD
WP, 30, 2002112100,   , XRQA,   0, 119N, 1433E,  40,    0, TS
WP, 30, 2002112106,   , XRQA,   0, 123N, 1419E,  45,    0, TS
WP, 30, 2002112112,   , XRQA,   0, 127N, 1403E,  55,    0, TS
WP, 30, 2002112118,   , XRQA,   0, 131N, 1389E,  65,    0, TY
WP, 30, 2002112200,   , XRQA,   0, 138N, 1375E,  80,    0, TY
WP, 30, 2002112206,   , XRQA,   0, 151N, 1364E,  85,    0, TY
WP, 30, 2002112212,   , XRQA,   0, 157N, 1354E,  85,    0, TY
WP, 30, 2002112218,   , XRQA,   0, 164N, 1353E,  95,    0, TY
WP, 30, 2002112300,   , XRQA,   0, 177N, 1352E, 100,    0, TY
WP, 30, 2002112306,   , XRQA,   0, 188N, 1353E, 115,    0, TY
WP, 30, 2002112309,   , XRQA,   0, 192N, 1354E, 130,    0, ST
WP, 30, 2002112312,   , XRQA,   0, 198N, 1356E, 115,    0, TY
WP, 30, 2002112318,   , XRQA,   0, 211N, 1364E,  95,    0, TY
WP, 30, 2002112400,   , XRQA,   0, 229N, 1375E,  75,    0, TY
WP, 30, 2002112406,   , XRQA,   0, 253N, 1393E,  60,    0, TS
WP, 30, 2002112412,   , XRQA,   0, 270N, 1410E,  40,    0, TS
WP, 30, 2002112418,   , XRQA,   0, 284N, 1433E,  45,    0, EX
WP, 30, 2002112500,   , XRQA,   0, 300N, 1456E,  45,    0, EX
WP, 30, 2002112506,   , XRQA,   0, 315N, 1485E,  45,    0, EX
WP, 30, 2002112512,   , XRQA,   0, 330N, 1512E,  45,    0, EX
WP, 30, 2002112518,   , XRQA,   0, 338N, 1537E,  45,    0, EX
WP, 30, 2002112600,   , XRQA,   0, 347N, 1579E,  45,    0, EX
WP, 30, 2002112606,   , XRQA,   0, 354N, 1616E,  45,    0, EX
WP, 30, 2002112612,   , XRQA,   0, 359N, 1659E,  45,    0, EX
WP, 30, 2002112618,   , XRQA,   0, 362N, 1705E,  45,    0, EX
WP, 30, 2002112700,   , XRQA,   0, 365N, 1755E,  45,    0, EX
WP, 30, 2002112706,   , XRQA,   0, 366N, 1788W,  45,    0, EX
