WP, 05, 1997052200,   , XRQA,   0, 156N, 1098E,  15,    0, DB
WP, 05, 1997052206,   , XRQA,   0, 157N, 1101E,  15,    0, DB
WP, 05, 1997052212,   , XRQA,   0, 159N, 1105E,  15,    0, DB
WP, 05, 1997052218,   , XRQA,   0, 161N, 1108E,  15,    0, DB
WP, 05, 1997052300,   , XRQA,   0, 162N, 1110E,  20,    0, DB
WP, 05, 1997052306,   , XRQA,   0, 163N, 1117E,  20,    0, DB
WP, 05, 1997052312,   , XRQA,   0, 164N, 1125E,  20,    0, DB
WP, 05, 1997052318,   , XRQA,   0, 165N, 1133E,  25,    0, TD
WP, 05, 1997052400,   , XRQA,   0, 165N, 1141E,  25,    0, TD
WP, 05, 1997052406,   , XRQA,   0, 166N, 1149E,  25,    0, TD
WP, 05, 1997052412,   , XRQA,   0, 166N, 1157E,  30,    0, TD
WP, 05, 1997052418,   , XRQA,   0, 167N, 1165E,  30,    0, TD
WP, 05, 1997052500,   , XRQA,   0, 168N, 1172E,  35,    0, MD
WP, 05, 1997052506,   , XRQA,   0, 168N, 1179E,  35,    0, MD
WP, 05, 1997052512,   , XRQA,   0, 167N, 1186E,  40,    0, MD
WP, 05, 1997052518,   , XRQA,   0, 165N, 1190E,  40,    0, TS
WP, 05, 1997052600,   , XRQA,   0, 164N, 1196E,  35,    0, TS
WP, 05, 1997052606,   , XRQA,   0, 163N, 1208E,  30,    0, TD
WP, 05, 1997052612,   , XRQA,   0, 163N, 1221E,  30,    0, TD
WP, 05, 1997052618,   , XRQA,   0, 167N, 1234E,  30,    0, TD
WP, 05, 1997052700,   , XRQA,   0, 171N, 1245E,  35,    0, TS
WP, 05, 1997052706,   , XRQA,   0, 178N, 1254E,  45,    0, TS
WP, 05, 1997052712,   , XRQA,   0, 184N, 1259E,  50,    0, TS
WP, 05, 1997052718,   , XRQA,   0, 192N, 1262E,  50,    0, TS
WP, 05, 1997052800,   , XRQA,   0, 201N, 1264E,  60,    0, TS
WP, 05, 1997052806,   , XRQA,   0, 209N, 1265E,  65,    0, TY
WP, 05, 1997052812,   , XRQA,   0, 218N, 1267E,  60,    0, TS
WP, 05, 1997052818,   , XRQA,   0, 229N, 1271E,  55,    0, TS
WP, 05, 1997052900,   , XRQA,   0, 240N, 1273E,  50,    0, TS
WP, 05, 1997052906,   , XRQA,   0, 251N, 1285E,  40,    0, TS
WP, 05, 1997052912,   , XRQA,   0, 262N, 1301E,  30,    0, TD
WP, 05, 1997052918,   , XRQA,   0, 274N, 1322E,  30,    0, TD
WP, 05, 1997053000,   , XRQA,   0, 284N, 1347E,  30,    0, TD
WP, 05, 1997053006,   , XRQA,   0, 292N, 1374E,  30,    0, TD
WP, 05, 1997053012,   , XRQA,   0, 300N, 1394E,  30,    0, TD
WP, 05, 1997053018,   , XRQA,   0, 307N, 1410E,  35,    0, EX
WP, 05, 1997053100,   , XRQA,   0, 314N, 1425E,  35,    0, EX
WP, 05, 1997053106,   , XRQA,   0, 320N, 1445E,  35,    0, EX
WP, 05, 1997053112,   , XRQA,   0, 326N, 1464E,  35,    0, EX
WP, 05, 1997053118,   , XRQA,   0, 330N, 1484E,  35,    0, EX
WP, 05, 1997060100,   , XRQA,   0, 332N, 1502E,  35,    0, EX
WP, 05, 1997060106,   , XRQA,   0, 335N, 1523E,  35,    0, EX
WP, 05, 1997060112,   , XRQA,   0, 336N, 1548E,  35,    0, EX
WP, 05, 1997060118,   , XRQA,   0, 336N, 1582E,  35,    0, EX
WP, 05, 1997060200,   , XRQA,   0, 337N, 1615E,  35,    0, EX
WP, 05, 1997060206,   , XRQA,   0, 338N, 1651E,  35,    0, EX
WP, 05, 1997060212,   , XRQA,   0, 341N, 1692E,  35,    0, EX
WP, 05, 1997060218,   , XRQA,   0, 347N, 1728E,  35,    0, EX
WP, 05, 1997060300,   , XRQA,   0, 357N, 1774E,  35,    0, EX
WP, 05, 1997060306,   , XRQA,   0, 372N, 1774W,  35,    0, EX
