WP, 18, 1997081900,   , XRQA,   0, 135N, 1397E,  15,    0, DB
WP, 18, 1997081906,   , XRQA,   0, 136N, 1384E,  15,    0, DB
WP, 18, 1997081912,   , XRQA,   0, 137N, 1372E,  20,    0, DB
WP, 18, 1997081918,   , XRQA,   0, 139N, 1362E,  20,    0, DB
WP, 18, 1997082000,   , XRQA,   0, 140N, 1352E,  25,    0, TD
WP, 18, 1997082006,   , XRQA,   0, 140N, 1342E,  25,    0, TD
WP, 18, 1997082012,   , XRQA,   0, 141N, 1334E,  30,    0, TD
WP, 18, 1997082018,   , XRQA,   0, 142N, 1326E,  35,    0, TS
WP, 18, 1997082100,   , XRQA,   0, 139N, 1320E,  40,    0, TS
WP, 18, 1997082106,   , XRQA,   0, 139N, 1317E,  40,    0, TS
WP, 18, 1997082112,   , XRQA,   0, 141N, 1318E,  50,    0, TS
WP, 18, 1997082118,   , XRQA,   0, 143N, 1320E,  60,    0, TS
WP, 18, 1997082200,   , XRQA,   0, 146N, 1322E,  65,    0, TY
WP, 18, 1997082206,   , XRQA,   0, 150N, 1319E,  70,    0, TY
WP, 18, 1997082212,   , XRQA,   0, 153N, 1317E,  75,    0, TY
WP, 18, 1997082218,   , XRQA,   0, 156N, 1315E,  65,    0, TY
WP, 18, 1997082300,   , XRQA,   0, 159N, 1313E,  60,    0, TS
WP, 18, 1997082306,   , XRQA,   0, 162N, 1311E,  65,    0, TY
WP, 18, 1997082312,   , XRQA,   0, 164N, 1308E,  75,    0, TY
WP, 18, 1997082318,   , XRQA,   0, 166N, 1305E,  85,    0, TY
WP, 18, 1997082400,   , XRQA,   0, 168N, 1302E,  85,    0, TY
WP, 18, 1997082406,   , XRQA,   0, 171N, 1297E,  90,    0, TY
WP, 18, 1997082412,   , XRQA,   0, 172N, 1293E,  95,    0, TY
WP, 18, 1997082418,   , XRQA,   0, 173N, 1289E, 100,    0, TY
WP, 18, 1997082500,   , XRQA,   0, 174N, 1286E,  95,    0, TY
WP, 18, 1997082506,   , XRQA,   0, 176N, 1283E,  85,    0, TY
WP, 18, 1997082512,   , XRQA,   0, 177N, 1280E,  80,    0, TY
WP, 18, 1997082518,   , XRQA,   0, 178N, 1277E,  75,    0, TY
WP, 18, 1997082600,   , XRQA,   0, 180N, 1275E,  85,    0, TY
WP, 18, 1997082606,   , XRQA,   0, 182N, 1272E,  85,    0, TY
WP, 18, 1997082612,   , XRQA,   0, 184N, 1269E,  90,    0, TY
WP, 18, 1997082618,   , XRQA,   0, 187N, 1266E,  85,    0, TY
WP, 18, 1997082700,   , XRQA,   0, 191N, 1262E,  95,    0, TY
WP, 18, 1997082706,   , XRQA,   0, 194N, 1256E, 100,    0, TY
WP, 18, 1997082712,   , XRQA,   0, 198N, 1251E, 100,    0, TY
WP, 18, 1997082718,   , XRQA,   0, 203N, 1244E,  95,    0, TY
WP, 18, 1997082800,   , XRQA,   0, 208N, 1237E,  85,    0, TY
WP, 18, 1997082806,   , XRQA,   0, 215N, 1230E,  85,    0, TY
WP, 18, 1997082812,   , XRQA,   0, 223N, 1225E,  80,    0, TY
WP, 18, 1997082818,   , XRQA,   0, 233N, 1216E,  75,    0, TY
WP, 18, 1997082900,   , XRQA,   0, 242N, 1207E,  55,    0, TS
WP, 18, 1997082906,   , XRQA,   0, 252N, 1201E,  40,    0, TS
WP, 18, 1997082912,   , XRQA,   0, 263N, 1195E,  35,    0, TS
WP, 18, 1997082918,   , XRQA,   0, 273N, 1184E,  30,    0, TD
WP, 18, 1997083000,   , XRQA,   0, 281N, 1174E,  25,    0, TD
WP, 18, 1997083006,   , XRQA,   0, 287N, 1163E,  25,    0, TD
WP, 18, 1997083012,   , XRQA,   0, 294N, 1150E,  20,    0, DB
WP, 18, 1997083018,   , XRQA,   0, 296N, 1133E,  20,    0, DB
WP, 18, 1997083100,   , XRQA,   0, 293N, 1127E,  15,    0, DB
WP, 18, 1997083106,   , XRQA,   0, 291N, 1125E,  15,    0, DB
WP, 18, 1997083112,   , XRQA,   0, 289N, 1121E,  15,    0, DB
WP, 18, 1997083118,   , XRQA,   0, 287N, 1117E,  15,    0, DB
