WP, 29, 1997102000,   , XRQA,   0,  45N, 1764W,  15,    0, DB
WP, 29, 1997102006,   , XRQA,   0,  45N, 1769W,  15,    0, DB
WP, 29, 1997102012,   , XRQA,   0,  46N, 1775W,  15,    0, DB
WP, 29, 1997102018,   , XRQA,   0,  46N, 1783W,  15,    0, DB
WP, 29, 1997102100,   , XRQA,   0,  47N, 1792W,  15,    0, DB
WP, 29, 1997102106,   , XRQA,   0,  49N, 1797E,  20,    0, DB
WP, 29, 1997102112,   , XRQA,   0,  52N, 1787E,  20,    0, DB
WP, 29, 1997102118,   , XRQA,   0,  56N, 1778E,  20,    0, DB
WP, 29, 1997102200,   , XRQA,   0,  60N, 1771E,  25,    0, TD
WP, 29, 1997102206,   , XRQA,   0,  63N, 1763E,  25,    0, TD
WP, 29, 1997102212,   , XRQA,   0,  65N, 1759E,  30,    0, TD
WP, 29, 1997102218,   , XRQA,   0,  65N, 1755E,  30,    0, TD
WP, 29, 1997102300,   , XRQA,   0,  66N, 1750E,  30,    0, TD
WP, 29, 1997102306,   , XRQA,   0,  67N, 1747E,  25,    0, TD
WP, 29, 1997102312,   , XRQA,   0,  68N, 1745E,  25,    0, TD
WP, 29, 1997102318,   , XRQA,   0,  69N, 1742E,  20,    0, DB
WP, 29, 1997102400,   , XRQA,   0,  70N, 1740E,  20,    0, DB
WP, 29, 1997102406,   , XRQA,   0,  70N, 1737E,  20,    0, DB
WP, 29, 1997102412,   , XRQA,   0,  71N, 1735E,  20,    0, DB
WP, 29, 1997102418,   , XRQA,   0,  72N, 1732E,  20,    0, DB
WP, 29, 1997102500,   , XRQA,   0,  73N, 1727E,  25,    0, TD
WP, 29, 1997102506,   , XRQA,   0,  75N, 1722E,  25,    0, TD
WP, 29, 1997102512,   , XRQA,   0,  76N, 1715E,  25,    0, TD
WP, 29, 1997102518,   , XRQA,   0,  74N, 1709E,  25,    0, TD
WP, 29, 1997102600,   , XRQA,   0,  71N, 1703E,  25,    0, TD
WP, 29, 1997102606,   , XRQA,   0,  69N, 1698E,  25,    0, TD
WP, 29, 1997102612,   , XRQA,   0,  68N, 1693E,  25,    0, TD
WP, 29, 1997102618,   , XRQA,   0,  70N, 1688E,  30,    0, TD
WP, 29, 1997102700,   , XRQA,   0,  73N, 1685E,  30,    0, TD
WP, 29, 1997102706,   , XRQA,   0,  74N, 1683E,  30,    0, TD
WP, 29, 1997102712,   , XRQA,   0,  74N, 1679E,  30,    0, TD
WP, 29, 1997102718,   , XRQA,   0,  75N, 1674E,  35,    0, TS
WP, 29, 1997102800,   , XRQA,   0,  74N, 1667E,  45,    0, TS
WP, 29, 1997102806,   , XRQA,   0,  72N, 1663E,  35,    0, TS
WP, 29, 1997102812,   , XRQA,   0,  71N, 1658E,  35,    0, TS
WP, 29, 1997102818,   , XRQA,   0,  69N, 1653E,  40,    0, TS
WP, 29, 1997102900,   , XRQA,   0,  67N, 1646E,  40,    0, TS
WP, 29, 1997102906,   , XRQA,   0,  67N, 1639E,  45,    0, TS
WP, 29, 1997102912,   , XRQA,   0,  67N, 1629E,  45,    0, TS
WP, 29, 1997102918,   , XRQA,   0,  69N, 1619E,  50,    0, TS
WP, 29, 1997103000,   , XRQA,   0,  73N, 1608E,  60,    0, TS
WP, 29, 1997103006,   , XRQA,   0,  76N, 1603E,  65,    0, TY
WP, 29, 1997103012,   , XRQA,   0,  81N, 1596E,  75,    0, TY
WP, 29, 1997103018,   , XRQA,   0,  85N, 1587E,  85,    0, TY
WP, 29, 1997103100,   , XRQA,   0,  88N, 1576E,  95,    0, TY
WP, 29, 1997103106,   , XRQA,   0,  92N, 1567E, 100,    0, TY
WP, 29, 1997103112,   , XRQA,   0,  99N, 1558E, 130,    0, ST
WP, 29, 1997103118,   , XRQA,   0, 107N, 1546E, 145,    0, ST
