WP, 28, 1997101006,   , XRQA,   0,  29N, 1788W,  15,    0, DB
WP, 28, 1997101012,   , XRQA,   0,  31N, 1795W,  15,    0, DB
WP, 28, 1997101018,   , XRQA,   0,  35N, 1797E,  15,    0, DB
WP, 28, 1997101100,   , XRQA,   0,  38N, 1786E,  15,    0, DB
WP, 28, 1997101106,   , XRQA,   0,  43N, 1770E,  20,    0, DB
WP, 28, 1997101112,   , XRQA,   0,  52N, 1753E,  20,    0, DB
WP, 28, 1997101118,   , XRQA,   0,  61N, 1736E,  20,    0, DB
WP, 28, 1997101200,   , XRQA,   0,  69N, 1719E,  25,    0, TD
WP, 28, 1997101206,   , XRQA,   0,  79N, 1705E,  25,    0, TD
WP, 28, 1997101212,   , XRQA,   0,  91N, 1693E,  25,    0, TD
WP, 28, 1997101218,   , XRQA,   0, 102N, 1684E,  30,    0, TD
WP, 28, 1997101300,   , XRQA,   0, 109N, 1680E,  30,    0, TD
WP, 28, 1997101306,   , XRQA,   0, 114N, 1678E,  35,    0, TS
WP, 28, 1997101312,   , XRQA,   0, 118N, 1675E,  40,    0, TS
WP, 28, 1997101318,   , XRQA,   0, 122N, 1667E,  50,    0, TS
WP, 28, 1997101400,   , XRQA,   0, 126N, 1655E,  40,    0, TS
WP, 28, 1997101406,   , XRQA,   0, 128N, 1643E,  35,    0, TS
WP, 28, 1997101412,   , XRQA,   0, 130N, 1635E,  40,    0, TS
WP, 28, 1997101418,   , XRQA,   0, 131N, 1626E,  50,    0, TS
WP, 28, 1997101500,   , XRQA,   0, 133N, 1617E,  45,    0, TS
WP, 28, 1997101506,   , XRQA,   0, 134N, 1606E,  50,    0, TS
WP, 28, 1997101512,   , XRQA,   0, 134N, 1595E,  65,    0, TY
WP, 28, 1997101518,   , XRQA,   0, 135N, 1585E,  75,    0, TY
WP, 28, 1997101600,   , XRQA,   0, 135N, 1573E, 105,    0, TY
WP, 28, 1997101606,   , XRQA,   0, 137N, 1560E, 100,    0, TY
WP, 28, 1997101609,   , XRQA,   0, 138N, 1553E, 115,    0, TY
WP, 28, 1997101612,   , XRQA,   0, 138N, 1547E, 105,    0, TY
WP, 28, 1997101618,   , XRQA,   0, 140N, 1533E, 130,    0, ST
WP, 28, 1997101700,   , XRQA,   0, 143N, 1518E, 120,    0, TY
WP, 28, 1997101706,   , XRQA,   0, 146N, 1502E, 155,    0, ST
WP, 28, 1997101709,   , XRQA,   0, 147N, 1494E, 160,    0, ST
WP, 28, 1997101712,   , XRQA,   0, 149N, 1487E, 145,    0, ST
WP, 28, 1997101718,   , XRQA,   0, 154N, 1472E, 130,    0, ST
WP, 28, 1997101800,   , XRQA,   0, 159N, 1457E, 115,    0, TY
WP, 28, 1997101806,   , XRQA,   0, 165N, 1444E, 130,    0, ST
WP, 28, 1997101812,   , XRQA,   0, 170N, 1432E, 145,    0, ST
WP, 28, 1997101818,   , XRQA,   0, 176N, 1420E, 145,    0, ST
WP, 28, 1997101900,   , XRQA,   0, 181N, 1408E, 130,    0, ST
WP, 28, 1997101906,   , XRQA,   0, 185N, 1398E, 120,    0, TY
WP, 28, 1997101912,   , XRQA,   0, 190N, 1389E, 130,    0, ST
WP, 28, 1997101918,   , XRQA,   0, 195N, 1381E, 140,    0, ST
WP, 28, 1997102000,   , XRQA,   0, 201N, 1375E, 125,    0, TY
WP, 28, 1997102006,   , XRQA,   0, 208N, 1370E, 115,    0, TY
WP, 28, 1997102012,   , XRQA,   0, 215N, 1367E, 110,    0, TY
WP, 28, 1997102018,   , XRQA,   0, 222N, 1366E, 125,    0, TY
WP, 28, 1997102100,   , XRQA,   0, 232N, 1369E, 130,    0, ST
WP, 28, 1997102106,   , XRQA,   0, 241N, 1373E, 120,    0, TY
WP, 28, 1997102112,   , XRQA,   0, 251N, 1382E, 130,    0, ST
WP, 28, 1997102118,   , XRQA,   0, 260N, 1394E, 115,    0, TY
WP, 28, 1997102200,   , XRQA,   0, 270N, 1410E,  95,    0, TY
WP, 28, 1997102206,   , XRQA,   0, 280N, 1430E,  90,    0, TY
WP, 28, 1997102212,   , XRQA,   0, 286N, 1454E,  75,    0, TY
WP, 28, 1997102218,   , XRQA,   0, 290N, 1476E,  70,    0, TY
WP, 28, 1997102300,   , XRQA,   0, 293N, 1500E,  65,    0, TY
WP, 28, 1997102306,   , XRQA,   0, 296N, 1525E,  50,    0, TS
WP, 28, 1997102312,   , XRQA,   0, 299N, 1554E,  45,    0, TS
WP, 28, 1997102318,   , XRQA,   0, 299N, 1583E,  30,    0, TD
WP, 28, 1997102400,   , XRQA,   0, 298N, 1611E,  35,    0, TS
WP, 28, 1997102406,   , XRQA,   0, 299N, 1642E,  40,    0, TS
WP, 28, 1997102412,   , XRQA,   0, 302N, 1676E,  45,    0, EX
WP, 28, 1997102418,   , XRQA,   0, 313N, 1717E,  45,    0, EX
WP, 28, 1997102500,   , XRQA,   0, 332N, 1758E,  45,    0, EX
WP, 28, 1997102506,   , XRQA,   0, 364N, 1785E,  45,    0, EX
WP, 28, 1997102512,   , XRQA,   0, 399N, 1797W,  45,    0, EX
WP, 28, 1997102518,   , XRQA,   0, 434N, 1781W,  45,    0, EX
WP, 28, 1997102600,   , XRQA,   0, 455N, 1765W,  45,    0, EX
