WP, 35, 1967121212,   , XRQA,   0,  65N, 1579E,  15,    0, DB
WP, 35, 1967121218,   , XRQA,   0,  65N, 1564E,  15,    0, DB
WP, 35, 1967121300,   , XRQA,   0,  66N, 1547E,  15,    0, DB
WP, 35, 1967121306,   , XRQA,   0,  68N, 1531E,  20,    0, DB
WP, 35, 1967121312,   , XRQA,   0,  69N, 1517E,  20,    0, DB
WP, 35, 1967121318,   , XRQA,   0,  71N, 1502E,  20,    0, DB
WP, 35, 1967121400,   , XRQA,   0,  69N, 1489E,  25,    0, TD
WP, 35, 1967121406,   , XRQA,   0,  67N, 1473E,  30,    0, TD
WP, 35, 1967121412,   , XRQA,   0,  66N, 1458E,  30,    0, TD
WP, 35, 1967121418,   , XRQA,   0,  66N, 1442E,  35,    0, TS
WP, 35, 1967121500,   , XRQA,   0,  68N, 1426E,  40,    0, TS
WP, 35, 1967121506,   , XRQA,   0,  71N, 1410E,  45,    0, TS
WP, 35, 1967121512,   , XRQA,   0,  75N, 1395E,  40,    0, TS
WP, 35, 1967121518,   , XRQA,   0,  82N, 1380E,  35,    0, TS
WP, 35, 1967121600,   , XRQA,   0,  89N, 1367E,  45,    0, TS
WP, 35, 1967121606,   , XRQA,   0,  99N, 1357E,  50,    0, TS
WP, 35, 1967121612,   , XRQA,   0, 107N, 1350E,  50,    0, TS
WP, 35, 1967121618,   , XRQA,   0, 113N, 1347E,  55,    0, TS
WP, 35, 1967121700,   , XRQA,   0, 118N, 1343E,  45,    0, TS
WP, 35, 1967121706,   , XRQA,   0, 122N, 1339E,  55,    0, TS
WP, 35, 1967121712,   , XRQA,   0, 124N, 1336E,  70,    0, TY
WP, 35, 1967121718,   , XRQA,   0, 125N, 1336E,  85,    0, TY
WP, 35, 1967121800,   , XRQA,   0, 125N, 1336E,  80,    0, TY
WP, 35, 1967121806,   , XRQA,   0, 128N, 1337E,  70,    0, TY
WP, 35, 1967121812,   , XRQA,   0, 132N, 1342E,  55,    0, TS
WP, 35, 1967121818,   , XRQA,   0, 134N, 1350E,  50,    0, TS
WP, 35, 1967121900,   , XRQA,   0, 131N, 1355E,  40,    0, TS
WP, 35, 1967121906,   , XRQA,   0, 130N, 1358E,  30,    0, TD
WP, 35, 1967121912,   , XRQA,   0, 129N, 1362E,  30,    0, TD
WP, 35, 1967121918,   , XRQA,   0, 128N, 1365E,  30,    0, TD
WP, 35, 1967122000,   , XRQA,   0, 127N, 1367E,  35,    0, TS
WP, 35, 1967122006,   , XRQA,   0, 126N, 1368E,  40,    0, TS
WP, 35, 1967122012,   , XRQA,   0, 125N, 1371E,  30,    0, TD
WP, 35, 1967122018,   , XRQA,   0, 122N, 1366E,  25,    0, TD
WP, 35, 1967122100,   , XRQA,   0, 119N, 1359E,  25,    0, TD
WP, 35, 1967122106,   , XRQA,   0, 115N, 1352E,  20,    0, DB
WP, 35, 1967122112,   , XRQA,   0, 109N, 1344E,  20,    0, DB
WP, 35, 1967122118,   , XRQA,   0, 102N, 1338E,  20,    0, DB
