WP, 08, 1994070500,   , XRQA,   0,  90N, 1390E,  25,    0, TD
WP, 08, 1994070506,   , XRQA,   0,  95N, 1379E,  25,    0, TD
WP, 08, 1994070512,   , XRQA,   0, 100N, 1368E,  30,    0, TD
WP, 08, 1994070518,   , XRQA,   0, 105N, 1357E,  30,    0, TD
WP, 08, 1994070600,   , XRQA,   0, 110N, 1346E,  30,    0, TD
WP, 08, 1994070606,   , XRQA,   0, 115N, 1336E,  30,    0, TD
WP, 08, 1994070612,   , XRQA,   0, 120N, 1327E,  30,    0, TD
WP, 08, 1994070618,   , XRQA,   0, 126N, 1320E,  35,    0, TS
WP, 08, 1994070700,   , XRQA,   0, 130N, 1315E,  35,    0, TS
WP, 08, 1994070706,   , XRQA,   0, 136N, 1310E,  40,    0, TS
WP, 08, 1994070712,   , XRQA,   0, 142N, 1305E,  50,    0, TS
WP, 08, 1994070718,   , XRQA,   0, 148N, 1301E,  50,    0, TS
WP, 08, 1994070800,   , XRQA,   0, 156N, 1298E,  55,    0, TS
WP, 08, 1994070806,   , XRQA,   0, 162N, 1292E,  65,    0, TY
WP, 08, 1994070812,   , XRQA,   0, 166N, 1286E,  80,    0, TY
WP, 08, 1994070818,   , XRQA,   0, 173N, 1279E, 110,    0, TY
WP, 08, 1994070900,   , XRQA,   0, 180N, 1270E, 120,    0, TY
WP, 08, 1994070906,   , XRQA,   0, 185N, 1261E, 130,    0, ST
WP, 08, 1994070912,   , XRQA,   0, 192N, 1253E, 145,    0, ST
WP, 08, 1994070918,   , XRQA,   0, 199N, 1243E, 140,    0, ST
WP, 08, 1994071000,   , XRQA,   0, 208N, 1235E, 135,    0, ST
WP, 08, 1994071006,   , XRQA,   0, 219N, 1225E, 125,    0, TY
WP, 08, 1994071012,   , XRQA,   0, 233N, 1215E, 115,    0, TY
WP, 08, 1994071018,   , XRQA,   0, 245N, 1197E,  80,    0, TY
WP, 08, 1994071100,   , XRQA,   0, 252N, 1181E,  50,    0, TS
WP, 08, 1994071106,   , XRQA,   0, 260N, 1164E,  40,    0, TS
WP, 08, 1994071112,   , XRQA,   0, 269N, 1154E,  35,    0, TS
WP, 08, 1994071118,   , XRQA,   0, 274N, 1148E,  30,    0, TD
WP, 08, 1994071200,   , XRQA,   0, 280N, 1146E,  30,    0, TD
WP, 08, 1994071206,   , XRQA,   0, 295N, 1151E,  25,    0, TD
WP, 08, 1994071212,   , XRQA,   0, 328N, 1157E,  25,    0, TD
WP, 08, 1994071218,   , XRQA,   0, 366N, 1170E,  25,    0, EX
WP, 08, 1994071300,   , XRQA,   0, 387N, 1180E,  25,    0, EX
WP, 08, 1994071306,   , XRQA,   0, 401N, 1200E,  25,    0, EX
WP, 08, 1994071312,   , XRQA,   0, 419N, 1230E,  25,    0, EX
