WP, 10, 1994071100,   , XRQA,   0,  54N, 1386E,  25,    0, TD
WP, 10, 1994071106,   , XRQA,   0,  57N, 1376E,  25,    0, TD
WP, 10, 1994071112,   , XRQA,   0,  60N, 1366E,  25,    0, TD
WP, 10, 1994071118,   , XRQA,   0,  63N, 1356E,  25,    0, TD
WP, 10, 1994071200,   , XRQA,   0,  66N, 1346E,  25,    0, TD
WP, 10, 1994071206,   , XRQA,   0,  70N, 1336E,  25,    0, TD
WP, 10, 1994071212,   , XRQA,   0,  74N, 1327E,  30,    0, TD
WP, 10, 1994071218,   , XRQA,   0,  79N, 1318E,  30,    0, TD
WP, 10, 1994071300,   , XRQA,   0,  84N, 1309E,  30,    0, TD
WP, 10, 1994071306,   , XRQA,   0,  89N, 1302E,  30,    0, TD
WP, 10, 1994071312,   , XRQA,   0,  94N, 1295E,  30,    0, TD
WP, 10, 1994071318,   , XRQA,   0, 100N, 1289E,  30,    0, TD
WP, 10, 1994071400,   , XRQA,   0, 106N, 1284E,  40,    0, TS
WP, 10, 1994071406,   , XRQA,   0, 113N, 1279E,  35,    0, TS
WP, 10, 1994071412,   , XRQA,   0, 122N, 1272E,  40,    0, TS
WP, 10, 1994071418,   , XRQA,   0, 129N, 1265E,  35,    0, TS
WP, 10, 1994071500,   , XRQA,   0, 136N, 1259E,  45,    0, TS
WP, 10, 1994071506,   , XRQA,   0, 141N, 1253E,  40,    0, TS
WP, 10, 1994071512,   , XRQA,   0, 145N, 1247E,  45,    0, TS
WP, 10, 1994071518,   , XRQA,   0, 148N, 1243E,  45,    0, TS
WP, 10, 1994071600,   , XRQA,   0, 151N, 1246E,  50,    0, TS
WP, 10, 1994071606,   , XRQA,   0, 152N, 1251E,  50,    0, TS
WP, 10, 1994071612,   , XRQA,   0, 153N, 1254E,  50,    0, TS
WP, 10, 1994071618,   , XRQA,   0, 154N, 1260E,  60,    0, TS
WP, 10, 1994071700,   , XRQA,   0, 156N, 1270E,  65,    0, TY
WP, 10, 1994071706,   , XRQA,   0, 162N, 1280E,  70,    0, TY
WP, 10, 1994071712,   , XRQA,   0, 166N, 1288E,  70,    0, TY
WP, 10, 1994071718,   , XRQA,   0, 171N, 1296E,  75,    0, TY
WP, 10, 1994071800,   , XRQA,   0, 178N, 1303E,  80,    0, TY
WP, 10, 1994071806,   , XRQA,   0, 187N, 1310E, 105,    0, TY
WP, 10, 1994071809,   , XRQA,   0, 191N, 1312E, 120,    0, TY
WP, 10, 1994071812,   , XRQA,   0, 196N, 1314E, 110,    0, TY
WP, 10, 1994071818,   , XRQA,   0, 202N, 1319E, 115,    0, TY
WP, 10, 1994071900,   , XRQA,   0, 209N, 1325E, 130,    0, ST
WP, 10, 1994071906,   , XRQA,   0, 217N, 1331E, 140,    0, ST
WP, 10, 1994071912,   , XRQA,   0, 224N, 1338E, 150,    0, ST
WP, 10, 1994071918,   , XRQA,   0, 232N, 1346E, 140,    0, ST
WP, 10, 1994072000,   , XRQA,   0, 238N, 1355E, 130,    0, ST
WP, 10, 1994072006,   , XRQA,   0, 247N, 1365E, 120,    0, TY
WP, 10, 1994072012,   , XRQA,   0, 254N, 1373E, 105,    0, TY
WP, 10, 1994072018,   , XRQA,   0, 263N, 1379E,  95,    0, TY
WP, 10, 1994072100,   , XRQA,   0, 270N, 1381E,  85,    0, TY
WP, 10, 1994072106,   , XRQA,   0, 278N, 1381E,  80,    0, TY
WP, 10, 1994072112,   , XRQA,   0, 285N, 1379E,  65,    0, TY
WP, 10, 1994072118,   , XRQA,   0, 291N, 1375E,  55,    0, TS
WP, 10, 1994072200,   , XRQA,   0, 294N, 1366E,  50,    0, TS
WP, 10, 1994072206,   , XRQA,   0, 296N, 1355E,  55,    0, TS
WP, 10, 1994072212,   , XRQA,   0, 296N, 1345E,  50,    0, TS
WP, 10, 1994072218,   , XRQA,   0, 297N, 1336E,  40,    0, TS
WP, 10, 1994072300,   , XRQA,   0, 297N, 1329E,  35,    0, TS
WP, 10, 1994072306,   , XRQA,   0, 298N, 1325E,  35,    0, TS
WP, 10, 1994072312,   , XRQA,   0, 301N, 1323E,  40,    0, TS
WP, 10, 1994072318,   , XRQA,   0, 304N, 1324E,  35,    0, TS
WP, 10, 1994072400,   , XRQA,   0, 306N, 1326E,  50,    0, TS
WP, 10, 1994072406,   , XRQA,   0, 309N, 1327E,  45,    0, TS
WP, 10, 1994072412,   , XRQA,   0, 312N, 1329E,  45,    0, TS
