WP, 28, 1994091600,   , XRQA,   0, 120N, 1280E,  25,    0, TD
WP, 28, 1994091606,   , XRQA,   0, 120N, 1295E,  25,    0, TD
WP, 28, 1994091612,   , XRQA,   0, 121N, 1310E,  30,    0, TD
WP, 28, 1994091618,   , XRQA,   0, 121N, 1325E,  30,    0, TD
WP, 28, 1994091700,   , XRQA,   0, 122N, 1340E,  30,    0, TD
WP, 28, 1994091706,   , XRQA,   0, 126N, 1353E,  30,    0, TD
WP, 28, 1994091712,   , XRQA,   0, 129N, 1365E,  35,    0, TS
WP, 28, 1994091718,   , XRQA,   0, 130N, 1376E,  30,    0, TD
WP, 28, 1994091800,   , XRQA,   0, 129N, 1390E,  30,    0, TD
WP, 28, 1994091806,   , XRQA,   0, 126N, 1403E,  30,    0, TD
WP, 28, 1994091812,   , XRQA,   0, 119N, 1408E,  35,    0, TS
WP, 28, 1994091818,   , XRQA,   0, 118N, 1417E,  40,    0, TS
WP, 28, 1994091900,   , XRQA,   0, 122N, 1425E,  30,    0, TD
WP, 28, 1994091906,   , XRQA,   0, 127N, 1427E,  30,    0, TD
WP, 28, 1994091912,   , XRQA,   0, 134N, 1430E,  35,    0, TS
WP, 28, 1994091918,   , XRQA,   0, 142N, 1432E,  45,    0, TS
WP, 28, 1994092000,   , XRQA,   0, 149N, 1432E,  45,    0, TS
WP, 28, 1994092006,   , XRQA,   0, 157N, 1425E,  40,    0, TS
WP, 28, 1994092012,   , XRQA,   0, 162N, 1417E,  35,    0, TS
WP, 28, 1994092018,   , XRQA,   0, 171N, 1413E,  40,    0, TS
WP, 28, 1994092100,   , XRQA,   0, 180N, 1414E,  45,    0, TS
WP, 28, 1994092106,   , XRQA,   0, 186N, 1414E,  35,    0, TS
WP, 28, 1994092112,   , XRQA,   0, 191N, 1408E,  45,    0, TS
WP, 28, 1994092118,   , XRQA,   0, 188N, 1401E,  50,    0, TS
WP, 28, 1994092200,   , XRQA,   0, 184N, 1393E,  55,    0, TS
WP, 28, 1994092206,   , XRQA,   0, 180N, 1387E,  60,    0, TS
WP, 28, 1994092212,   , XRQA,   0, 177N, 1383E,  65,    0, TY
WP, 28, 1994092218,   , XRQA,   0, 173N, 1381E,  65,    0, TY
WP, 28, 1994092300,   , XRQA,   0, 172N, 1380E,  75,    0, TY
WP, 28, 1994092306,   , XRQA,   0, 174N, 1380E,  90,    0, TY
WP, 28, 1994092312,   , XRQA,   0, 178N, 1379E, 110,    0, TY
WP, 28, 1994092318,   , XRQA,   0, 183N, 1376E, 130,    0, ST
WP, 28, 1994092400,   , XRQA,   0, 188N, 1371E, 135,    0, ST
WP, 28, 1994092406,   , XRQA,   0, 192N, 1368E, 125,    0, TY
WP, 28, 1994092412,   , XRQA,   0, 194N, 1367E, 120,    0, TY
WP, 28, 1994092418,   , XRQA,   0, 198N, 1368E, 130,    0, ST
WP, 28, 1994092500,   , XRQA,   0, 202N, 1367E, 120,    0, TY
WP, 28, 1994092506,   , XRQA,   0, 208N, 1365E, 110,    0, TY
WP, 28, 1994092512,   , XRQA,   0, 212N, 1364E, 100,    0, TY
WP, 28, 1994092515,   , XRQA,   0, 215N, 1362E, 115,    0, TY
WP, 28, 1994092518,   , XRQA,   0, 219N, 1361E, 130,    0, ST
WP, 28, 1994092600,   , XRQA,   0, 226N, 1356E, 125,    0, TY
WP, 28, 1994092606,   , XRQA,   0, 234N, 1350E, 105,    0, TY
WP, 28, 1994092612,   , XRQA,   0, 240N, 1342E, 110,    0, TY
WP, 28, 1994092615,   , XRQA,   0, 242N, 1338E, 115,    0, TY
WP, 28, 1994092618,   , XRQA,   0, 245N, 1336E, 110,    0, TY
WP, 28, 1994092700,   , XRQA,   0, 251N, 1330E, 115,    0, TY
WP, 28, 1994092706,   , XRQA,   0, 256N, 1327E, 100,    0, TY
WP, 28, 1994092712,   , XRQA,   0, 262N, 1326E, 105,    0, TY
WP, 28, 1994092718,   , XRQA,   0, 268N, 1324E, 115,    0, TY
WP, 28, 1994092721,   , XRQA,   0, 271N, 1324E, 120,    0, TY
WP, 28, 1994092800,   , XRQA,   0, 274N, 1324E, 105,    0, TY
WP, 28, 1994092806,   , XRQA,   0, 280N, 1326E, 115,    0, TY
WP, 28, 1994092812,   , XRQA,   0, 287N, 1330E, 105,    0, TY
WP, 28, 1994092818,   , XRQA,   0, 296N, 1335E,  95,    0, TY
WP, 28, 1994092900,   , XRQA,   0, 309N, 1340E, 100,    0, TY
WP, 28, 1994092906,   , XRQA,   0, 324N, 1348E,  90,    0, TY
WP, 28, 1994092912,   , XRQA,   0, 342N, 1358E,  75,    0, TY
WP, 28, 1994092918,   , XRQA,   0, 368N, 1368E,  60,    0, TS
WP, 28, 1994093000,   , XRQA,   0, 394N, 1384E,  50,    0, TS
WP, 28, 1994093006,   , XRQA,   0, 416N, 1394E,  40,    0, TS
WP, 28, 1994093012,   , XRQA,   0, 437N, 1405E,  40,    0, EX
WP, 28, 1994093018,   , XRQA,   0, 450N, 1410E,  45,    0, EX
WP, 28, 1994100100,   , XRQA,   0, 466N, 1428E,  45,    0, EX
WP, 28, 1994100106,   , XRQA,   0, 476N, 1442E,  45,    0, EX
WP, 28, 1994100112,   , XRQA,   0, 483N, 1457E,  65,    0, EX
WP, 28, 1994100118,   , XRQA,   0, 490N, 1470E,  65,    0, EX
WP, 28, 1994100200,   , XRQA,   0, 500N, 1480E,  65,    0, EX
WP, 28, 1994100206,   , XRQA,   0, 505N, 1490E,  65,    0, EX
WP, 28, 1994100212,   , XRQA,   0, 505N, 1495E,  65,    0, EX
