WP, 04, 1994051400,   , XRQA,   0,  51N, 1610E,  25,    0, TD
WP, 04, 1994051406,   , XRQA,   0,  52N, 1603E,  25,    0, TD
WP, 04, 1994051412,   , XRQA,   0,  52N, 1596E,  25,    0, TD
WP, 04, 1994051418,   , XRQA,   0,  52N, 1588E,  25,    0, TD
WP, 04, 1994051500,   , XRQA,   0,  51N, 1579E,  25,    0, TD
WP, 04, 1994051506,   , XRQA,   0,  51N, 1570E,  25,    0, TD
WP, 04, 1994051512,   , XRQA,   0,  51N, 1561E,  25,    0, TD
WP, 04, 1994051518,   , XRQA,   0,  52N, 1551E,  25,    0, TD
WP, 04, 1994051600,   , XRQA,   0,  53N, 1541E,  25,    0, TD
WP, 04, 1994051606,   , XRQA,   0,  54N, 1532E,  25,    0, TD
WP, 04, 1994051612,   , XRQA,   0,  57N, 1523E,  25,    0, TD
WP, 04, 1994051618,   , XRQA,   0,  62N, 1513E,  25,    0, TD
WP, 04, 1994051700,   , XRQA,   0,  66N, 1505E,  25,    0, TD
WP, 04, 1994051706,   , XRQA,   0,  71N, 1492E,  25,    0, TD
WP, 04, 1994051712,   , XRQA,   0,  77N, 1486E,  25,    0, TD
WP, 04, 1994051718,   , XRQA,   0,  83N, 1479E,  25,    0, TD
WP, 04, 1994051800,   , XRQA,   0,  90N, 1472E,  25,    0, TD
WP, 04, 1994051806,   , XRQA,   0,  98N, 1465E,  30,    0, TD
WP, 04, 1994051812,   , XRQA,   0, 103N, 1460E,  30,    0, TD
WP, 04, 1994051818,   , XRQA,   0, 108N, 1459E,  30,    0, TD
WP, 04, 1994051900,   , XRQA,   0, 110N, 1453E,  30,    0, TD
WP, 04, 1994051906,   , XRQA,   0, 110N, 1447E,  30,    0, TD
WP, 04, 1994051912,   , XRQA,   0, 110N, 1438E,  30,    0, TD
WP, 04, 1994051918,   , XRQA,   0, 110N, 1427E,  30,    0, TD
WP, 04, 1994052000,   , XRQA,   0, 107N, 1412E,  30,    0, TD
WP, 04, 1994052006,   , XRQA,   0, 103N, 1404E,  25,    0, TD
WP, 04, 1994052012,   , XRQA,   0,  96N, 1379E,  25,    0, TD
WP, 04, 1994052018,   , XRQA,   0,  90N, 1367E,  25,    0, TD
WP, 04, 1994052100,   , XRQA,   0,  85N, 1355E,  25,    0, TD
WP, 04, 1994052106,   , XRQA,   0,  79N, 1345E,  25,    0, TD
WP, 04, 1994052112,   , XRQA,   0,  76N, 1333E,  25,    0, TD
WP, 04, 1994052118,   , XRQA,   0,  77N, 1322E,  25,    0, TD
WP, 04, 1994052200,   , XRQA,   0,  79N, 1313E,  25,    0, TD
WP, 04, 1994052206,   , XRQA,   0,  81N, 1308E,  25,    0, TD
WP, 04, 1994052212,   , XRQA,   0,  83N, 1303E,  25,    0, TD
WP, 04, 1994052218,   , XRQA,   0,  88N, 1297E,  25,    0, TD
WP, 04, 1994052300,   , XRQA,   0,  92N, 1293E,  25,    0, TD
WP, 04, 1994052306,   , XRQA,   0,  97N, 1287E,  30,    0, TD
WP, 04, 1994052312,   , XRQA,   0, 102N, 1283E,  30,    0, TD
WP, 04, 1994052318,   , XRQA,   0, 107N, 1276E,  30,    0, TD
WP, 04, 1994052400,   , XRQA,   0, 111N, 1268E,  30,    0, TD
WP, 04, 1994052406,   , XRQA,   0, 115N, 1248E,  30,    0, TD
WP, 04, 1994052412,   , XRQA,   0, 119N, 1234E,  35,    0, TS
WP, 04, 1994052418,   , XRQA,   0, 123N, 1219E,  40,    0, TS
WP, 04, 1994052500,   , XRQA,   0, 127N, 1204E,  35,    0, TS
WP, 04, 1994052506,   , XRQA,   0, 131N, 1189E,  35,    0, TS
WP, 04, 1994052512,   , XRQA,   0, 136N, 1173E,  35,    0, TS
WP, 04, 1994052518,   , XRQA,   0, 141N, 1158E,  40,    0, TS
WP, 04, 1994052600,   , XRQA,   0, 145N, 1140E,  40,    0, TS
WP, 04, 1994052606,   , XRQA,   0, 149N, 1121E,  35,    0, TS
WP, 04, 1994052612,   , XRQA,   0, 154N, 1106E,  35,    0, TS
WP, 04, 1994052618,   , XRQA,   0, 158N, 1093E,  30,    0, TD
WP, 04, 1994052700,   , XRQA,   0, 162N, 1075E,  25,    0, TD
WP, 04, 1994052706,   , XRQA,   0, 165N, 1053E,  25,    0, TD
