WP, 03, 1952062700,   , XRQA,   0,  48N, 1426E,  15,    0, DB
WP, 03, 1952062706,   , XRQA,   0,  48N, 1429E,  20,    0, DB
WP, 03, 1952062712,   , XRQA,   0,  49N, 1432E,  25,    0, TD
WP, 03, 1952062718,   , XRQA,   0,  51N, 1435E,  30,    0, TD
WP, 03, 1952062800,   , XRQA,   0,  54N, 1436E,  35,    0, TS
WP, 03, 1952062806,   , XRQA,   0,  61N, 1434E,  40,    0, TS
WP, 03, 1952062812,   , XRQA,   0,  68N, 1431E,  40,    0, TS
WP, 03, 1952062818,   , XRQA,   0,  74N, 1427E,  45,    0, TS
WP, 03, 1952062900,   , XRQA,   0,  79N, 1420E,  35,    0, TS
WP, 03, 1952062906,   , XRQA,   0,  83N, 1411E,  40,    0, TS
WP, 03, 1952062912,   , XRQA,   0,  86N, 1399E,  45,    0, TS
WP, 03, 1952062918,   , XRQA,   0,  88N, 1387E,  50,    0, TS
WP, 03, 1952063000,   , XRQA,   0,  90N, 1373E,  45,    0, TS
WP, 03, 1952063006,   , XRQA,   0,  92N, 1357E,  50,    0, TS
WP, 03, 1952063012,   , XRQA,   0,  93N, 1342E,  50,    0, TS
WP, 03, 1952063018,   , XRQA,   0,  93N, 1326E,  55,    0, TS
WP, 03, 1952070100,   , XRQA,   0,  93N, 1313E,  60,    0, TS
WP, 03, 1952070106,   , XRQA,   0,  93N, 1302E,  65,    0, TY
WP, 03, 1952070112,   , XRQA,   0,  95N, 1290E,  70,    0, TY
WP, 03, 1952070118,   , XRQA,   0,  96N, 1278E,  75,    0, TY
WP, 03, 1952070200,   , XRQA,   0,  97N, 1266E,  85,    0, TY
WP, 03, 1952070206,   , XRQA,   0, 101N, 1252E, 100,    0, TY
WP, 03, 1952070212,   , XRQA,   0, 105N, 1239E,  90,    0, TY
WP, 03, 1952070218,   , XRQA,   0, 108N, 1227E,  65,    0, TY
WP, 03, 1952070300,   , XRQA,   0, 112N, 1216E,  55,    0, TS
WP, 03, 1952070306,   , XRQA,   0, 116N, 1207E,  50,    0, TS
WP, 03, 1952070312,   , XRQA,   0, 121N, 1199E,  55,    0, TS
WP, 03, 1952070318,   , XRQA,   0, 126N, 1190E,  65,    0, TY
WP, 03, 1952070400,   , XRQA,   0, 132N, 1181E,  65,    0, TY
WP, 03, 1952070406,   , XRQA,   0, 141N, 1172E,  70,    0, TY
WP, 03, 1952070412,   , XRQA,   0, 153N, 1162E,  65,    0, TY
WP, 03, 1952070418,   , XRQA,   0, 164N, 1152E,  60,    0, TS
WP, 03, 1952070500,   , XRQA,   0, 175N, 1143E,  55,    0, TS
WP, 03, 1952070506,   , XRQA,   0, 184N, 1132E,  55,    0, TS
WP, 03, 1952070512,   , XRQA,   0, 192N, 1122E,  50,    0, TS
WP, 03, 1952070518,   , XRQA,   0, 198N, 1110E,  50,    0, TS
WP, 03, 1952070600,   , XRQA,   0, 204N, 1099E,  45,    0, TS
WP, 03, 1952070606,   , XRQA,   0, 211N, 1088E,  40,    0, TS
WP, 03, 1952070612,   , XRQA,   0, 216N, 1074E,  35,    0, TS
WP, 03, 1952070618,   , XRQA,   0, 220N, 1062E,  30,    0, TD
WP, 03, 1952070700,   , XRQA,   0, 223N, 1050E,  25,    0, TD
WP, 03, 1952070706,   , XRQA,   0, 224N, 1038E,  20,    0, DB
WP, 03, 1952070712,   , XRQA,   0, 224N, 1028E,  20,    0, DB
