WP, 34, 1993111600,   , XRQA,   0,  84N, 1433E,  25,    0, TD
WP, 34, 1993111606,   , XRQA,   0,  84N, 1422E,  25,    0, TD
WP, 34, 1993111612,   , XRQA,   0,  85N, 1412E,  25,    0, TD
WP, 34, 1993111618,   , XRQA,   0,  85N, 1401E,  30,    0, TD
WP, 34, 1993111700,   , XRQA,   0,  86N, 1391E,  30,    0, TD
WP, 34, 1993111706,   , XRQA,   0,  87N, 1382E,  30,    0, TD
WP, 34, 1993111712,   , XRQA,   0,  88N, 1373E,  35,    0, TS
WP, 34, 1993111718,   , XRQA,   0,  89N, 1364E,  35,    0, TS
WP, 34, 1993111800,   , XRQA,   0,  91N, 1354E,  30,    0, TD
WP, 34, 1993111806,   , XRQA,   0,  92N, 1343E,  30,    0, TD
WP, 34, 1993111812,   , XRQA,   0,  93N, 1330E,  35,    0, TS
WP, 34, 1993111818,   , XRQA,   0,  94N, 1317E,  40,    0, TS
WP, 34, 1993111900,   , XRQA,   0,  98N, 1306E,  50,    0, TS
WP, 34, 1993111906,   , XRQA,   0, 102N, 1295E,  55,    0, TS
WP, 34, 1993111912,   , XRQA,   0, 105N, 1285E,  45,    0, TS
WP, 34, 1993111918,   , XRQA,   0, 106N, 1274E,  45,    0, TS
WP, 34, 1993112000,   , XRQA,   0, 107N, 1263E,  50,    0, TS
WP, 34, 1993112006,   , XRQA,   0, 108N, 1253E,  45,    0, TS
WP, 34, 1993112012,   , XRQA,   0, 111N, 1243E,  50,    0, TS
WP, 34, 1993112018,   , XRQA,   0, 114N, 1231E,  55,    0, TS
WP, 34, 1993112100,   , XRQA,   0, 117N, 1217E,  45,    0, TS
WP, 34, 1993112106,   , XRQA,   0, 118N, 1206E,  50,    0, TS
WP, 34, 1993112112,   , XRQA,   0, 119N, 1195E,  60,    0, TS
WP, 34, 1993112118,   , XRQA,   0, 120N, 1183E,  65,    0, TY
WP, 34, 1993112200,   , XRQA,   0, 122N, 1171E,  70,    0, TY
WP, 34, 1993112206,   , XRQA,   0, 124N, 1157E,  75,    0, TY
WP, 34, 1993112212,   , XRQA,   0, 127N, 1144E, 100,    0, TY
WP, 34, 1993112218,   , XRQA,   0, 128N, 1130E,  90,    0, TY
WP, 34, 1993112300,   , XRQA,   0, 128N, 1117E, 110,    0, TY
WP, 34, 1993112306,   , XRQA,   0, 129N, 1105E, 115,    0, TY
WP, 34, 1993112312,   , XRQA,   0, 130N, 1092E,  90,    0, TY
WP, 34, 1993112318,   , XRQA,   0, 132N, 1079E,  45,    0, TS
WP, 34, 1993112400,   , XRQA,   0, 134N, 1064E,  30,    0, TD
WP, 34, 1993112406,   , XRQA,   0, 138N, 1053E,  25,    0, TD
WP, 34, 1993112412,   , XRQA,   0, 144N, 1039E,  25,    0, TD
WP, 34, 1993112418,   , XRQA,   0, 149N, 1025E,  25,    0, TD
