WP, 20, 1993090300,   , XRQA,   0, 160N, 1281E,  25,    0, TD
WP, 20, 1993090306,   , XRQA,   0, 160N, 1287E,  25,    0, TD
WP, 20, 1993090312,   , XRQA,   0, 161N, 1294E,  25,    0, TD
WP, 20, 1993090318,   , XRQA,   0, 162N, 1300E,  25,    0, TD
WP, 20, 1993090400,   , XRQA,   0, 165N, 1304E,  25,    0, TD
WP, 20, 1993090406,   , XRQA,   0, 169N, 1307E,  25,    0, TD
WP, 20, 1993090412,   , XRQA,   0, 174N, 1309E,  30,    0, TD
WP, 20, 1993090418,   , XRQA,   0, 179N, 1310E,  30,    0, TD
WP, 20, 1993090500,   , XRQA,   0, 189N, 1309E,  30,    0, TD
WP, 20, 1993090506,   , XRQA,   0, 196N, 1307E,  35,    0, TS
WP, 20, 1993090512,   , XRQA,   0, 198N, 1302E,  35,    0, TS
WP, 20, 1993090518,   , XRQA,   0, 200N, 1295E,  35,    0, TS
WP, 20, 1993090600,   , XRQA,   0, 203N, 1289E,  45,    0, TS
WP, 20, 1993090606,   , XRQA,   0, 208N, 1284E,  50,    0, TS
WP, 20, 1993090612,   , XRQA,   0, 215N, 1280E,  45,    0, TS
WP, 20, 1993090618,   , XRQA,   0, 223N, 1281E,  45,    0, TS
WP, 20, 1993090700,   , XRQA,   0, 233N, 1286E,  50,    0, TS
WP, 20, 1993090706,   , XRQA,   0, 245N, 1293E,  45,    0, TS
WP, 20, 1993090712,   , XRQA,   0, 255N, 1300E,  40,    0, TS
WP, 20, 1993090718,   , XRQA,   0, 268N, 1308E,  40,    0, TS
WP, 20, 1993090800,   , XRQA,   0, 282N, 1317E,  45,    0, TS
WP, 20, 1993090806,   , XRQA,   0, 296N, 1324E,  50,    0, TS
WP, 20, 1993090812,   , XRQA,   0, 312N, 1333E,  55,    0, TS
WP, 20, 1993090818,   , XRQA,   0, 328N, 1343E,  65,    0, TY
WP, 20, 1993090821,   , XRQA,   0, 336N, 1353E,  75,    0, TY
WP, 20, 1993090900,   , XRQA,   0, 345N, 1364E,  60,    0, TS
WP, 20, 1993090906,   , XRQA,   0, 359N, 1382E,  40,    0, TS
WP, 20, 1993090912,   , XRQA,   0, 375N, 1416E,  45,    0, EX
WP, 20, 1993090918,   , XRQA,   0, 384N, 1436E,  45,    0, EX
WP, 20, 1993091000,   , XRQA,   0, 394N, 1456E,  45,    0, EX
WP, 20, 1993091006,   , XRQA,   0, 403N, 1476E,  45,    0, EX
WP, 20, 1993091012,   , XRQA,   0, 410N, 1496E,  45,    0, EX
WP, 20, 1993091018,   , XRQA,   0, 420N, 1510E,  45,    0, EX
WP, 20, 1993091100,   , XRQA,   0, 429N, 1529E,  45,    0, EX
WP, 20, 1993091106,   , XRQA,   0, 430N, 1550E,  45,    0, EX
WP, 20, 1993091112,   , XRQA,   0, 430N, 1570E,  45,    0, EX
WP, 20, 1993091118,   , XRQA,   0, 430N, 1605E,  65,    0, EX
WP, 20, 1993091200,   , XRQA,   0, 435N, 1640E,  65,    0, EX
WP, 20, 1993091206,   , XRQA,   0, 450N, 1680E,  65,    0, EX
WP, 20, 1993091212,   , XRQA,   0, 460N, 1715E,  65,    0, EX
WP, 20, 1993091218,   , XRQA,   0, 480N, 1740E,  65,    0, EX
WP, 20, 1993091300,   , XRQA,   0, 510N, 1760E,  65,    0, EX
WP, 20, 1993091306,   , XRQA,   0, 530N, 1770E,  65,    0, EX
WP, 20, 1993091312,   , XRQA,   0, 555N, 1780E,  65,    0, EX
WP, 20, 1993091318,   , XRQA,   0, 575N, 1790E,  65,    0, EX
WP, 20, 1993091400,   , XRQA,   0, 595N, 1800E,  65,    0, EX
