WP, 11, 1993072400,   , XRQA,   0, 141N, 1369E,  25,    0, TD
WP, 11, 1993072406,   , XRQA,   0, 152N, 1373E,  25,    0, TD
WP, 11, 1993072412,   , XRQA,   0, 163N, 1376E,  30,    0, TD
WP, 11, 1993072418,   , XRQA,   0, 173N, 1380E,  30,    0, TD
WP, 11, 1993072500,   , XRQA,   0, 187N, 1382E,  30,    0, TD
WP, 11, 1993072506,   , XRQA,   0, 202N, 1375E,  35,    0, TS
WP, 11, 1993072512,   , XRQA,   0, 217N, 1365E,  40,    0, TS
WP, 11, 1993072518,   , XRQA,   0, 232N, 1354E,  40,    0, TS
WP, 11, 1993072600,   , XRQA,   0, 248N, 1342E,  45,    0, TS
WP, 11, 1993072606,   , XRQA,   0, 256N, 1335E,  45,    0, TS
WP, 11, 1993072612,   , XRQA,   0, 266N, 1328E,  45,    0, TS
WP, 11, 1993072618,   , XRQA,   0, 284N, 1318E,  50,    0, TS
WP, 11, 1993072700,   , XRQA,   0, 306N, 1312E,  50,    0, TS
WP, 11, 1993072706,   , XRQA,   0, 317N, 1312E,  45,    0, TS
WP, 11, 1993072712,   , XRQA,   0, 338N, 1317E,  40,    0, TS
WP, 11, 1993072718,   , XRQA,   0, 357N, 1327E,  35,    0, TS
WP, 11, 1993072721,   , XRQA,   0, 382N, 1335E,  35,    0, EX
WP, 11, 1993072800,   , XRQA,   0, 401N, 1341E,  45,    0, EX
WP, 11, 1993072806,   , XRQA,   0, 405N, 1348E,  55,    0, EX
WP, 11, 1993072812,   , XRQA,   0, 409N, 1356E,  55,    0, EX
WP, 11, 1993072818,   , XRQA,   0, 414N, 1362E,  55,    0, EX
WP, 11, 1993072900,   , XRQA,   0, 418N, 1368E,  55,    0, EX
WP, 11, 1993072906,   , XRQA,   0, 421N, 1373E,  50,    0, EX
WP, 11, 1993072912,   , XRQA,   0, 425N, 1379E,  50,    0, EX
