WP, 19, 1993082700,   , XRQA,   0, 165N, 1426E,  25,    0, TD
WP, 19, 1993082706,   , XRQA,   0, 168N, 1421E,  25,    0, TD
WP, 19, 1993082712,   , XRQA,   0, 172N, 1417E,  25,    0, TD
WP, 19, 1993082718,   , XRQA,   0, 177N, 1414E,  25,    0, TD
WP, 19, 1993082800,   , XRQA,   0, 184N, 1411E,  25,    0, TD
WP, 19, 1993082806,   , XRQA,   0, 191N, 1405E,  30,    0, TD
WP, 19, 1993082812,   , XRQA,   0, 196N, 1397E,  30,    0, TD
WP, 19, 1993082818,   , XRQA,   0, 198N, 1388E,  30,    0, TD
WP, 19, 1993082900,   , XRQA,   0, 198N, 1379E,  35,    0, TS
WP, 19, 1993082906,   , XRQA,   0, 197N, 1366E,  35,    0, TS
WP, 19, 1993082912,   , XRQA,   0, 197N, 1356E,  40,    0, TS
WP, 19, 1993082918,   , XRQA,   0, 199N, 1348E,  45,    0, TS
WP, 19, 1993083000,   , XRQA,   0, 205N, 1342E,  50,    0, TS
WP, 19, 1993083006,   , XRQA,   0, 212N, 1333E,  45,    0, TS
WP, 19, 1993083012,   , XRQA,   0, 213N, 1319E,  45,    0, TS
WP, 19, 1993083018,   , XRQA,   0, 210N, 1304E,  50,    0, TS
WP, 19, 1993083100,   , XRQA,   0, 207N, 1292E,  50,    0, TS
WP, 19, 1993083106,   , XRQA,   0, 206N, 1281E,  50,    0, TS
WP, 19, 1993083112,   , XRQA,   0, 208N, 1273E,  60,    0, TS
WP, 19, 1993083118,   , XRQA,   0, 214N, 1267E,  70,    0, TY
WP, 19, 1993090100,   , XRQA,   0, 221N, 1261E, 100,    0, TY
WP, 19, 1993090106,   , XRQA,   0, 228N, 1256E, 110,    0, TY
WP, 19, 1993090112,   , XRQA,   0, 234N, 1254E, 125,    0, TY
WP, 19, 1993090118,   , XRQA,   0, 241N, 1254E, 125,    0, TY
WP, 19, 1993090200,   , XRQA,   0, 250N, 1257E, 130,    0, ST
WP, 19, 1993090206,   , XRQA,   0, 260N, 1263E, 130,    0, ST
WP, 19, 1993090212,   , XRQA,   0, 270N, 1271E, 125,    0, TY
WP, 19, 1993090218,   , XRQA,   0, 281N, 1280E, 115,    0, TY
WP, 19, 1993090300,   , XRQA,   0, 295N, 1291E, 105,    0, TY
WP, 19, 1993090306,   , XRQA,   0, 309N, 1303E, 105,    0, TY
WP, 19, 1993090312,   , XRQA,   0, 328N, 1318E,  80,    0, TY
WP, 19, 1993090318,   , XRQA,   0, 338N, 1327E,  60,    0, TS
WP, 19, 1993090400,   , XRQA,   0, 349N, 1337E,  45,    0, EX
WP, 19, 1993090406,   , XRQA,   0, 372N, 1358E,  45,    0, EX
WP, 19, 1993090412,   , XRQA,   0, 393N, 1369E,  45,    0, EX
WP, 19, 1993090418,   , XRQA,   0, 409N, 1373E,  45,    0, EX
WP, 19, 1993090500,   , XRQA,   0, 415N, 1371E,  45,    0, EX
WP, 19, 1993090506,   , XRQA,   0, 419N, 1367E,  45,    0, EX
WP, 19, 1993090512,   , XRQA,   0, 420N, 1361E,  45,    0, EX
WP, 19, 1993090518,   , XRQA,   0, 415N, 1355E,  45,    0, EX
WP, 19, 1993090600,   , XRQA,   0, 410N, 1355E,  45,    0, EX
WP, 19, 1993090606,   , XRQA,   0, 405N, 1355E,  45,    0, EX
WP, 19, 1993090612,   , XRQA,   0, 400N, 1355E,  45,    0, EX
WP, 19, 1993090618,   , XRQA,   0, 400N, 1355E,  45,    0, EX
WP, 19, 1993090700,   , XRQA,   0, 400N, 1350E,  45,    0, EX
WP, 19, 1993090706,   , XRQA,   0, 400N, 1350E,  45,    0, EX
WP, 19, 1993090712,   , XRQA,   0, 400N, 1345E,  45,    0, EX
WP, 19, 1993090718,   , XRQA,   0, 395N, 1340E,  45,    0, EX
