WP, 28, 2009112712,   , XRQA,   0,  29N, 1655E,  15,    0, DB
WP, 28, 2009112718,   , XRQA,   0,  34N, 1635E,  15,    0, DB
WP, 28, 2009112800,   , XRQA,   0,  40N, 1617E,  15,    0, DB
WP, 28, 2009112806,   , XRQA,   0,  48N, 1600E,  15,    0, DB
WP, 28, 2009112812,   , XRQA,   0,  54N, 1583E,  15,    0, DB
WP, 28, 2009112818,   , XRQA,   0,  61N, 1568E,  20,    0, DB
WP, 28, 2009112900,   , XRQA,   0,  65N, 1554E,  20,    0, DB
WP, 28, 2009112906,   , XRQA,   0,  69N, 1542E,  20,    0, DB
WP, 28, 2009112912,   , XRQA,   0,  72N, 1532E,  20,    0, DB
WP, 28, 2009112918,   , XRQA,   0,  74N, 1523E,  20,    0, DB
WP, 28, 2009113000,   , XRQA,   0,  77N, 1511E,  20,    0, DB
WP, 28, 2009113006,   , XRQA,   0,  80N, 1504E,  25,    0, TD
WP, 28, 2009113012,   , XRQA,   0,  83N, 1497E,  25,    0, TD
WP, 28, 2009113018,   , XRQA,   0,  88N, 1489E,  25,    0, TD
WP, 28, 2009120100,   , XRQA,   0,  95N, 1481E,  25,    0, TD
WP, 28, 2009120106,   , XRQA,   0, 103N, 1472E,  25,    0, TD
WP, 28, 2009120112,   , XRQA,   0, 107N, 1463E,  30,    0, TD
WP, 28, 2009120118,   , XRQA,   0, 113N, 1456E,  30,    0, TD
WP, 28, 2009120200,   , XRQA,   0, 119N, 1447E,  30,    0, TD
WP, 28, 2009120206,   , XRQA,   0, 129N, 1435E,  35,    0, TS
WP, 28, 2009120212,   , XRQA,   0, 138N, 1427E,  45,    0, TS
WP, 28, 2009120218,   , XRQA,   0, 144N, 1423E,  35,    0, TS
WP, 28, 2009120300,   , XRQA,   0, 152N, 1418E,  30,    0, TD
WP, 28, 2009120306,   , XRQA,   0, 159N, 1412E,  25,    0, TD
WP, 28, 2009120312,   , XRQA,   0, 168N, 1413E,  25,    0, TD
WP, 28, 2009120318,   , XRQA,   0, 181N, 1414E,  30,    0, TD
WP, 28, 2009120400,   , XRQA,   0, 199N, 1414E,  35,    0, TS
WP, 28, 2009120406,   , XRQA,   0, 211N, 1415E,  40,    0, TS
WP, 28, 2009120412,   , XRQA,   0, 221N, 1423E,  50,    0, TS
WP, 28, 2009120418,   , XRQA,   0, 228N, 1433E,  50,    0, TS
WP, 28, 2009120500,   , XRQA,   0, 235N, 1448E,  45,    0, TS
WP, 28, 2009120506,   , XRQA,   0, 245N, 1461E,  45,    0, TS
WP, 28, 2009120512,   , XRQA,   0, 258N, 1482E,  35,    0, TS
WP, 28, 2009120518,   , XRQA,   0, 271N, 1503E,  30,    0, TD
WP, 28, 2009120600,   , XRQA,   0, 283N, 1525E,  25,    0, TD
WP, 28, 2009120606,   , XRQA,   0, 295N, 1544E,  25,    0, SS
WP, 28, 2009120612,   , XRQA,   0, 308N, 1583E,  30,    0, SS
WP, 28, 2009120618,   , XRQA,   0, 322N, 1634E,  30,    0, SS
WP, 28, 2009120700,   , XRQA,   0, 350N, 1685E,  30,    0, EX
WP, 28, 2009120706,   , XRQA,   0, 377N, 1732E,  35,    0, EX
WP, 28, 2009120712,   , XRQA,   0, 394N, 1778E,  35,    0, EX
WP, 28, 2009120718,   , XRQA,   0, 408N, 1780W,  35,    0, EX
