WP, 19, 1982090400,   , XRQA,   0, 114N, 1471E,  15,    0, DB
WP, 19, 1982090406,   , XRQA,   0, 114N, 1473E,  20,    0, DB
WP, 19, 1982090412,   , XRQA,   0, 115N, 1477E,  20,    0, DB
WP, 19, 1982090418,   , XRQA,   0, 118N, 1478E,  25,    0, TD
WP, 19, 1982090500,   , XRQA,   0, 121N, 1473E,  30,    0, TD
WP, 19, 1982090506,   , XRQA,   0, 125N, 1462E,  35,    0, TS
WP, 19, 1982090512,   , XRQA,   0, 126N, 1450E,  40,    0, TS
WP, 19, 1982090518,   , XRQA,   0, 127N, 1442E,  45,    0, TS
WP, 19, 1982090600,   , XRQA,   0, 129N, 1435E,  40,    0, TS
WP, 19, 1982090606,   , XRQA,   0, 132N, 1431E,  30,    0, TD
WP, 19, 1982090612,   , XRQA,   0, 136N, 1426E,  40,    0, TS
WP, 19, 1982090618,   , XRQA,   0, 141N, 1421E,  45,    0, TS
WP, 19, 1982090700,   , XRQA,   0, 145N, 1415E,  50,    0, TS
WP, 19, 1982090706,   , XRQA,   0, 151N, 1406E,  60,    0, TS
WP, 19, 1982090712,   , XRQA,   0, 158N, 1398E,  70,    0, TY
WP, 19, 1982090718,   , XRQA,   0, 167N, 1387E,  75,    0, TY
WP, 19, 1982090800,   , XRQA,   0, 174N, 1378E,  85,    0, TY
WP, 19, 1982090806,   , XRQA,   0, 183N, 1370E,  85,    0, TY
WP, 19, 1982090812,   , XRQA,   0, 193N, 1362E,  85,    0, TY
WP, 19, 1982090818,   , XRQA,   0, 205N, 1354E,  90,    0, TY
WP, 19, 1982090900,   , XRQA,   0, 215N, 1346E,  90,    0, TY
WP, 19, 1982090906,   , XRQA,   0, 225N, 1339E,  85,    0, TY
WP, 19, 1982090912,   , XRQA,   0, 232N, 1336E,  80,    0, TY
WP, 19, 1982090918,   , XRQA,   0, 240N, 1336E,  70,    0, TY
WP, 19, 1982091000,   , XRQA,   0, 248N, 1338E,  75,    0, TY
WP, 19, 1982091006,   , XRQA,   0, 254N, 1341E,  80,    0, TY
WP, 19, 1982091012,   , XRQA,   0, 259N, 1344E,  85,    0, TY
WP, 19, 1982091018,   , XRQA,   0, 265N, 1348E,  85,    0, TY
WP, 19, 1982091100,   , XRQA,   0, 271N, 1353E,  75,    0, TY
WP, 19, 1982091106,   , XRQA,   0, 278N, 1359E,  75,    0, TY
WP, 19, 1982091112,   , XRQA,   0, 285N, 1364E,  70,    0, TY
WP, 19, 1982091118,   , XRQA,   0, 298N, 1368E,  70,    0, TY
WP, 19, 1982091200,   , XRQA,   0, 315N, 1370E,  65,    0, TY
WP, 19, 1982091206,   , XRQA,   0, 336N, 1375E,  60,    0, TS
WP, 19, 1982091212,   , XRQA,   0, 359N, 1386E,  50,    0, TS
WP, 19, 1982091218,   , XRQA,   0, 394N, 1404E,  50,    0, EX
WP, 19, 1982091300,   , XRQA,   0, 419N, 1421E,  50,    0, EX
WP, 19, 1982091306,   , XRQA,   0, 447N, 1441E,  50,    0, EX
WP, 19, 1982091312,   , XRQA,   0, 470N, 1460E,  50,    0, EX
WP, 19, 1982091318,   , XRQA,   0, 487N, 1481E,  50,    0, EX
WP, 19, 1982091400,   , XRQA,   0, 499N, 1503E,  50,    0, EX
WP, 19, 1982091406,   , XRQA,   0, 507N, 1527E,  50,    0, EX
WP, 19, 1982091412,   , XRQA,   0, 509N, 1550E,  50,    0, EX
WP, 19, 1982091418,   , XRQA,   0, 500N, 1587E,  50,    0, EX
WP, 19, 1982091421,   , XRQA,   0, 491N, 1620E,  65,    0, EX
WP, 19, 1982091500,   , XRQA,   0, 481N, 1664E,  65,    0, EX
WP, 19, 1982091506,   , XRQA,   0, 459N, 1718E,  65,    0, EX
WP, 19, 1982091512,   , XRQA,   0, 460N, 1771E,  65,    0, EX
WP, 19, 1982091518,   , XRQA,   0, 473N, 1770W,  65,    0, EX
