SH, 24, 1982031300,   , XRQA,   0, 109S,  690E,  15,    0, DB
SH, 24, 1982031306,   , XRQA,   0, 109S,  678E,  15,    0, DB
SH, 24, 1982031312,   , XRQA,   0, 111S,  667E,  15,    0, DB
SH, 24, 1982031318,   , XRQA,   0, 112S,  654E,  20,    0, DB
SH, 24, 1982031400,   , XRQA,   0, 112S,  644E,  20,    0, DB
SH, 24, 1982031406,   , XRQA,   0, 110S,  631E,  20,    0, DB
SH, 24, 1982031412,   , XRQA,   0, 111S,  618E,  20,    0, DB
SH, 24, 1982031418,   , XRQA,   0, 114S,  604E,  20,    0, DB
SH, 24, 1982031500,   , XRQA,   0, 116S,  591E,  25,    0, TD
SH, 24, 1982031506,   , XRQA,   0, 115S,  579E,  25,    0, TD
SH, 24, 1982031512,   , XRQA,   0, 116S,  569E,  30,    0, TD
SH, 24, 1982031518,   , XRQA,   0, 117S,  562E,  30,    0, TD
SH, 24, 1982031600,   , XRQA,   0, 120S,  554E,  35,    0, TS
SH, 24, 1982031606,   , XRQA,   0, 122S,  547E,  35,    0, TS
SH, 24, 1982031612,   , XRQA,   0, 123S,  542E,  40,    0, TS
SH, 24, 1982031618,   , XRQA,   0, 124S,  538E,  45,    0, TS
SH, 24, 1982031700,   , XRQA,   0, 126S,  534E,  50,    0, TS
SH, 24, 1982031706,   , XRQA,   0, 128S,  530E,  65,    0, TY
SH, 24, 1982031712,   , XRQA,   0, 129S,  525E,  75,    0, TY
SH, 24, 1982031718,   , XRQA,   0, 130S,  521E,  95,    0, TY
SH, 24, 1982031800,   , XRQA,   0, 132S,  514E, 110,    0, TY
SH, 24, 1982031806,   , XRQA,   0, 135S,  509E, 125,    0, TY
SH, 24, 1982031812,   , XRQA,   0, 139S,  503E, 130,    0, ST
SH, 24, 1982031818,   , XRQA,   0, 141S,  496E, 100,    0, TY
SH, 24, 1982031900,   , XRQA,   0, 148S,  488E,  85,    0, TY
SH, 24, 1982031906,   , XRQA,   0, 150S,  479E,  70,    0, TY
SH, 24, 1982031912,   , XRQA,   0, 153S,  467E,  60,    0, TS
SH, 24, 1982031918,   , XRQA,   0, 155S,  456E,  55,    0, TS
SH, 24, 1982032000,   , XRQA,   0, 158S,  447E,  65,    0, TY
SH, 24, 1982032006,   , XRQA,   0, 161S,  438E,  70,    0, TY
SH, 24, 1982032012,   , XRQA,   0, 163S,  430E,  75,    0, TY
SH, 24, 1982032018,   , XRQA,   0, 166S,  423E,  80,    0, TY
SH, 24, 1982032100,   , XRQA,   0, 169S,  415E,  85,    0, TY
SH, 24, 1982032106,   , XRQA,   0, 171S,  409E,  95,    0, TY
SH, 24, 1982032112,   , XRQA,   0, 172S,  403E, 100,    0, TY
SH, 24, 1982032118,   , XRQA,   0, 173S,  399E, 115,    0, TY
SH, 24, 1982032200,   , XRQA,   0, 175S,  394E, 105,    0, TY
SH, 24, 1982032206,   , XRQA,   0, 176S,  391E,  95,    0, TY
SH, 24, 1982032212,   , XRQA,   0, 177S,  390E,  95,    0, TY
SH, 24, 1982032218,   , XRQA,   0, 179S,  389E,  90,    0, TY
SH, 24, 1982032300,   , XRQA,   0, 183S,  390E,  90,    0, TY
SH, 24, 1982032306,   , XRQA,   0, 186S,  391E,  95,    0, TY
SH, 24, 1982032312,   , XRQA,   0, 189S,  390E, 100,    0, TY
SH, 24, 1982032318,   , XRQA,   0, 192S,  388E,  85,    0, TY
SH, 24, 1982032400,   , XRQA,   0, 197S,  390E,  75,    0, TY
SH, 24, 1982032406,   , XRQA,   0, 203S,  395E,  70,    0, TY
SH, 24, 1982032412,   , XRQA,   0, 211S,  404E,  75,    0, TY
SH, 24, 1982032418,   , XRQA,   0, 220S,  413E,  80,    0, TY
SH, 24, 1982032500,   , XRQA,   0, 231S,  426E,  85,    0, TY
SH, 24, 1982032506,   , XRQA,   0, 242S,  438E,  75,    0, TY
SH, 24, 1982032512,   , XRQA,   0, 256S,  445E,  60,    0, TS
SH, 24, 1982032518,   , XRQA,   0, 271S,  449E,  50,    0, TS
SH, 24, 1982032600,   , XRQA,   0, 281S,  439E,  45,    0, TS
SH, 24, 1982032606,   , XRQA,   0, 295S,  430E,  40,    0, TS
SH, 24, 1982032612,   , XRQA,   0, 302S,  426E,  35,    0, TS
SH, 24, 1982032618,   , XRQA,   0, 311S,  423E,  35,    0, EX
SH, 24, 1982032700,   , XRQA,   0, 319S,  419E,  35,    0, EX
SH, 24, 1982032706,   , XRQA,   0, 327S,  411E,  35,    0, EX
SH, 24, 1982032712,   , XRQA,   0, 340S,  414E,  35,    0, EX
SH, 24, 1982032718,   , XRQA,   0, 355S,  427E,  35,    0, EX
SH, 24, 1982032800,   , XRQA,   0, 372S,  446E,  35,    0, EX
SH, 24, 1982032806,   , XRQA,   0, 394S,  480E,  35,    0, EX
