WP, 17, 2012091000,   , XRQA,   0,  87N, 1347E,  30,    0, TD
WP, 17, 2012091006,   , XRQA,   0,  89N, 1346E,  30,    0, TD
WP, 17, 2012091012,   , XRQA,   0,  92N, 1345E,  35,    0, TS
WP, 17, 2012091018,   , XRQA,   0,  96N, 1343E,  45,    0, TS
WP, 17, 2012091100,   , XRQA,   0, 100N, 1341E,  50,    0, TS
WP, 17, 2012091106,   , XRQA,   0, 107N, 1338E,  55,    0, TS
WP, 17, 2012091112,   , XRQA,   0, 114N, 1333E,  55,    0, TS
WP, 17, 2012091118,   , XRQA,   0, 119N, 1324E,  60,    0, TS
WP, 17, 2012091200,   , XRQA,   0, 125N, 1316E,  65,    0, TY
WP, 17, 2012091206,   , XRQA,   0, 130N, 1311E,  70,    0, TY
WP, 17, 2012091212,   , XRQA,   0, 137N, 1306E,  80,    0, TY
WP, 17, 2012091218,   , XRQA,   0, 140N, 1301E,  85,    0, TY
WP, 17, 2012091300,   , XRQA,   0, 148N, 1298E,  95,    0, TY
WP, 17, 2012091306,   , XRQA,   0, 156N, 1295E, 130,    0, ST
WP, 17, 2012091312,   , XRQA,   0, 163N, 1296E, 155,    0, ST
WP, 17, 2012091318,   , XRQA,   0, 172N, 1297E, 165,    0, ST
WP, 17, 2012091400,   , XRQA,   0, 181N, 1297E, 155,    0, ST
WP, 17, 2012091406,   , XRQA,   0, 191N, 1298E, 140,    0, ST
WP, 17, 2012091412,   , XRQA,   0, 202N, 1298E, 125,    0, TY
WP, 17, 2012091418,   , XRQA,   0, 214N, 1295E, 115,    0, TY
WP, 17, 2012091500,   , XRQA,   0, 223N, 1291E, 105,    0, TY
WP, 17, 2012091506,   , XRQA,   0, 234N, 1288E, 105,    0, TY
WP, 17, 2012091512,   , XRQA,   0, 245N, 1285E, 120,    0, TY
WP, 17, 2012091518,   , XRQA,   0, 256N, 1282E, 115,    0, TY
WP, 17, 2012091600,   , XRQA,   0, 270N, 1281E, 115,    0, TY
WP, 17, 2012091606,   , XRQA,   0, 288N, 1281E, 105,    0, TY
WP, 17, 2012091612,   , XRQA,   0, 306N, 1279E,  95,    0, TY
WP, 17, 2012091618,   , XRQA,   0, 322N, 1279E,  90,    0, TY
WP, 17, 2012091700,   , XRQA,   0, 340N, 1279E,  65,    0, TY
WP, 17, 2012091706,   , XRQA,   0, 363N, 1285E,  55,    0, TS
WP, 17, 2012091712,   , XRQA,   0, 386N, 1296E,  50,    0, TS
WP, 17, 2012091718,   , XRQA,   0, 409N, 1306E,  50,    0, EX
WP, 17, 2012091800,   , XRQA,   0, 436N, 1329E,  50,    0, EX
WP, 17, 2012091806,   , XRQA,   0, 458N, 1346E,  50,    0, EX
WP, 17, 2012091812,   , XRQA,   0, 474N, 1342E,  50,    0, EX
WP, 17, 2012091818,   , XRQA,   0, 480N, 1351E,  50,    0, EX
