WP, 21, 1957111300,   , XRQA,   0,  35N, 1701W,  15,    0, DB
WP, 21, 1957111306,   , XRQA,   0,  35N, 1708W,  15,    0, DB
WP, 21, 1957111312,   , XRQA,   0,  36N, 1715W,  15,    0, DB
WP, 21, 1957111318,   , XRQA,   0,  39N, 1721W,  15,    0, DB
WP, 21, 1957111400,   , XRQA,   0,  43N, 1728W,  20,    0, DB
WP, 21, 1957111406,   , XRQA,   0,  46N, 1736W,  20,    0, DB
WP, 21, 1957111412,   , XRQA,   0,  48N, 1745W,  25,    0, TD
WP, 21, 1957111418,   , XRQA,   0,  47N, 1755W,  25,    0, TD
WP, 21, 1957111500,   , XRQA,   0,  47N, 1767W,  30,    0, TD
WP, 21, 1957111506,   , XRQA,   0,  48N, 1780W,  35,    0, TS
WP, 21, 1957111512,   , XRQA,   0,  50N, 1793W,  35,    0, TS
WP, 21, 1957111518,   , XRQA,   0,  49N, 1794E,  45,    0, TS
WP, 21, 1957111600,   , XRQA,   0,  48N, 1780E,  40,    0, TS
WP, 21, 1957111606,   , XRQA,   0,  48N, 1767E,  35,    0, TS
WP, 21, 1957111612,   , XRQA,   0,  49N, 1753E,  45,    0, TS
WP, 21, 1957111618,   , XRQA,   0,  52N, 1740E,  50,    0, TS
WP, 21, 1957111700,   , XRQA,   0,  56N, 1727E,  50,    0, TS
WP, 21, 1957111706,   , XRQA,   0,  60N, 1716E,  55,    0, TS
WP, 21, 1957111712,   , XRQA,   0,  66N, 1705E,  65,    0, TY
WP, 21, 1957111718,   , XRQA,   0,  75N, 1690E,  70,    0, TY
WP, 21, 1957111800,   , XRQA,   0,  82N, 1674E,  65,    0, TY
WP, 21, 1957111806,   , XRQA,   0,  93N, 1655E,  60,    0, TS
WP, 21, 1957111812,   , XRQA,   0, 104N, 1634E,  50,    0, TS
WP, 21, 1957111818,   , XRQA,   0, 115N, 1614E,  50,    0, TS
WP, 21, 1957111900,   , XRQA,   0, 124N, 1597E,  55,    0, TS
WP, 21, 1957111906,   , XRQA,   0, 131N, 1582E,  50,    0, TS
WP, 21, 1957111912,   , XRQA,   0, 137N, 1571E,  50,    0, TS
WP, 21, 1957111918,   , XRQA,   0, 141N, 1561E,  55,    0, TS
WP, 21, 1957112000,   , XRQA,   0, 147N, 1550E,  55,    0, TS
WP, 21, 1957112006,   , XRQA,   0, 154N, 1540E,  65,    0, TY
WP, 21, 1957112012,   , XRQA,   0, 162N, 1528E,  65,    0, TY
WP, 21, 1957112018,   , XRQA,   0, 173N, 1519E,  70,    0, TY
WP, 21, 1957112100,   , XRQA,   0, 184N, 1516E,  75,    0, TY
WP, 21, 1957112106,   , XRQA,   0, 195N, 1511E,  85,    0, TY
WP, 21, 1957112112,   , XRQA,   0, 208N, 1507E, 100,    0, TY
WP, 21, 1957112118,   , XRQA,   0, 223N, 1504E,  90,    0, TY
WP, 21, 1957112200,   , XRQA,   0, 239N, 1503E,  85,    0, TY
WP, 21, 1957112206,   , XRQA,   0, 256N, 1509E,  75,    0, TY
WP, 21, 1957112212,   , XRQA,   0, 270N, 1524E,  65,    0, TY
WP, 21, 1957112218,   , XRQA,   0, 284N, 1545E,  55,    0, TS
WP, 21, 1957112300,   , XRQA,   0, 295N, 1569E,  50,    0, TS
WP, 21, 1957112306,   , XRQA,   0, 301N, 1598E,  50,    0, TS
WP, 21, 1957112312,   , XRQA,   0, 306N, 1628E,  50,    0, EX
WP, 21, 1957112318,   , XRQA,   0, 312N, 1664E,  50,    0, EX
WP, 21, 1957112400,   , XRQA,   0, 316N, 1693E,  50,    0, EX
WP, 21, 1957112406,   , XRQA,   0, 321N, 1713E,  50,    0, EX
WP, 21, 1957112412,   , XRQA,   0, 326N, 1732E,  50,    0, EX
WP, 21, 1957112418,   , XRQA,   0, 331N, 1762E,  50,    0, EX
WP, 21, 1957112500,   , XRQA,   0, 339N, 1790E,  50,    0, EX
WP, 21, 1957112506,   , XRQA,   0, 358N, 1790W,  50,    0, EX
WP, 21, 1957112512,   , XRQA,   0, 371N, 1755W,  50,    0, EX
WP, 21, 1957112518,   , XRQA,   0, 385N, 1725W,  50,    0, EX
