WP, 02, 1996032706,   , XRQA,   0,  34N, 1535E,  15,    0, DB
WP, 02, 1996032712,   , XRQA,   0,  35N, 1525E,  15,    0, DB
WP, 02, 1996032718,   , XRQA,   0,  38N, 1515E,  15,    0, DB
WP, 02, 1996032800,   , XRQA,   0,  41N, 1507E,  15,    0, DB
WP, 02, 1996032806,   , XRQA,   0,  41N, 1502E,  15,    0, DB
WP, 02, 1996032812,   , XRQA,   0,  39N, 1499E,  15,    0, DB
WP, 02, 1996032818,   , XRQA,   0,  37N, 1503E,  15,    0, DB
WP, 02, 1996032900,   , XRQA,   0,  36N, 1505E,  20,    0, DB
WP, 02, 1996032906,   , XRQA,   0,  36N, 1507E,  20,    0, DB
WP, 02, 1996032912,   , XRQA,   0,  38N, 1509E,  20,    0, DB
WP, 02, 1996032918,   , XRQA,   0,  40N, 1507E,  20,    0, DB
WP, 02, 1996033000,   , XRQA,   0,  43N, 1504E,  20,    0, DB
WP, 02, 1996033006,   , XRQA,   0,  46N, 1501E,  20,    0, DB
WP, 02, 1996033012,   , XRQA,   0,  49N, 1499E,  20,    0, DB
WP, 02, 1996033018,   , XRQA,   0,  54N, 1496E,  25,    0, TD
WP, 02, 1996033100,   , XRQA,   0,  60N, 1492E,  25,    0, TD
WP, 02, 1996033106,   , XRQA,   0,  66N, 1486E,  25,    0, TD
WP, 02, 1996033112,   , XRQA,   0,  70N, 1476E,  25,    0, TD
WP, 02, 1996033118,   , XRQA,   0,  75N, 1466E,  30,    0, TD
WP, 02, 1996040100,   , XRQA,   0,  80N, 1457E,  30,    0, TD
WP, 02, 1996040106,   , XRQA,   0,  83N, 1452E,  30,    0, TD
WP, 02, 1996040112,   , XRQA,   0,  85N, 1448E,  35,    0, TS
WP, 02, 1996040118,   , XRQA,   0,  89N, 1446E,  40,    0, TS
WP, 02, 1996040200,   , XRQA,   0,  94N, 1443E,  35,    0, TS
WP, 02, 1996040206,   , XRQA,   0,  96N, 1441E,  40,    0, TS
WP, 02, 1996040212,   , XRQA,   0,  97N, 1439E,  45,    0, TS
WP, 02, 1996040218,   , XRQA,   0,  97N, 1431E,  50,    0, TS
WP, 02, 1996040300,   , XRQA,   0, 100N, 1425E,  40,    0, TS
WP, 02, 1996040306,   , XRQA,   0, 104N, 1417E,  35,    0, TS
WP, 02, 1996040312,   , XRQA,   0, 106N, 1413E,  30,    0, TD
WP, 02, 1996040318,   , XRQA,   0, 105N, 1406E,  30,    0, TD
WP, 02, 1996040400,   , XRQA,   0,  98N, 1399E,  25,    0, TD
WP, 02, 1996040406,   , XRQA,   0,  90N, 1390E,  20,    0, DB
WP, 02, 1996040412,   , XRQA,   0,  85N, 1370E,  20,    0, DB
WP, 02, 1996040418,   , XRQA,   0,  86N, 1354E,  25,    0, TD
WP, 02, 1996040500,   , XRQA,   0,  94N, 1342E,  30,    0, TD
WP, 02, 1996040506,   , XRQA,   0,  99N, 1329E,  40,    0, TS
WP, 02, 1996040512,   , XRQA,   0, 101N, 1320E,  50,    0, TS
WP, 02, 1996040518,   , XRQA,   0, 101N, 1308E,  50,    0, TS
WP, 02, 1996040600,   , XRQA,   0, 102N, 1298E,  40,    0, TS
WP, 02, 1996040606,   , XRQA,   0, 103N, 1287E,  35,    0, TS
WP, 02, 1996040612,   , XRQA,   0, 105N, 1275E,  35,    0, TS
WP, 02, 1996040618,   , XRQA,   0, 106N, 1265E,  30,    0, TD
WP, 02, 1996040700,   , XRQA,   0, 109N, 1258E,  30,    0, TD
WP, 02, 1996040706,   , XRQA,   0, 114N, 1250E,  35,    0, TS
WP, 02, 1996040712,   , XRQA,   0, 118N, 1241E,  40,    0, TS
WP, 02, 1996040718,   , XRQA,   0, 120N, 1236E,  35,    0, TS
WP, 02, 1996040800,   , XRQA,   0, 122N, 1232E,  35,    0, TS
WP, 02, 1996040806,   , XRQA,   0, 123N, 1231E,  30,    0, TD
WP, 02, 1996040812,   , XRQA,   0, 122N, 1230E,  30,    0, TD
WP, 02, 1996040818,   , XRQA,   0, 121N, 1229E,  35,    0, TS
WP, 02, 1996040900,   , XRQA,   0, 119N, 1226E,  35,    0, TS
WP, 02, 1996040906,   , XRQA,   0, 119N, 1223E,  30,    0, TD
WP, 02, 1996040912,   , XRQA,   0, 118N, 1217E,  30,    0, TD
WP, 02, 1996040918,   , XRQA,   0, 117N, 1209E,  30,    0, TD
WP, 02, 1996041000,   , XRQA,   0, 116N, 1204E,  25,    0, TD
WP, 02, 1996041006,   , XRQA,   0, 114N, 1207E,  25,    0, TD
WP, 02, 1996041012,   , XRQA,   0, 113N, 1211E,  25,    0, TD
WP, 02, 1996041018,   , XRQA,   0, 114N, 1209E,  20,    0, DB
WP, 02, 1996041100,   , XRQA,   0, 115N, 1207E,  20,    0, DB
WP, 02, 1996041106,   , XRQA,   0, 117N, 1205E,  15,    0, DB
WP, 02, 1996041112,   , XRQA,   0, 119N, 1203E,  15,    0, DB
WP, 02, 1996041118,   , XRQA,   0, 121N, 1201E,  15,    0, DB
