WP, 11, 1986080900,   , XRQA,   0, 168N, 1631E,  15,    0, DB
WP, 11, 1986080906,   , XRQA,   0, 170N, 1622E,  15,    0, DB
WP, 11, 1986080912,   , XRQA,   0, 172N, 1613E,  20,    0, DB
WP, 11, 1986080918,   , XRQA,   0, 173N, 1605E,  20,    0, DB
WP, 11, 1986081000,   , XRQA,   0, 173N, 1600E,  20,    0, DB
WP, 11, 1986081006,   , XRQA,   0, 174N, 1598E,  25,    0, TD
WP, 11, 1986081012,   , XRQA,   0, 175N, 1597E,  25,    0, TD
WP, 11, 1986081018,   , XRQA,   0, 175N, 1594E,  25,    0, TD
WP, 11, 1986081100,   , XRQA,   0, 176N, 1592E,  25,    0, TD
WP, 11, 1986081106,   , XRQA,   0, 177N, 1589E,  30,    0, MD
WP, 11, 1986081112,   , XRQA,   0, 179N, 1587E,  30,    0, MD
WP, 11, 1986081118,   , XRQA,   0, 180N, 1586E,  35,    0, MD
WP, 11, 1986081200,   , XRQA,   0, 182N, 1584E,  30,    0, MD
WP, 11, 1986081206,   , XRQA,   0, 183N, 1581E,  30,    0, MD
WP, 11, 1986081212,   , XRQA,   0, 184N, 1579E,  25,    0, MD
WP, 11, 1986081218,   , XRQA,   0, 185N, 1577E,  25,    0, MD
WP, 11, 1986081300,   , XRQA,   0, 184N, 1573E,  20,    0, DB
WP, 11, 1986081306,   , XRQA,   0, 187N, 1568E,  20,    0, DB
WP, 11, 1986081312,   , XRQA,   0, 187N, 1564E,  20,    0, DB
WP, 11, 1986081318,   , XRQA,   0, 187N, 1560E,  25,    0, MD
WP, 11, 1986081400,   , XRQA,   0, 187N, 1559E,  30,    0, MD
WP, 11, 1986081406,   , XRQA,   0, 191N, 1562E,  35,    0, MD
WP, 11, 1986081412,   , XRQA,   0, 195N, 1564E,  45,    0, MD
WP, 11, 1986081418,   , XRQA,   0, 198N, 1564E,  55,    0, TS
WP, 11, 1986081500,   , XRQA,   0, 204N, 1562E,  65,    0, TY
WP, 11, 1986081506,   , XRQA,   0, 213N, 1562E,  45,    0, TS
WP, 11, 1986081512,   , XRQA,   0, 226N, 1559E,  45,    0, TS
WP, 11, 1986081518,   , XRQA,   0, 237N, 1549E,  50,    0, TS
WP, 11, 1986081600,   , XRQA,   0, 244N, 1539E,  65,    0, TY
WP, 11, 1986081606,   , XRQA,   0, 249N, 1535E,  55,    0, TS
WP, 11, 1986081612,   , XRQA,   0, 253N, 1531E,  45,    0, TS
WP, 11, 1986081618,   , XRQA,   0, 254N, 1529E,  45,    0, TS
WP, 11, 1986081700,   , XRQA,   0, 256N, 1528E,  50,    0, TS
WP, 11, 1986081706,   , XRQA,   0, 260N, 1534E,  45,    0, TS
WP, 11, 1986081712,   , XRQA,   0, 262N, 1544E,  35,    0, TS
WP, 11, 1986081718,   , XRQA,   0, 266N, 1556E,  30,    0, TD
WP, 11, 1986081800,   , XRQA,   0, 270N, 1568E,  35,    0, SS
WP, 11, 1986081806,   , XRQA,   0, 273N, 1577E,  40,    0, SS
WP, 11, 1986081812,   , XRQA,   0, 271N, 1585E,  40,    0, TS
WP, 11, 1986081818,   , XRQA,   0, 271N, 1596E,  40,    0, SS
WP, 11, 1986081900,   , XRQA,   0, 270N, 1611E,  45,    0, SS
WP, 11, 1986081906,   , XRQA,   0, 276N, 1628E,  45,    0, TS
WP, 11, 1986081912,   , XRQA,   0, 284N, 1641E,  40,    0, TS
WP, 11, 1986081918,   , XRQA,   0, 295N, 1648E,  50,    0, TS
WP, 11, 1986082000,   , XRQA,   0, 307N, 1650E,  50,    0, TS
WP, 11, 1986082006,   , XRQA,   0, 322N, 1648E,  55,    0, TS
WP, 11, 1986082012,   , XRQA,   0, 337N, 1643E,  55,    0, TS
WP, 11, 1986082018,   , XRQA,   0, 353N, 1634E,  45,    0, TS
WP, 11, 1986082100,   , XRQA,   0, 368N, 1624E,  40,    0, SS
WP, 11, 1986082106,   , XRQA,   0, 377N, 1608E,  45,    0, SS
WP, 11, 1986082112,   , XRQA,   0, 375N, 1596E,  45,    0, SS
WP, 11, 1986082118,   , XRQA,   0, 369N, 1593E,  40,    0, SS
WP, 11, 1986082200,   , XRQA,   0, 365N, 1588E,  40,    0, SS
WP, 11, 1986082206,   , XRQA,   0, 363N, 1577E,  40,    0, SS
WP, 11, 1986082212,   , XRQA,   0, 363N, 1565E,  35,    0, SS
WP, 11, 1986082218,   , XRQA,   0, 363N, 1552E,  35,    0, SS
WP, 11, 1986082300,   , XRQA,   0, 370N, 1535E,  35,    0, SS
WP, 11, 1986082306,   , XRQA,   0, 379N, 1516E,  30,    0, SD
WP, 11, 1986082312,   , XRQA,   0, 392N, 1498E,  30,    0, SD
WP, 11, 1986082318,   , XRQA,   0, 398N, 1486E,  30,    0, SD
WP, 11, 1986082400,   , XRQA,   0, 405N, 1475E,  35,    0, EX
WP, 11, 1986082406,   , XRQA,   0, 410N, 1469E,  35,    0, EX
WP, 11, 1986082412,   , XRQA,   0, 418N, 1469E,  35,    0, EX
WP, 11, 1986082418,   , XRQA,   0, 430N, 1475E,  35,    0, EX
WP, 11, 1986082500,   , XRQA,   0, 440N, 1480E,  35,    0, EX
WP, 11, 1986082506,   , XRQA,   0, 450N, 1490E,  35,    0, EX
WP, 11, 1986082512,   , XRQA,   0, 460N, 1510E,  35,    0, EX
WP, 11, 1986082518,   , XRQA,   0, 470N, 1530E,  35,    0, EX
WP, 11, 1986082600,   , XRQA,   0, 470N, 1560E,  35,    0, EX
WP, 11, 1986082606,   , XRQA,   0, 460N, 1580E,  35,    0, EX
WP, 11, 1986082612,   , XRQA,   0, 450N, 1600E,  35,    0, EX
WP, 11, 1986082618,   , XRQA,   0, 450N, 1630E,  35,    0, EX
WP, 11, 1986082700,   , XRQA,   0, 450N, 1660E,  35,    0, EX
WP, 11, 1986082706,   , XRQA,   0, 450N, 1690E,  35,    0, EX
WP, 11, 1986082712,   , XRQA,   0, 440N, 1730E,  35,    0, EX
WP, 11, 1986082718,   , XRQA,   0, 430N, 1760E,  35,    0, EX
WP, 11, 1986082800,   , XRQA,   0, 430N, 1800E,  35,    0, EX
