WP, 10, 2008080100,   , XRQA,   0, 148N, 1333E,  15,    0, DB
WP, 10, 2008080106,   , XRQA,   0, 149N, 1316E,  15,    0, DB
WP, 10, 2008080112,   , XRQA,   0, 151N, 1300E,  15,    0, DB
WP, 10, 2008080118,   , XRQA,   0, 155N, 1285E,  20,    0, DB
WP, 10, 2008080200,   , XRQA,   0, 159N, 1271E,  20,    0, DB
WP, 10, 2008080206,   , XRQA,   0, 165N, 1258E,  20,    0, DB
WP, 10, 2008080212,   , XRQA,   0, 172N, 1245E,  20,    0, DB
WP, 10, 2008080218,   , XRQA,   0, 178N, 1233E,  25,    0, TD
WP, 10, 2008080300,   , XRQA,   0, 183N, 1223E,  25,    0, TD
WP, 10, 2008080306,   , XRQA,   0, 187N, 1213E,  30,    0, TD
WP, 10, 2008080312,   , XRQA,   0, 190N, 1205E,  30,    0, TD
WP, 10, 2008080318,   , XRQA,   0, 192N, 1197E,  40,    0, TS
WP, 10, 2008080400,   , XRQA,   0, 193N, 1189E,  40,    0, TS
WP, 10, 2008080406,   , XRQA,   0, 193N, 1181E,  35,    0, TS
WP, 10, 2008080412,   , XRQA,   0, 194N, 1176E,  40,    0, TS
WP, 10, 2008080418,   , XRQA,   0, 197N, 1170E,  35,    0, MD
WP, 10, 2008080500,   , XRQA,   0, 200N, 1163E,  40,    0, MD
WP, 10, 2008080506,   , XRQA,   0, 203N, 1156E,  45,    0, MD
WP, 10, 2008080512,   , XRQA,   0, 205N, 1151E,  50,    0, TS
WP, 10, 2008080518,   , XRQA,   0, 208N, 1145E,  55,    0, TS
WP, 10, 2008080600,   , XRQA,   0, 211N, 1139E,  60,    0, TS
WP, 10, 2008080606,   , XRQA,   0, 215N, 1129E,  65,    0, TY
WP, 10, 2008080612,   , XRQA,   0, 216N, 1116E,  55,    0, TS
WP, 10, 2008080618,   , XRQA,   0, 214N, 1101E,  45,    0, TS
WP, 10, 2008080700,   , XRQA,   0, 213N, 1092E,  45,    0, TS
WP, 10, 2008080706,   , XRQA,   0, 215N, 1082E,  55,    0, TS
WP, 10, 2008080712,   , XRQA,   0, 216N, 1069E,  40,    0, TS
WP, 10, 2008080718,   , XRQA,   0, 214N, 1057E,  35,    0, TS
WP, 10, 2008080800,   , XRQA,   0, 212N, 1046E,  30,    0, TD
WP, 10, 2008080806,   , XRQA,   0, 213N, 1033E,  25,    0, TD
WP, 10, 2008080812,   , XRQA,   0, 213N, 1021E,  20,    0, DB
WP, 10, 2008080818,   , XRQA,   0, 213N, 1010E,  20,    0, DB
