WP, 04, 1991050400,   , XRQA,   0,  46N, 1519E,  25,    0, TD
WP, 04, 1991050406,   , XRQA,   0,  50N, 1521E,  25,    0, TD
WP, 04, 1991050412,   , XRQA,   0,  55N, 1521E,  25,    0, TD
WP, 04, 1991050418,   , XRQA,   0,  58N, 1520E,  25,    0, TD
WP, 04, 1991050500,   , XRQA,   0,  60N, 1519E,  25,    0, TD
WP, 04, 1991050506,   , XRQA,   0,  62N, 1518E,  30,    0, TD
WP, 04, 1991050512,   , XRQA,   0,  64N, 1515E,  30,    0, TD
WP, 04, 1991050518,   , XRQA,   0,  67N, 1513E,  30,    0, TD
WP, 04, 1991050600,   , XRQA,   0,  68N, 1512E,  30,    0, TD
WP, 04, 1991050606,   , XRQA,   0,  68N, 1511E,  35,    0, TS
WP, 04, 1991050612,   , XRQA,   0,  70N, 1509E,  45,    0, TS
WP, 04, 1991050618,   , XRQA,   0,  75N, 1507E,  50,    0, TS
WP, 04, 1991050700,   , XRQA,   0,  79N, 1504E,  50,    0, TS
WP, 04, 1991050706,   , XRQA,   0,  82N, 1499E,  45,    0, TS
WP, 04, 1991050712,   , XRQA,   0,  85N, 1494E,  55,    0, TS
WP, 04, 1991050718,   , XRQA,   0,  88N, 1489E,  65,    0, TY
WP, 04, 1991050800,   , XRQA,   0,  90N, 1484E,  70,    0, TY
WP, 04, 1991050806,   , XRQA,   0,  94N, 1478E,  70,    0, TY
WP, 04, 1991050812,   , XRQA,   0,  97N, 1472E,  70,    0, TY
WP, 04, 1991050818,   , XRQA,   0, 100N, 1466E,  75,    0, TY
WP, 04, 1991050900,   , XRQA,   0, 104N, 1459E, 100,    0, TY
WP, 04, 1991050906,   , XRQA,   0, 109N, 1451E, 110,    0, TY
WP, 04, 1991050912,   , XRQA,   0, 112N, 1441E,  90,    0, TY
WP, 04, 1991050918,   , XRQA,   0, 115N, 1431E,  95,    0, TY
WP, 04, 1991051000,   , XRQA,   0, 118N, 1420E, 120,    0, TY
WP, 04, 1991051006,   , XRQA,   0, 120N, 1409E, 130,    0, ST
WP, 04, 1991051012,   , XRQA,   0, 123N, 1396E, 110,    0, TY
WP, 04, 1991051018,   , XRQA,   0, 126N, 1384E,  95,    0, TY
WP, 04, 1991051100,   , XRQA,   0, 129N, 1370E, 100,    0, TY
WP, 04, 1991051106,   , XRQA,   0, 133N, 1355E, 130,    0, ST
WP, 04, 1991051112,   , XRQA,   0, 136N, 1341E, 140,    0, ST
WP, 04, 1991051118,   , XRQA,   0, 140N, 1328E, 145,    0, ST
WP, 04, 1991051200,   , XRQA,   0, 144N, 1316E, 140,    0, ST
WP, 04, 1991051206,   , XRQA,   0, 148N, 1306E, 125,    0, TY
WP, 04, 1991051212,   , XRQA,   0, 152N, 1296E, 125,    0, TY
WP, 04, 1991051218,   , XRQA,   0, 156N, 1285E, 120,    0, TY
WP, 04, 1991051300,   , XRQA,   0, 159N, 1278E, 125,    0, TY
WP, 04, 1991051306,   , XRQA,   0, 163N, 1271E, 130,    0, ST
WP, 04, 1991051312,   , XRQA,   0, 167N, 1264E, 115,    0, TY
WP, 04, 1991051318,   , XRQA,   0, 171N, 1258E, 105,    0, TY
WP, 04, 1991051400,   , XRQA,   0, 176N, 1253E, 115,    0, TY
WP, 04, 1991051406,   , XRQA,   0, 182N, 1250E, 125,    0, TY
WP, 04, 1991051412,   , XRQA,   0, 190N, 1248E, 130,    0, ST
WP, 04, 1991051418,   , XRQA,   0, 197N, 1246E, 115,    0, TY
WP, 04, 1991051500,   , XRQA,   0, 204N, 1246E, 100,    0, TY
WP, 04, 1991051506,   , XRQA,   0, 212N, 1250E, 105,    0, TY
WP, 04, 1991051512,   , XRQA,   0, 222N, 1259E,  95,    0, TY
WP, 04, 1991051518,   , XRQA,   0, 233N, 1269E,  70,    0, TY
WP, 04, 1991051600,   , XRQA,   0, 242N, 1283E,  65,    0, TY
WP, 04, 1991051606,   , XRQA,   0, 252N, 1306E,  60,    0, TS
WP, 04, 1991051612,   , XRQA,   0, 265N, 1338E,  50,    0, TS
WP, 04, 1991051618,   , XRQA,   0, 278N, 1372E,  45,    0, TS
WP, 04, 1991051700,   , XRQA,   0, 298N, 1419E,  45,    0, TS
WP, 04, 1991051706,   , XRQA,   0, 323N, 1474E,  40,    0, TS
WP, 04, 1991051712,   , XRQA,   0, 361N, 1522E,  45,    0, EX
WP, 04, 1991051718,   , XRQA,   0, 400N, 1560E,  45,    0, EX
WP, 04, 1991051800,   , XRQA,   0, 430N, 1580E,  45,    0, EX
WP, 04, 1991051806,   , XRQA,   0, 460N, 1600E,  45,    0, EX
WP, 04, 1991051812,   , XRQA,   0, 480N, 1630E,  45,    0, EX
WP, 04, 1991051818,   , XRQA,   0, 500N, 1660E,  45,    0, EX
