WP, 11, 1991080800,   , XRQA,   0, 195N, 1601E,  25,    0, TD
WP, 11, 1991080806,   , XRQA,   0, 196N, 1604E,  25,    0, TD
WP, 11, 1991080812,   , XRQA,   0, 198N, 1608E,  25,    0, TD
WP, 11, 1991080818,   , XRQA,   0, 203N, 1610E,  25,    0, TD
WP, 11, 1991080900,   , XRQA,   0, 208N, 1610E,  30,    0, TD
WP, 11, 1991080906,   , XRQA,   0, 214N, 1609E,  30,    0, TD
WP, 11, 1991080912,   , XRQA,   0, 219N, 1605E,  30,    0, TD
WP, 11, 1991080918,   , XRQA,   0, 223N, 1600E,  30,    0, TD
WP, 11, 1991081000,   , XRQA,   0, 223N, 1593E,  35,    0, TS
WP, 11, 1991081006,   , XRQA,   0, 226N, 1585E,  30,    0, TD
WP, 11, 1991081012,   , XRQA,   0, 231N, 1578E,  30,    0, TD
WP, 11, 1991081018,   , XRQA,   0, 236N, 1571E,  35,    0, TS
WP, 11, 1991081100,   , XRQA,   0, 241N, 1563E,  50,    0, TS
WP, 11, 1991081106,   , XRQA,   0, 246N, 1551E,  50,    0, TS
WP, 11, 1991081112,   , XRQA,   0, 250N, 1538E,  55,    0, TS
WP, 11, 1991081118,   , XRQA,   0, 253N, 1523E,  65,    0, TY
WP, 11, 1991081200,   , XRQA,   0, 259N, 1509E,  60,    0, TS
WP, 11, 1991081206,   , XRQA,   0, 265N, 1496E,  55,    0, TS
WP, 11, 1991081212,   , XRQA,   0, 268N, 1482E,  45,    0, TS
WP, 11, 1991081218,   , XRQA,   0, 270N, 1467E,  45,    0, TS
WP, 11, 1991081300,   , XRQA,   0, 272N, 1454E,  50,    0, TS
WP, 11, 1991081306,   , XRQA,   0, 273N, 1442E,  65,    0, TY
WP, 11, 1991081312,   , XRQA,   0, 274N, 1430E,  85,    0, TY
WP, 11, 1991081318,   , XRQA,   0, 271N, 1417E,  90,    0, TY
WP, 11, 1991081400,   , XRQA,   0, 267N, 1407E, 110,    0, TY
WP, 11, 1991081406,   , XRQA,   0, 266N, 1395E,  95,    0, TY
WP, 11, 1991081412,   , XRQA,   0, 266N, 1382E,  70,    0, TY
WP, 11, 1991081418,   , XRQA,   0, 264N, 1367E,  65,    0, TY
WP, 11, 1991081500,   , XRQA,   0, 263N, 1353E,  55,    0, TS
WP, 11, 1991081506,   , XRQA,   0, 262N, 1339E,  45,    0, TS
WP, 11, 1991081512,   , XRQA,   0, 261N, 1321E,  40,    0, TS
WP, 11, 1991081518,   , XRQA,   0, 258N, 1303E,  50,    0, TS
WP, 11, 1991081600,   , XRQA,   0, 256N, 1290E,  35,    0, TS
WP, 11, 1991081606,   , XRQA,   0, 254N, 1276E,  45,    0, TS
WP, 11, 1991081612,   , XRQA,   0, 252N, 1264E,  40,    0, TS
WP, 11, 1991081618,   , XRQA,   0, 250N, 1252E,  35,    0, TS
WP, 11, 1991081700,   , XRQA,   0, 250N, 1242E,  45,    0, TS
WP, 11, 1991081706,   , XRQA,   0, 249N, 1234E,  50,    0, TS
WP, 11, 1991081712,   , XRQA,   0, 250N, 1227E,  35,    0, TS
WP, 11, 1991081718,   , XRQA,   0, 251N, 1219E,  35,    0, TS
WP, 11, 1991081800,   , XRQA,   0, 253N, 1209E,  35,    0, TS
WP, 11, 1991081806,   , XRQA,   0, 251N, 1201E,  35,    0, TS
WP, 11, 1991081812,   , XRQA,   0, 247N, 1195E,  30,    0, TD
WP, 11, 1991081818,   , XRQA,   0, 242N, 1191E,  30,    0, TD
WP, 11, 1991081900,   , XRQA,   0, 238N, 1188E,  25,    0, TD
WP, 11, 1991081906,   , XRQA,   0, 235N, 1185E,  25,    0, TD
