WP, 25, 1991101600,   , XRQA,   0,  60N, 1560E,  25,    0, TD
WP, 25, 1991101606,   , XRQA,   0,  60N, 1550E,  25,    0, TD
WP, 25, 1991101612,   , XRQA,   0,  60N, 1540E,  25,    0, TD
WP, 25, 1991101618,   , XRQA,   0,  61N, 1530E,  25,    0, TD
WP, 25, 1991101700,   , XRQA,   0,  62N, 1520E,  25,    0, TD
WP, 25, 1991101706,   , XRQA,   0,  63N, 1511E,  25,    0, TD
WP, 25, 1991101712,   , XRQA,   0,  64N, 1503E,  30,    0, TD
WP, 25, 1991101718,   , XRQA,   0,  65N, 1496E,  30,    0, TD
WP, 25, 1991101800,   , XRQA,   0,  67N, 1489E,  30,    0, TD
WP, 25, 1991101806,   , XRQA,   0,  69N, 1483E,  30,    0, TD
WP, 25, 1991101812,   , XRQA,   0,  71N, 1477E,  30,    0, TD
WP, 25, 1991101818,   , XRQA,   0,  73N, 1471E,  25,    0, TD
WP, 25, 1991101900,   , XRQA,   0,  75N, 1466E,  25,    0, TD
WP, 25, 1991101906,   , XRQA,   0,  78N, 1461E,  25,    0, TD
WP, 25, 1991101912,   , XRQA,   0,  83N, 1458E,  30,    0, TD
WP, 25, 1991101918,   , XRQA,   0,  88N, 1456E,  30,    0, TD
WP, 25, 1991102000,   , XRQA,   0,  94N, 1451E,  35,    0, TS
WP, 25, 1991102006,   , XRQA,   0,  98N, 1447E,  35,    0, TS
WP, 25, 1991102012,   , XRQA,   0, 104N, 1443E,  45,    0, TS
WP, 25, 1991102018,   , XRQA,   0, 108N, 1438E,  55,    0, TS
WP, 25, 1991102100,   , XRQA,   0, 112N, 1433E,  65,    0, TY
WP, 25, 1991102106,   , XRQA,   0, 114N, 1428E,  65,    0, TY
WP, 25, 1991102112,   , XRQA,   0, 116N, 1424E,  70,    0, TY
WP, 25, 1991102118,   , XRQA,   0, 119N, 1421E,  75,    0, TY
WP, 25, 1991102200,   , XRQA,   0, 123N, 1417E,  75,    0, TY
WP, 25, 1991102206,   , XRQA,   0, 128N, 1412E,  75,    0, TY
WP, 25, 1991102212,   , XRQA,   0, 134N, 1407E,  80,    0, TY
WP, 25, 1991102218,   , XRQA,   0, 138N, 1398E,  85,    0, TY
WP, 25, 1991102300,   , XRQA,   0, 140N, 1389E, 120,    0, TY
WP, 25, 1991102306,   , XRQA,   0, 141N, 1380E, 125,    0, TY
WP, 25, 1991102312,   , XRQA,   0, 142N, 1371E, 140,    0, ST
WP, 25, 1991102318,   , XRQA,   0, 143N, 1362E, 150,    0, ST
WP, 25, 1991102400,   , XRQA,   0, 145N, 1352E, 155,    0, ST
WP, 25, 1991102406,   , XRQA,   0, 147N, 1342E, 155,    0, ST
WP, 25, 1991102412,   , XRQA,   0, 150N, 1332E, 155,    0, ST
WP, 25, 1991102418,   , XRQA,   0, 153N, 1322E, 150,    0, ST
WP, 25, 1991102500,   , XRQA,   0, 157N, 1312E, 130,    0, ST
WP, 25, 1991102506,   , XRQA,   0, 160N, 1303E, 140,    0, ST
WP, 25, 1991102512,   , XRQA,   0, 165N, 1295E, 155,    0, ST
WP, 25, 1991102518,   , XRQA,   0, 170N, 1285E, 150,    0, ST
WP, 25, 1991102600,   , XRQA,   0, 175N, 1275E, 145,    0, ST
WP, 25, 1991102606,   , XRQA,   0, 179N, 1265E, 120,    0, TY
WP, 25, 1991102612,   , XRQA,   0, 182N, 1256E, 100,    0, TY
WP, 25, 1991102618,   , XRQA,   0, 186N, 1245E,  95,    0, TY
WP, 25, 1991102700,   , XRQA,   0, 186N, 1234E, 105,    0, TY
WP, 25, 1991102706,   , XRQA,   0, 182N, 1227E, 105,    0, TY
WP, 25, 1991102712,   , XRQA,   0, 180N, 1220E,  85,    0, TY
WP, 25, 1991102718,   , XRQA,   0, 178N, 1215E,  60,    0, TS
WP, 25, 1991102800,   , XRQA,   0, 177N, 1210E,  50,    0, TS
WP, 25, 1991102806,   , XRQA,   0, 178N, 1207E,  45,    0, TS
WP, 25, 1991102812,   , XRQA,   0, 180N, 1202E,  45,    0, TS
WP, 25, 1991102818,   , XRQA,   0, 184N, 1199E,  35,    0, TS
WP, 25, 1991102900,   , XRQA,   0, 189N, 1197E,  30,    0, TD
WP, 25, 1991102906,   , XRQA,   0, 194N, 1198E,  25,    0, TD
WP, 25, 1991102912,   , XRQA,   0, 198N, 1201E,  25,    0, TD
WP, 25, 1991102918,   , XRQA,   0, 202N, 1205E,  25,    0, TD
WP, 25, 1991103000,   , XRQA,   0, 206N, 1212E,  35,    0, TS
WP, 25, 1991103006,   , XRQA,   0, 212N, 1224E,  50,    0, TS
WP, 25, 1991103012,   , XRQA,   0, 219N, 1237E,  45,    0, TS
WP, 25, 1991103018,   , XRQA,   0, 228N, 1251E,  55,    0, TS
WP, 25, 1991103100,   , XRQA,   0, 237N, 1267E,  45,    0, TS
WP, 25, 1991103106,   , XRQA,   0, 248N, 1288E,  30,    0, EX
WP, 25, 1991103112,   , XRQA,   0, 265N, 1322E,  30,    0, EX
WP, 25, 1991103118,   , XRQA,   0, 276N, 1352E,  30,    0, EX
WP, 25, 1991110100,   , XRQA,   0, 299N, 1387E,  30,    0, EX
WP, 25, 1991110106,   , XRQA,   0, 315N, 1415E,  30,    0, EX
WP, 25, 1991110112,   , XRQA,   0, 325N, 1436E,  35,    0, EX
WP, 25, 1991110118,   , XRQA,   0, 332N, 1460E,  35,    0, EX
WP, 25, 1991110200,   , XRQA,   0, 340N, 1490E,  35,    0, EX
WP, 25, 1991110206,   , XRQA,   0, 341N, 1515E,  35,    0, EX
WP, 25, 1991110212,   , XRQA,   0, 342N, 1545E,  35,    0, EX
WP, 25, 1991110218,   , XRQA,   0, 339N, 1573E,  35,    0, EX
WP, 25, 1991110300,   , XRQA,   0, 335N, 1595E,  35,    0, EX
