WP, 66, 1951090106,   , XRQA,   0, 110N, 1214E,  15,    0, DB
WP, 66, 1951090112,   , XRQA,   0, 115N, 1209E,  15,    0, DB
WP, 66, 1951090118,   , XRQA,   0, 119N, 1205E,  15,    0, DB
WP, 66, 1951090200,   , XRQA,   0, 123N, 1202E,  20,    0, DB
WP, 66, 1951090206,   , XRQA,   0, 128N, 1199E,  20,    0, DB
WP, 66, 1951090212,   , XRQA,   0, 136N, 1197E,  25,    0, TD
WP, 66, 1951090218,   , XRQA,   0, 145N, 1195E,  25,    0, TD
WP, 66, 1951090300,   , XRQA,   0, 153N, 1192E,  25,    0, TD
WP, 66, 1951090306,   , XRQA,   0, 162N, 1188E,  30,    0, TD
WP, 66, 1951090312,   , XRQA,   0, 170N, 1185E,  30,    0, TD
WP, 66, 1951090318,   , XRQA,   0, 175N, 1182E,  30,    0, TD
WP, 66, 1951090400,   , XRQA,   0, 177N, 1176E,  35,    0, TS
WP, 66, 1951090406,   , XRQA,   0, 178N, 1167E,  35,    0, TS
WP, 66, 1951090412,   , XRQA,   0, 178N, 1160E,  40,    0, TS
WP, 66, 1951090418,   , XRQA,   0, 177N, 1153E,  45,    0, TS
WP, 66, 1951090500,   , XRQA,   0, 177N, 1145E,  40,    0, TS
WP, 66, 1951090506,   , XRQA,   0, 176N, 1137E,  45,    0, TS
WP, 66, 1951090512,   , XRQA,   0, 173N, 1128E,  45,    0, TS
WP, 66, 1951090518,   , XRQA,   0, 172N, 1118E,  50,    0, TS
WP, 66, 1951090600,   , XRQA,   0, 171N, 1109E,  50,    0, TS
WP, 66, 1951090606,   , XRQA,   0, 171N, 1099E,  50,    0, TS
WP, 66, 1951090612,   , XRQA,   0, 173N, 1087E,  50,    0, TS
WP, 66, 1951090618,   , XRQA,   0, 175N, 1074E,  50,    0, TS
WP, 66, 1951090700,   , XRQA,   0, 178N, 1059E,  40,    0, TS
WP, 66, 1951090706,   , XRQA,   0, 181N, 1047E,  35,    0, TS
WP, 66, 1951090712,   , XRQA,   0, 183N, 1034E,  30,    0, TD
WP, 66, 1951090718,   , XRQA,   0, 182N, 1019E,  25,    0, TD
WP, 66, 1951090800,   , XRQA,   0, 182N, 1003E,  25,    0, TD
WP, 66, 1951090806,   , XRQA,   0, 184N,  987E,  25,    0, TD
WP, 66, 1951090812,   , XRQA,   0, 186N,  971E,  25,    0, TD
WP, 66, 1951090818,   , XRQA,   0, 192N,  955E,  25,    0, TD
WP, 66, 1951090900,   , XRQA,   0, 198N,  942E,  25,    0, TD
WP, 66, 1951090906,   , XRQA,   0, 205N,  929E,  30,    0, TD
WP, 66, 1951090912,   , XRQA,   0, 211N,  916E,  35,    0, TS
WP, 66, 1951090918,   , XRQA,   0, 215N,  902E,  45,    0, TS
WP, 66, 1951091000,   , XRQA,   0, 219N,  890E,  45,    0, TS
WP, 66, 1951091006,   , XRQA,   0, 225N,  877E,  45,    0, TS
WP, 66, 1951091012,   , XRQA,   0, 229N,  863E,  40,    0, TS
WP, 66, 1951091018,   , XRQA,   0, 232N,  849E,  35,    0, TS
WP, 66, 1951091100,   , XRQA,   0, 236N,  834E,  35,    0, TS
WP, 66, 1951091106,   , XRQA,   0, 240N,  822E,  30,    0, TD
WP, 66, 1951091112,   , XRQA,   0, 242N,  816E,  30,    0, TD
WP, 66, 1951091118,   , XRQA,   0, 244N,  810E,  25,    0, TD
WP, 66, 1951091200,   , XRQA,   0, 246N,  804E,  25,    0, TD
WP, 66, 1951091206,   , XRQA,   0, 249N,  798E,  25,    0, TD
WP, 66, 1951091212,   , XRQA,   0, 252N,  792E,  20,    0, DB
WP, 66, 1951091218,   , XRQA,   0, 255N,  787E,  20,    0, DB
WP, 66, 1951091300,   , XRQA,   0, 258N,  784E,  20,    0, DB
