WP, 05, 1951062300,   , XRQA,   0,  87N, 1470E,  15,    0, DB
WP, 05, 1951062306,   , XRQA,   0,  88N, 1461E,  15,    0, DB
WP, 05, 1951062312,   , XRQA,   0,  90N, 1450E,  15,    0, DB
WP, 05, 1951062318,   , XRQA,   0,  92N, 1438E,  20,    0, DB
WP, 05, 1951062400,   , XRQA,   0,  95N, 1427E,  20,    0, DB
WP, 05, 1951062406,   , XRQA,   0,  98N, 1417E,  20,    0, DB
WP, 05, 1951062412,   , XRQA,   0, 102N, 1405E,  25,    0, TD
WP, 05, 1951062418,   , XRQA,   0, 107N, 1393E,  25,    0, TD
WP, 05, 1951062500,   , XRQA,   0, 110N, 1382E,  25,    0, TD
WP, 05, 1951062506,   , XRQA,   0, 112N, 1372E,  25,    0, TD
WP, 05, 1951062512,   , XRQA,   0, 115N, 1363E,  30,    0, TD
WP, 05, 1951062518,   , XRQA,   0, 116N, 1355E,  30,    0, TD
WP, 05, 1951062600,   , XRQA,   0, 118N, 1347E,  30,    0, TD
WP, 05, 1951062606,   , XRQA,   0, 119N, 1342E,  30,    0, TD
WP, 05, 1951062612,   , XRQA,   0, 120N, 1336E,  30,    0, TD
WP, 05, 1951062618,   , XRQA,   0, 122N, 1330E,  35,    0, TS
WP, 05, 1951062700,   , XRQA,   0, 125N, 1324E,  40,    0, TS
WP, 05, 1951062706,   , XRQA,   0, 131N, 1311E,  35,    0, TS
WP, 05, 1951062712,   , XRQA,   0, 137N, 1299E,  40,    0, TS
WP, 05, 1951062718,   , XRQA,   0, 145N, 1287E,  45,    0, TS
WP, 05, 1951062800,   , XRQA,   0, 156N, 1279E,  45,    0, TS
WP, 05, 1951062806,   , XRQA,   0, 164N, 1276E,  50,    0, TS
WP, 05, 1951062812,   , XRQA,   0, 171N, 1273E,  50,    0, TS
WP, 05, 1951062818,   , XRQA,   0, 179N, 1271E,  50,    0, TS
WP, 05, 1951062900,   , XRQA,   0, 187N, 1270E,  55,    0, TS
WP, 05, 1951062906,   , XRQA,   0, 195N, 1269E,  55,    0, TS
WP, 05, 1951062912,   , XRQA,   0, 211N, 1270E,  60,    0, TS
WP, 05, 1951062918,   , XRQA,   0, 226N, 1274E,  55,    0, TS
WP, 05, 1951063000,   , XRQA,   0, 239N, 1280E,  65,    0, TY
WP, 05, 1951063006,   , XRQA,   0, 254N, 1287E,  65,    0, TY
WP, 05, 1951063012,   , XRQA,   0, 269N, 1293E,  70,    0, TY
WP, 05, 1951063018,   , XRQA,   0, 285N, 1300E,  70,    0, TY
WP, 05, 1951070100,   , XRQA,   0, 299N, 1307E,  65,    0, TY
WP, 05, 1951070106,   , XRQA,   0, 312N, 1315E,  60,    0, TS
WP, 05, 1951070112,   , XRQA,   0, 324N, 1324E,  50,    0, TS
WP, 05, 1951070118,   , XRQA,   0, 336N, 1336E,  45,    0, TS
WP, 05, 1951070200,   , XRQA,   0, 345N, 1350E,  40,    0, TS
WP, 05, 1951070206,   , XRQA,   0, 352N, 1382E,  40,    0, EX
WP, 05, 1951070212,   , XRQA,   0, 357N, 1418E,  40,    0, EX
WP, 05, 1951070218,   , XRQA,   0, 361N, 1456E,  40,    0, EX
WP, 05, 1951070300,   , XRQA,   0, 365N, 1489E,  40,    0, EX
WP, 05, 1951070306,   , XRQA,   0, 368N, 1537E,  40,    0, EX
WP, 05, 1951070312,   , XRQA,   0, 370N, 1560E,  40,    0, EX
WP, 05, 1951070318,   , XRQA,   0, 373N, 1602E,  40,    0, EX
WP, 05, 1951070400,   , XRQA,   0, 375N, 1642E,  40,    0, EX
