WP, 06, 1990061500,   , XRQA,   0,  55N, 1409E,  25,    0, TD
WP, 06, 1990061506,   , XRQA,   0,  57N, 1405E,  25,    0, TD
WP, 06, 1990061512,   , XRQA,   0,  59N, 1399E,  25,    0, TD
WP, 06, 1990061518,   , XRQA,   0,  62N, 1392E,  30,    0, TD
WP, 06, 1990061600,   , XRQA,   0,  64N, 1385E,  30,    0, TD
WP, 06, 1990061606,   , XRQA,   0,  75N, 1383E,  30,    0, TD
WP, 06, 1990061612,   , XRQA,   0,  84N, 1378E,  30,    0, TD
WP, 06, 1990061618,   , XRQA,   0,  89N, 1370E,  35,    0, TS
WP, 06, 1990061700,   , XRQA,   0,  92N, 1361E,  40,    0, TS
WP, 06, 1990061706,   , XRQA,   0,  94N, 1351E,  40,    0, TS
WP, 06, 1990061712,   , XRQA,   0,  92N, 1341E,  35,    0, TS
WP, 06, 1990061718,   , XRQA,   0,  93N, 1334E,  45,    0, TS
WP, 06, 1990061800,   , XRQA,   0,  94N, 1326E,  60,    0, TS
WP, 06, 1990061806,   , XRQA,   0,  94N, 1316E,  55,    0, TS
WP, 06, 1990061812,   , XRQA,   0,  95N, 1306E,  50,    0, TS
WP, 06, 1990061818,   , XRQA,   0,  97N, 1299E,  40,    0, TS
WP, 06, 1990061900,   , XRQA,   0,  98N, 1295E,  50,    0, TS
WP, 06, 1990061906,   , XRQA,   0,  98N, 1293E,  40,    0, TS
WP, 06, 1990061912,   , XRQA,   0, 100N, 1290E,  40,    0, TS
WP, 06, 1990061918,   , XRQA,   0, 104N, 1287E,  50,    0, TS
WP, 06, 1990062000,   , XRQA,   0, 109N, 1284E,  50,    0, TS
WP, 06, 1990062006,   , XRQA,   0, 116N, 1280E,  50,    0, TS
WP, 06, 1990062012,   , XRQA,   0, 125N, 1274E,  50,    0, TS
WP, 06, 1990062018,   , XRQA,   0, 137N, 1265E,  50,    0, TS
WP, 06, 1990062100,   , XRQA,   0, 149N, 1258E,  60,    0, TS
WP, 06, 1990062106,   , XRQA,   0, 161N, 1248E,  50,    0, TS
WP, 06, 1990062112,   , XRQA,   0, 171N, 1241E,  60,    0, TS
WP, 06, 1990062118,   , XRQA,   0, 179N, 1234E,  70,    0, TY
WP, 06, 1990062200,   , XRQA,   0, 188N, 1226E,  75,    0, TY
WP, 06, 1990062206,   , XRQA,   0, 198N, 1218E,  70,    0, TY
WP, 06, 1990062212,   , XRQA,   0, 203N, 1215E,  80,    0, TY
WP, 06, 1990062218,   , XRQA,   0, 210N, 1215E,  90,    0, TY
WP, 06, 1990062300,   , XRQA,   0, 224N, 1216E,  85,    0, TY
WP, 06, 1990062306,   , XRQA,   0, 238N, 1216E,  85,    0, TY
WP, 06, 1990062312,   , XRQA,   0, 249N, 1211E,  60,    0, TS
WP, 06, 1990062318,   , XRQA,   0, 263N, 1207E,  50,    0, TS
WP, 06, 1990062400,   , XRQA,   0, 281N, 1205E,  40,    0, TS
WP, 06, 1990062406,   , XRQA,   0, 299N, 1202E,  30,    0, TD
WP, 06, 1990062412,   , XRQA,   0, 314N, 1201E,  40,    0, EX
WP, 06, 1990062418,   , XRQA,   0, 331N, 1202E,  40,    0, EX
WP, 06, 1990062500,   , XRQA,   0, 342N, 1212E,  40,    0, EX
WP, 06, 1990062506,   , XRQA,   0, 351N, 1224E,  40,    0, EX
WP, 06, 1990062512,   , XRQA,   0, 360N, 1236E,  40,    0, EX
WP, 06, 1990062518,   , XRQA,   0, 370N, 1252E,  30,    0, EX
WP, 06, 1990062600,   , XRQA,   0, 374N, 1271E,  30,    0, EX
