WP, 23, 1990092900,   , XRQA,   0, 109N, 1209E,  25,    0, TD
WP, 23, 1990092906,   , XRQA,   0, 109N, 1205E,  25,    0, TD
WP, 23, 1990092912,   , XRQA,   0, 110N, 1200E,  25,    0, TD
WP, 23, 1990092918,   , XRQA,   0, 111N, 1194E,  25,    0, TD
WP, 23, 1990093000,   , XRQA,   0, 112N, 1187E,  25,    0, TD
WP, 23, 1990093006,   , XRQA,   0, 114N, 1180E,  25,    0, TD
WP, 23, 1990093012,   , XRQA,   0, 118N, 1175E,  25,    0, TD
WP, 23, 1990093018,   , XRQA,   0, 121N, 1168E,  30,    0, TD
WP, 23, 1990100100,   , XRQA,   0, 124N, 1161E,  30,    0, TD
WP, 23, 1990100106,   , XRQA,   0, 128N, 1155E,  30,    0, TD
WP, 23, 1990100112,   , XRQA,   0, 131N, 1148E,  30,    0, TD
WP, 23, 1990100118,   , XRQA,   0, 131N, 1143E,  45,    0, TS
WP, 23, 1990100200,   , XRQA,   0, 132N, 1136E,  45,    0, TS
WP, 23, 1990100206,   , XRQA,   0, 134N, 1128E,  40,    0, TS
WP, 23, 1990100212,   , XRQA,   0, 133N, 1120E,  45,    0, TS
WP, 23, 1990100218,   , XRQA,   0, 134N, 1109E,  50,    0, TS
WP, 23, 1990100300,   , XRQA,   0, 136N, 1097E,  50,    0, TS
WP, 23, 1990100306,   , XRQA,   0, 138N, 1083E,  45,    0, TS
WP, 23, 1990100312,   , XRQA,   0, 140N, 1068E,  35,    0, TS
WP, 23, 1990100318,   , XRQA,   0, 142N, 1053E,  35,    0, TS
WP, 23, 1990100400,   , XRQA,   0, 143N, 1042E,  30,    0, TD
WP, 23, 1990100406,   , XRQA,   0, 145N, 1030E,  30,    0, TD
WP, 23, 1990100412,   , XRQA,   0, 147N, 1022E,  25,    0, TD
WP, 23, 1990100418,   , XRQA,   0, 149N, 1016E,  25,    0, TD
WP, 23, 1990100500,   , XRQA,   0, 150N, 1010E,  25,    0, TD
WP, 23, 1990100506,   , XRQA,   0, 151N, 1004E,  25,    0, TD
WP, 23, 1990100512,   , XRQA,   0, 152N,  999E,  25,    0, TD
