WP, 27, 1990110500,   , XRQA,   0,  65N, 1556E,  25,    0, TD
WP, 27, 1990110506,   , XRQA,   0,  65N, 1546E,  25,    0, TD
WP, 27, 1990110512,   , XRQA,   0,  66N, 1537E,  25,    0, TD
WP, 27, 1990110518,   , XRQA,   0,  66N, 1528E,  30,    0, TD
WP, 27, 1990110600,   , XRQA,   0,  65N, 1519E,  30,    0, TD
WP, 27, 1990110606,   , XRQA,   0,  64N, 1509E,  30,    0, TD
WP, 27, 1990110612,   , XRQA,   0,  62N, 1501E,  35,    0, TS
WP, 27, 1990110618,   , XRQA,   0,  61N, 1491E,  45,    0, TS
WP, 27, 1990110700,   , XRQA,   0,  63N, 1479E,  40,    0, TS
WP, 27, 1990110706,   , XRQA,   0,  66N, 1467E,  45,    0, TS
WP, 27, 1990110712,   , XRQA,   0,  69N, 1457E,  50,    0, TS
WP, 27, 1990110718,   , XRQA,   0,  73N, 1447E,  55,    0, TS
WP, 27, 1990110800,   , XRQA,   0,  77N, 1437E,  60,    0, TS
WP, 27, 1990110806,   , XRQA,   0,  80N, 1428E,  65,    0, TY
WP, 27, 1990110812,   , XRQA,   0,  83N, 1418E,  90,    0, TY
WP, 27, 1990110818,   , XRQA,   0,  87N, 1408E,  75,    0, TY
WP, 27, 1990110900,   , XRQA,   0,  89N, 1397E,  90,    0, TY
WP, 27, 1990110906,   , XRQA,   0,  88N, 1385E, 110,    0, TY
WP, 27, 1990110912,   , XRQA,   0,  88N, 1376E, 100,    0, TY
WP, 27, 1990110918,   , XRQA,   0,  87N, 1368E,  90,    0, TY
WP, 27, 1990111000,   , XRQA,   0,  85N, 1359E, 125,    0, TY
WP, 27, 1990111003,   , XRQA,   0,  83N, 1355E, 110,    0, TY
WP, 27, 1990111006,   , XRQA,   0,  81N, 1352E, 130,    0, ST
WP, 27, 1990111012,   , XRQA,   0,  79N, 1348E, 155,    0, ST
WP, 27, 1990111018,   , XRQA,   0,  79N, 1342E, 170,    0, ST
WP, 27, 1990111100,   , XRQA,   0,  81N, 1336E, 170,    0, ST
WP, 27, 1990111106,   , XRQA,   0,  83N, 1328E, 155,    0, ST
WP, 27, 1990111112,   , XRQA,   0,  88N, 1316E, 160,    0, ST
WP, 27, 1990111118,   , XRQA,   0,  91N, 1305E, 145,    0, ST
WP, 27, 1990111200,   , XRQA,   0,  94N, 1293E, 135,    0, ST
WP, 27, 1990111206,   , XRQA,   0,  97N, 1280E, 105,    0, TY
WP, 27, 1990111212,   , XRQA,   0, 101N, 1266E,  95,    0, TY
WP, 27, 1990111218,   , XRQA,   0, 104N, 1249E,  85,    0, TY
WP, 27, 1990111300,   , XRQA,   0, 106N, 1233E,  70,    0, TY
WP, 27, 1990111306,   , XRQA,   0, 109N, 1217E,  65,    0, TY
WP, 27, 1990111312,   , XRQA,   0, 114N, 1203E,  65,    0, TY
WP, 27, 1990111318,   , XRQA,   0, 121N, 1191E,  70,    0, TY
WP, 27, 1990111400,   , XRQA,   0, 127N, 1177E,  75,    0, TY
WP, 27, 1990111406,   , XRQA,   0, 132N, 1157E,  75,    0, TY
WP, 27, 1990111412,   , XRQA,   0, 135N, 1142E,  80,    0, TY
WP, 27, 1990111418,   , XRQA,   0, 136N, 1129E,  80,    0, TY
WP, 27, 1990111500,   , XRQA,   0, 138N, 1119E,  90,    0, TY
WP, 27, 1990111506,   , XRQA,   0, 142N, 1111E,  75,    0, TY
WP, 27, 1990111512,   , XRQA,   0, 146N, 1105E,  80,    0, TY
WP, 27, 1990111518,   , XRQA,   0, 152N, 1100E,  65,    0, TY
WP, 27, 1990111600,   , XRQA,   0, 158N, 1097E,  45,    0, TS
WP, 27, 1990111606,   , XRQA,   0, 166N, 1097E,  40,    0, TS
WP, 27, 1990111612,   , XRQA,   0, 173N, 1095E,  35,    0, TS
WP, 27, 1990111618,   , XRQA,   0, 181N, 1092E,  35,    0, TS
WP, 27, 1990111700,   , XRQA,   0, 192N, 1086E,  35,    0, TS
WP, 27, 1990111706,   , XRQA,   0, 199N, 1083E,  30,    0, TD
WP, 27, 1990111712,   , XRQA,   0, 203N, 1083E,  30,    0, TD
WP, 27, 1990111718,   , XRQA,   0, 206N, 1081E,  25,    0, TD
WP, 27, 1990111800,   , XRQA,   0, 212N, 1079E,  25,    0, TD
WP, 27, 1990111806,   , XRQA,   0, 216N, 1075E,  25,    0, TD
WP, 27, 1990111812,   , XRQA,   0, 222N, 1070E,  25,    0, TD
