WP, 17, 1990090200,   , XRQA,   0, 162N, 1485E,  25,    0, TD
WP, 17, 1990090206,   , XRQA,   0, 160N, 1476E,  25,    0, TD
WP, 17, 1990090212,   , XRQA,   0, 158N, 1466E,  30,    0, TD
WP, 17, 1990090218,   , XRQA,   0, 154N, 1455E,  30,    0, TD
WP, 17, 1990090300,   , XRQA,   0, 156N, 1439E,  30,    0, TD
WP, 17, 1990090306,   , XRQA,   0, 157N, 1426E,  40,    0, TS
WP, 17, 1990090312,   , XRQA,   0, 151N, 1416E,  45,    0, TS
WP, 17, 1990090318,   , XRQA,   0, 145N, 1406E,  45,    0, TS
WP, 17, 1990090400,   , XRQA,   0, 143N, 1396E,  40,    0, TS
WP, 17, 1990090406,   , XRQA,   0, 143N, 1385E,  45,    0, TS
WP, 17, 1990090412,   , XRQA,   0, 143N, 1377E,  50,    0, TS
WP, 17, 1990090418,   , XRQA,   0, 151N, 1369E,  60,    0, TS
WP, 17, 1990090500,   , XRQA,   0, 162N, 1360E,  60,    0, TS
WP, 17, 1990090506,   , XRQA,   0, 171N, 1343E,  65,    0, TY
WP, 17, 1990090512,   , XRQA,   0, 179N, 1327E,  65,    0, TY
WP, 17, 1990090518,   , XRQA,   0, 184N, 1312E,  70,    0, TY
WP, 17, 1990090600,   , XRQA,   0, 190N, 1298E,  70,    0, TY
WP, 17, 1990090606,   , XRQA,   0, 198N, 1283E,  75,    0, TY
WP, 17, 1990090612,   , XRQA,   0, 204N, 1268E,  85,    0, TY
WP, 17, 1990090618,   , XRQA,   0, 210N, 1254E,  75,    0, TY
WP, 17, 1990090700,   , XRQA,   0, 217N, 1241E,  85,    0, TY
WP, 17, 1990090706,   , XRQA,   0, 222N, 1231E,  80,    0, TY
WP, 17, 1990090712,   , XRQA,   0, 229N, 1219E,  75,    0, TY
WP, 17, 1990090718,   , XRQA,   0, 235N, 1203E,  60,    0, TS
WP, 17, 1990090800,   , XRQA,   0, 237N, 1191E,  60,    0, TS
WP, 17, 1990090806,   , XRQA,   0, 243N, 1185E,  60,    0, TS
WP, 17, 1990090812,   , XRQA,   0, 248N, 1171E,  55,    0, TS
WP, 17, 1990090818,   , XRQA,   0, 247N, 1162E,  45,    0, TS
WP, 17, 1990090900,   , XRQA,   0, 246N, 1157E,  40,    0, TS
WP, 17, 1990090906,   , XRQA,   0, 251N, 1155E,  35,    0, TS
WP, 17, 1990090912,   , XRQA,   0, 258N, 1155E,  30,    0, TD
WP, 17, 1990090918,   , XRQA,   0, 268N, 1160E,  30,    0, TD
WP, 17, 1990091000,   , XRQA,   0, 275N, 1163E,  25,    0, TD
WP, 17, 1990091006,   , XRQA,   0, 278N, 1163E,  25,    0, TD
