WP, 02, 1962041206,   , XRQA,   0,  48N, 1426E,  15,    0, DB
WP, 02, 1962041212,   , XRQA,   0,  55N, 1425E,  15,    0, DB
WP, 02, 1962041218,   , XRQA,   0,  62N, 1423E,  15,    0, DB
WP, 02, 1962041300,   , XRQA,   0,  68N, 1420E,  20,    0, DB
WP, 02, 1962041306,   , XRQA,   0,  73N, 1414E,  20,    0, DB
WP, 02, 1962041312,   , XRQA,   0,  77N, 1408E,  25,    0, TD
WP, 02, 1962041318,   , XRQA,   0,  81N, 1407E,  25,    0, TD
WP, 02, 1962041400,   , XRQA,   0,  84N, 1408E,  30,    0, TD
WP, 02, 1962041406,   , XRQA,   0,  87N, 1410E,  30,    0, TD
WP, 02, 1962041412,   , XRQA,   0,  89N, 1414E,  30,    0, TD
WP, 02, 1962041418,   , XRQA,   0,  88N, 1417E,  30,    0, TD
WP, 02, 1962041500,   , XRQA,   0,  85N, 1418E,  35,    0, TS
WP, 02, 1962041506,   , XRQA,   0,  82N, 1417E,  40,    0, TS
WP, 02, 1962041512,   , XRQA,   0,  81N, 1415E,  45,    0, TS
WP, 02, 1962041518,   , XRQA,   0,  82N, 1412E,  40,    0, TS
WP, 02, 1962041600,   , XRQA,   0,  84N, 1408E,  40,    0, TS
WP, 02, 1962041606,   , XRQA,   0,  87N, 1402E,  45,    0, TS
WP, 02, 1962041612,   , XRQA,   0,  89N, 1397E,  45,    0, TS
WP, 02, 1962041618,   , XRQA,   0,  91N, 1393E,  50,    0, TS
WP, 02, 1962041700,   , XRQA,   0,  93N, 1393E,  50,    0, TS
WP, 02, 1962041706,   , XRQA,   0,  94N, 1394E,  55,    0, TS
WP, 02, 1962041712,   , XRQA,   0,  97N, 1399E,  50,    0, TS
WP, 02, 1962041718,   , XRQA,   0, 100N, 1405E,  55,    0, TS
WP, 02, 1962041800,   , XRQA,   0, 102N, 1411E,  65,    0, TY
WP, 02, 1962041806,   , XRQA,   0, 105N, 1418E,  70,    0, TY
WP, 02, 1962041812,   , XRQA,   0, 109N, 1424E,  75,    0, TY
WP, 02, 1962041818,   , XRQA,   0, 113N, 1427E,  90,    0, TY
WP, 02, 1962041900,   , XRQA,   0, 122N, 1425E, 105,    0, TY
WP, 02, 1962041906,   , XRQA,   0, 129N, 1421E, 100,    0, TY
WP, 02, 1962041912,   , XRQA,   0, 134N, 1416E,  90,    0, TY
WP, 02, 1962041918,   , XRQA,   0, 139N, 1413E,  85,    0, TY
WP, 02, 1962042000,   , XRQA,   0, 145N, 1411E,  95,    0, TY
WP, 02, 1962042006,   , XRQA,   0, 152N, 1406E, 115,    0, TY
WP, 02, 1962042012,   , XRQA,   0, 161N, 1404E, 125,    0, TY
WP, 02, 1962042018,   , XRQA,   0, 167N, 1405E, 120,    0, TY
WP, 02, 1962042100,   , XRQA,   0, 174N, 1407E, 110,    0, TY
WP, 02, 1962042106,   , XRQA,   0, 182N, 1412E, 105,    0, TY
WP, 02, 1962042112,   , XRQA,   0, 195N, 1422E, 115,    0, TY
WP, 02, 1962042118,   , XRQA,   0, 210N, 1435E, 105,    0, TY
WP, 02, 1962042200,   , XRQA,   0, 225N, 1451E, 100,    0, TY
WP, 02, 1962042206,   , XRQA,   0, 240N, 1472E,  85,    0, TY
WP, 02, 1962042212,   , XRQA,   0, 264N, 1494E,  75,    0, TY
WP, 02, 1962042218,   , XRQA,   0, 295N, 1518E,  60,    0, TS
WP, 02, 1962042300,   , XRQA,   0, 333N, 1526E,  50,    0, EX
WP, 02, 1962042306,   , XRQA,   0, 365N, 1532E,  50,    0, EX
WP, 02, 1962042312,   , XRQA,   0, 385N, 1535E,  50,    0, EX
WP, 02, 1962042318,   , XRQA,   0, 402N, 1536E,  50,    0, EX
WP, 02, 1962042400,   , XRQA,   0, 418N, 1538E,  50,    0, EX
WP, 02, 1962042406,   , XRQA,   0, 434N, 1543E,  65,    0, EX
WP, 02, 1962042412,   , XRQA,   0, 455N, 1547E,  65,    0, EX
WP, 02, 1962042418,   , XRQA,   0, 463N, 1552E,  65,    0, EX
WP, 02, 1962042500,   , XRQA,   0, 470N, 1558E,  65,    0, EX
WP, 02, 1962042506,   , XRQA,   0, 476N, 1564E,  65,    0, EX
WP, 02, 1962042512,   , XRQA,   0, 483N, 1571E,  65,    0, EX
WP, 02, 1962042518,   , XRQA,   0, 488N, 1578E,  65,    0, EX
WP, 02, 1962042600,   , XRQA,   0, 494N, 1585E,  65,    0, EX
WP, 02, 1962042606,   , XRQA,   0, 498N, 1583E,  65,    0, EX
WP, 02, 1962042612,   , XRQA,   0, 496N, 1581E,  65,    0, EX
WP, 02, 1962042618,   , XRQA,   0, 490N, 1581E,  65,    0, EX
WP, 02, 1962042700,   , XRQA,   0, 475N, 1585E,  65,    0, EX
WP, 02, 1962042706,   , XRQA,   0, 460N, 1594E,  65,    0, EX
WP, 02, 1962042712,   , XRQA,   0, 457N, 1608E,  65,    0, EX
WP, 02, 1962042718,   , XRQA,   0, 460N, 1623E,  65,    0, EX
WP, 02, 1962042800,   , XRQA,   0, 465N, 1636E,  65,    0, EX
WP, 02, 1962042806,   , XRQA,   0, 468N, 1640E,  65,    0, EX
WP, 02, 1962042812,   , XRQA,   0, 471N, 1645E,  65,    0, EX
WP, 02, 1962042818,   , XRQA,   0, 474N, 1648E,  65,    0, EX
WP, 02, 1962042900,   , XRQA,   0, 476N, 1651E,  65,    0, EX
