WP, 32, 1965110500,   , XRQA,   0,  78N, 1121E,  15,    0, DB
WP, 32, 1965110506,   , XRQA,   0,  79N, 1125E,  15,    0, DB
WP, 32, 1965110512,   , XRQA,   0,  79N, 1129E,  20,    0, DB
WP, 32, 1965110518,   , XRQA,   0,  81N, 1132E,  20,    0, DB
WP, 32, 1965110600,   , XRQA,   0,  85N, 1137E,  25,    0, TD
WP, 32, 1965110606,   , XRQA,   0,  90N, 1141E,  25,    0, TD
WP, 32, 1965110612,   , XRQA,   0,  94N, 1144E,  30,    0, TD
WP, 32, 1965110618,   , XRQA,   0, 100N, 1146E,  35,    0, TS
WP, 32, 1965110700,   , XRQA,   0, 107N, 1144E,  40,    0, TS
WP, 32, 1965110706,   , XRQA,   0, 113N, 1141E,  45,    0, TS
WP, 32, 1965110712,   , XRQA,   0, 116N, 1135E,  40,    0, TS
WP, 32, 1965110718,   , XRQA,   0, 117N, 1129E,  30,    0, TD
WP, 32, 1965110800,   , XRQA,   0, 120N, 1125E,  35,    0, TS
WP, 32, 1965110806,   , XRQA,   0, 125N, 1121E,  45,    0, TS
WP, 32, 1965110812,   , XRQA,   0, 130N, 1124E,  50,    0, TS
WP, 32, 1965110818,   , XRQA,   0, 136N, 1129E,  40,    0, TS
WP, 32, 1965110900,   , XRQA,   0, 142N, 1134E,  35,    0, TS
WP, 32, 1965110906,   , XRQA,   0, 151N, 1136E,  45,    0, TS
WP, 32, 1965110912,   , XRQA,   0, 158N, 1135E,  40,    0, TS
WP, 32, 1965110918,   , XRQA,   0, 163N, 1131E,  35,    0, TS
WP, 32, 1965111000,   , XRQA,   0, 167N, 1129E,  40,    0, TS
WP, 32, 1965111006,   , XRQA,   0, 170N, 1128E,  45,    0, TS
WP, 32, 1965111012,   , XRQA,   0, 172N, 1131E,  50,    0, TS
WP, 32, 1965111018,   , XRQA,   0, 174N, 1129E,  50,    0, TS
WP, 32, 1965111100,   , XRQA,   0, 179N, 1126E,  40,    0, TS
WP, 32, 1965111106,   , XRQA,   0, 184N, 1124E,  45,    0, TS
WP, 32, 1965111112,   , XRQA,   0, 188N, 1123E,  40,    0, TS
WP, 32, 1965111118,   , XRQA,   0, 191N, 1121E,  45,    0, TS
WP, 32, 1965111200,   , XRQA,   0, 194N, 1122E,  40,    0, TS
WP, 32, 1965111206,   , XRQA,   0, 197N, 1123E,  50,    0, TS
WP, 32, 1965111212,   , XRQA,   0, 202N, 1120E,  40,    0, TS
WP, 32, 1965111218,   , XRQA,   0, 206N, 1117E,  30,    0, TD
WP, 32, 1965111300,   , XRQA,   0, 205N, 1114E,  25,    0, TD
WP, 32, 1965111306,   , XRQA,   0, 200N, 1110E,  25,    0, TD
WP, 32, 1965111312,   , XRQA,   0, 196N, 1105E,  20,    0, DB
WP, 32, 1965111318,   , XRQA,   0, 191N, 1102E,  20,    0, DB
