WP, 06, 1965041000,   , XRQA,   0,  54N, 1622E,  15,    0, DB
WP, 06, 1965041006,   , XRQA,   0,  59N, 1615E,  20,    0, DB
WP, 06, 1965041012,   , XRQA,   0,  65N, 1607E,  25,    0, TD
WP, 06, 1965041018,   , XRQA,   0,  70N, 1597E,  30,    0, TD
WP, 06, 1965041100,   , XRQA,   0,  73N, 1584E,  35,    0, TS
WP, 06, 1965041106,   , XRQA,   0,  77N, 1571E,  40,    0, TS
WP, 06, 1965041112,   , XRQA,   0,  81N, 1557E,  30,    0, TD
WP, 06, 1965041118,   , XRQA,   0,  83N, 1539E,  25,    0, TD
WP, 06, 1965041200,   , XRQA,   0,  81N, 1523E,  20,    0, DB
WP, 06, 1965041206,   , XRQA,   0,  79N, 1507E,  30,    0, TD
WP, 06, 1965041212,   , XRQA,   0,  78N, 1492E,  35,    0, TS
WP, 06, 1965041218,   , XRQA,   0,  77N, 1480E,  40,    0, TS
WP, 06, 1965041300,   , XRQA,   0,  76N, 1467E,  45,    0, TS
WP, 06, 1965041306,   , XRQA,   0,  78N, 1454E,  40,    0, TS
WP, 06, 1965041312,   , XRQA,   0,  82N, 1441E,  45,    0, TS
WP, 06, 1965041318,   , XRQA,   0,  85N, 1428E,  55,    0, TS
WP, 06, 1965041400,   , XRQA,   0,  88N, 1414E,  55,    0, TS
WP, 06, 1965041406,   , XRQA,   0,  93N, 1397E,  50,    0, TS
WP, 06, 1965041412,   , XRQA,   0,  97N, 1377E,  40,    0, TS
WP, 06, 1965041418,   , XRQA,   0, 100N, 1357E,  30,    0, TD
WP, 06, 1965041500,   , XRQA,   0, 102N, 1338E,  25,    0, TD
WP, 06, 1965041506,   , XRQA,   0, 104N, 1319E,  30,    0, TD
WP, 06, 1965041512,   , XRQA,   0, 106N, 1302E,  30,    0, TD
WP, 06, 1965041518,   , XRQA,   0, 108N, 1287E,  35,    0, TS
WP, 06, 1965041600,   , XRQA,   0, 110N, 1274E,  45,    0, TS
WP, 06, 1965041606,   , XRQA,   0, 109N, 1261E,  40,    0, TS
WP, 06, 1965041612,   , XRQA,   0, 108N, 1249E,  35,    0, TS
WP, 06, 1965041618,   , XRQA,   0, 106N, 1239E,  30,    0, TD
WP, 06, 1965041700,   , XRQA,   0, 104N, 1231E,  25,    0, TD
WP, 06, 1965041706,   , XRQA,   0, 101N, 1225E,  25,    0, TD
WP, 06, 1965041712,   , XRQA,   0,  97N, 1219E,  20,    0, DB
WP, 06, 1965041718,   , XRQA,   0,  94N, 1215E,  20,    0, DB
WP, 06, 1965041800,   , XRQA,   0,  91N, 1212E,  20,    0, DB
