WP, 12, 1955081806,   , XRQA,   0,  84N, 1412E,  15,    0, DB
WP, 12, 1955081812,   , XRQA,   0,  85N, 1395E,  15,    0, DB
WP, 12, 1955081818,   , XRQA,   0,  87N, 1380E,  20,    0, DB
WP, 12, 1955081900,   , XRQA,   0,  89N, 1364E,  20,    0, DB
WP, 12, 1955081906,   , XRQA,   0,  92N, 1348E,  20,    0, DB
WP, 12, 1955081912,   , XRQA,   0,  97N, 1333E,  25,    0, TD
WP, 12, 1955081918,   , XRQA,   0, 104N, 1318E,  25,    0, TD
WP, 12, 1955082000,   , XRQA,   0, 112N, 1304E,  30,    0, TD
WP, 12, 1955082006,   , XRQA,   0, 127N, 1290E,  30,    0, TD
WP, 12, 1955082012,   , XRQA,   0, 140N, 1277E,  35,    0, TS
WP, 12, 1955082018,   , XRQA,   0, 149N, 1266E,  40,    0, TS
WP, 12, 1955082100,   , XRQA,   0, 155N, 1257E,  45,    0, TS
WP, 12, 1955082106,   , XRQA,   0, 162N, 1251E,  45,    0, TS
WP, 12, 1955082112,   , XRQA,   0, 171N, 1245E,  50,    0, TS
WP, 12, 1955082118,   , XRQA,   0, 181N, 1240E,  55,    0, TS
WP, 12, 1955082200,   , XRQA,   0, 192N, 1235E,  50,    0, TS
WP, 12, 1955082206,   , XRQA,   0, 201N, 1229E,  55,    0, TS
WP, 12, 1955082212,   , XRQA,   0, 206N, 1225E,  65,    0, TY
WP, 12, 1955082218,   , XRQA,   0, 209N, 1223E,  75,    0, TY
WP, 12, 1955082300,   , XRQA,   0, 213N, 1220E,  85,    0, TY
WP, 12, 1955082306,   , XRQA,   0, 218N, 1218E,  95,    0, TY
WP, 12, 1955082312,   , XRQA,   0, 225N, 1215E,  90,    0, TY
WP, 12, 1955082318,   , XRQA,   0, 234N, 1209E,  65,    0, TY
WP, 12, 1955082400,   , XRQA,   0, 244N, 1203E,  45,    0, TS
WP, 12, 1955082406,   , XRQA,   0, 253N, 1197E,  50,    0, TS
WP, 12, 1955082412,   , XRQA,   0, 260N, 1191E,  35,    0, TS
WP, 12, 1955082418,   , XRQA,   0, 267N, 1184E,  30,    0, TD
WP, 12, 1955082500,   , XRQA,   0, 277N, 1180E,  30,    0, TD
WP, 12, 1955082506,   , XRQA,   0, 290N, 1179E,  30,    0, TD
WP, 12, 1955082512,   , XRQA,   0, 303N, 1180E,  25,    0, TD
WP, 12, 1955082518,   , XRQA,   0, 315N, 1184E,  25,    0, TD
WP, 12, 1955082600,   , XRQA,   0, 332N, 1192E,  25,    0, TD
WP, 12, 1955082606,   , XRQA,   0, 350N, 1215E,  30,    0, TD
WP, 12, 1955082612,   , XRQA,   0, 375N, 1251E,  35,    0, EX
WP, 12, 1955082618,   , XRQA,   0, 393N, 1287E,  35,    0, EX
