WP, 07, 1972070300,   , XRQA,   0,  65N, 1681E,  15,    0, DB
WP, 07, 1972070306,   , XRQA,   0,  64N, 1677E,  15,    0, DB
WP, 07, 1972070312,   , XRQA,   0,  64N, 1673E,  15,    0, DB
WP, 07, 1972070318,   , XRQA,   0,  62N, 1669E,  20,    0, DB
WP, 07, 1972070400,   , XRQA,   0,  61N, 1663E,  20,    0, DB
WP, 07, 1972070406,   , XRQA,   0,  60N, 1654E,  25,    0, TD
WP, 07, 1972070412,   , XRQA,   0,  60N, 1644E,  25,    0, TD
WP, 07, 1972070418,   , XRQA,   0,  61N, 1634E,  30,    0, TD
WP, 07, 1972070500,   , XRQA,   0,  61N, 1627E,  30,    0, TD
WP, 07, 1972070506,   , XRQA,   0,  62N, 1621E,  35,    0, TS
WP, 07, 1972070512,   , XRQA,   0,  64N, 1615E,  35,    0, TS
WP, 07, 1972070518,   , XRQA,   0,  67N, 1608E,  40,    0, TS
WP, 07, 1972070600,   , XRQA,   0,  70N, 1600E,  30,    0, TD
WP, 07, 1972070606,   , XRQA,   0,  75N, 1592E,  30,    0, TD
WP, 07, 1972070612,   , XRQA,   0,  79N, 1581E,  30,    0, TD
WP, 07, 1972070618,   , XRQA,   0,  84N, 1571E,  30,    0, TD
WP, 07, 1972070700,   , XRQA,   0,  89N, 1563E,  35,    0, TS
WP, 07, 1972070706,   , XRQA,   0,  93N, 1559E,  35,    0, TS
WP, 07, 1972070712,   , XRQA,   0,  95N, 1555E,  40,    0, TS
WP, 07, 1972070718,   , XRQA,   0,  99N, 1553E,  40,    0, TS
WP, 07, 1972070800,   , XRQA,   0, 104N, 1552E,  45,    0, TS
WP, 07, 1972070806,   , XRQA,   0, 108N, 1549E,  45,    0, TS
WP, 07, 1972070812,   , XRQA,   0, 112N, 1548E,  50,    0, TS
WP, 07, 1972070818,   , XRQA,   0, 118N, 1549E,  50,    0, TS
WP, 07, 1972070900,   , XRQA,   0, 124N, 1547E,  45,    0, TS
WP, 07, 1972070906,   , XRQA,   0, 129N, 1546E,  45,    0, TS
WP, 07, 1972070912,   , XRQA,   0, 131N, 1544E,  50,    0, TS
WP, 07, 1972070918,   , XRQA,   0, 132N, 1543E,  55,    0, TS
WP, 07, 1972071000,   , XRQA,   0, 132N, 1541E,  70,    0, TY
WP, 07, 1972071006,   , XRQA,   0, 133N, 1540E,  90,    0, TY
WP, 07, 1972071012,   , XRQA,   0, 136N, 1539E, 115,    0, TY
WP, 07, 1972071018,   , XRQA,   0, 138N, 1539E, 115,    0, TY
WP, 07, 1972071100,   , XRQA,   0, 142N, 1538E, 105,    0, TY
WP, 07, 1972071106,   , XRQA,   0, 151N, 1537E,  90,    0, TY
WP, 07, 1972071112,   , XRQA,   0, 159N, 1535E,  75,    0, TY
WP, 07, 1972071118,   , XRQA,   0, 169N, 1531E,  65,    0, TY
WP, 07, 1972071200,   , XRQA,   0, 181N, 1526E,  70,    0, TY
WP, 07, 1972071206,   , XRQA,   0, 194N, 1513E,  70,    0, TY
WP, 07, 1972071212,   , XRQA,   0, 206N, 1497E,  75,    0, TY
WP, 07, 1972071218,   , XRQA,   0, 216N, 1478E,  75,    0, TY
WP, 07, 1972071300,   , XRQA,   0, 226N, 1462E,  80,    0, TY
WP, 07, 1972071306,   , XRQA,   0, 237N, 1446E,  95,    0, TY
WP, 07, 1972071312,   , XRQA,   0, 248N, 1432E, 115,    0, TY
WP, 07, 1972071318,   , XRQA,   0, 260N, 1420E, 105,    0, TY
WP, 07, 1972071400,   , XRQA,   0, 273N, 1407E,  80,    0, TY
WP, 07, 1972071406,   , XRQA,   0, 286N, 1395E,  60,    0, TS
WP, 07, 1972071412,   , XRQA,   0, 295N, 1385E,  50,    0, TS
WP, 07, 1972071418,   , XRQA,   0, 303N, 1379E,  55,    0, TS
WP, 07, 1972071500,   , XRQA,   0, 314N, 1375E,  65,    0, TY
WP, 07, 1972071506,   , XRQA,   0, 333N, 1371E,  65,    0, TY
WP, 07, 1972071512,   , XRQA,   0, 351N, 1366E,  50,    0, TS
WP, 07, 1972071518,   , XRQA,   0, 369N, 1367E,  40,    0, TS
WP, 07, 1972071600,   , XRQA,   0, 388N, 1365E,  45,    0, EX
WP, 07, 1972071606,   , XRQA,   0, 400N, 1369E,  45,    0, EX
WP, 07, 1972071612,   , XRQA,   0, 415N, 1374E,  45,    0, EX
WP, 07, 1972071618,   , XRQA,   0, 427N, 1381E,  45,    0, EX
WP, 07, 1972071700,   , XRQA,   0, 438N, 1389E,  45,    0, EX
WP, 07, 1972071706,   , XRQA,   0, 451N, 1409E,  45,    0, EX
WP, 07, 1972071712,   , XRQA,   0, 466N, 1422E,  45,    0, EX
WP, 07, 1972071718,   , XRQA,   0, 482N, 1434E,  45,    0, EX
WP, 07, 1972071800,   , XRQA,   0, 495N, 1447E,  45,    0, EX
WP, 07, 1972071806,   , XRQA,   0, 505N, 1461E,  45,    0, EX
WP, 07, 1972071812,   , XRQA,   0, 503N, 1475E,  45,    0, EX
WP, 07, 1972071818,   , XRQA,   0, 501N, 1489E,  45,    0, EX
WP, 07, 1972071900,   , XRQA,   0, 497N, 1510E,  45,    0, EX
WP, 07, 1972071906,   , XRQA,   0, 493N, 1535E,  45,    0, EX
WP, 07, 1972071912,   , XRQA,   0, 488N, 1560E,  45,    0, EX
WP, 07, 1972071918,   , XRQA,   0, 485N, 1589E,  45,    0, EX
WP, 07, 1972072000,   , XRQA,   0, 483N, 1615E,  45,    0, EX
WP, 07, 1972072006,   , XRQA,   0, 483N, 1641E,  45,    0, EX
WP, 07, 1972072012,   , XRQA,   0, 480N, 1670E,  45,    0, EX
WP, 07, 1972072018,   , XRQA,   0, 477N, 1686E,  45,    0, EX
WP, 07, 1972072100,   , XRQA,   0, 482N, 1700E,  45,    0, EX
WP, 07, 1972072106,   , XRQA,   0, 489N, 1715E,  45,    0, EX
WP, 07, 1972072112,   , XRQA,   0, 497N, 1730E,  45,    0, EX
WP, 07, 1972072118,   , XRQA,   0, 505N, 1748E,  45,    0, EX
WP, 07, 1972072200,   , XRQA,   0, 515N, 1765E,  45,    0, EX
WP, 07, 1972072206,   , XRQA,   0, 525N, 1771E,  45,    0, EX
