WP, 60, 1970061400,   , XRQA,   0, 162N, 1118E,  15,    0, DB
WP, 60, 1970061406,   , XRQA,   0, 165N, 1124E,  15,    0, DB
WP, 60, 1970061412,   , XRQA,   0, 170N, 1131E,  20,    0, DB
WP, 60, 1970061418,   , XRQA,   0, 174N, 1139E,  25,    0, TD
WP, 60, 1970061500,   , XRQA,   0, 178N, 1150E,  30,    0, TD
WP, 60, 1970061506,   , XRQA,   0, 182N, 1162E,  35,    0, TS
WP, 60, 1970061512,   , XRQA,   0, 187N, 1174E,  40,    0, TS
WP, 60, 1970061518,   , XRQA,   0, 193N, 1185E,  45,    0, TS
WP, 60, 1970061600,   , XRQA,   0, 199N, 1197E,  40,    0, TS
WP, 60, 1970061606,   , XRQA,   0, 205N, 1206E,  45,    0, TS
WP, 60, 1970061612,   , XRQA,   0, 213N, 1214E,  40,    0, TS
WP, 60, 1970061618,   , XRQA,   0, 223N, 1220E,  40,    0, TS
WP, 60, 1970061700,   , XRQA,   0, 235N, 1219E,  35,    0, TS
WP, 60, 1970061706,   , XRQA,   0, 248N, 1216E,  35,    0, TS
WP, 60, 1970061712,   , XRQA,   0, 256N, 1217E,  30,    0, TD
WP, 60, 1970061718,   , XRQA,   0, 266N, 1220E,  25,    0, TD
WP, 60, 1970061800,   , XRQA,   0, 272N, 1227E,  25,    0, TD
WP, 60, 1970061806,   , XRQA,   0, 280N, 1240E,  25,    0, TD
WP, 60, 1970061812,   , XRQA,   0, 291N, 1256E,  25,    0, TD
WP, 60, 1970061818,   , XRQA,   0, 298N, 1272E,  35,    0, SS
WP, 60, 1970061900,   , XRQA,   0, 306N, 1291E,  35,    0, SS
WP, 60, 1970061906,   , XRQA,   0, 315N, 1310E,  35,    0, EX
WP, 60, 1970061912,   , XRQA,   0, 323N, 1335E,  35,    0, EX
WP, 60, 1970061918,   , XRQA,   0, 332N, 1357E,  35,    0, EX
