WP, 06, 1973071400,   , XRQA,   0, 208N, 1346E,  15,    0, DB
WP, 06, 1973071406,   , XRQA,   0, 205N, 1342E,  15,    0, DB
WP, 06, 1973071412,   , XRQA,   0, 202N, 1340E,  15,    0, DB
WP, 06, 1973071418,   , XRQA,   0, 198N, 1342E,  20,    0, DB
WP, 06, 1973071500,   , XRQA,   0, 195N, 1343E,  25,    0, TD
WP, 06, 1973071506,   , XRQA,   0, 193N, 1345E,  25,    0, TD
WP, 06, 1973071512,   , XRQA,   0, 194N, 1349E,  30,    0, MD
WP, 06, 1973071518,   , XRQA,   0, 197N, 1355E,  30,    0, MD
WP, 06, 1973071600,   , XRQA,   0, 200N, 1361E,  30,    0, TD
WP, 06, 1973071606,   , XRQA,   0, 201N, 1368E,  30,    0, TD
WP, 06, 1973071612,   , XRQA,   0, 203N, 1377E,  35,    0, TS
WP, 06, 1973071618,   , XRQA,   0, 204N, 1383E,  40,    0, TS
WP, 06, 1973071700,   , XRQA,   0, 206N, 1385E,  40,    0, TS
WP, 06, 1973071706,   , XRQA,   0, 208N, 1388E,  45,    0, TS
WP, 06, 1973071712,   , XRQA,   0, 212N, 1392E,  50,    0, TS
WP, 06, 1973071718,   , XRQA,   0, 218N, 1391E,  55,    0, TS
WP, 06, 1973071800,   , XRQA,   0, 223N, 1388E,  65,    0, TY
WP, 06, 1973071806,   , XRQA,   0, 225N, 1384E,  75,    0, TY
WP, 06, 1973071812,   , XRQA,   0, 229N, 1383E,  90,    0, TY
WP, 06, 1973071818,   , XRQA,   0, 236N, 1381E, 115,    0, TY
WP, 06, 1973071900,   , XRQA,   0, 245N, 1382E, 115,    0, TY
WP, 06, 1973071906,   , XRQA,   0, 258N, 1383E, 105,    0, TY
WP, 06, 1973071912,   , XRQA,   0, 269N, 1384E,  90,    0, TY
WP, 06, 1973071918,   , XRQA,   0, 282N, 1384E,  75,    0, TY
WP, 06, 1973072000,   , XRQA,   0, 295N, 1382E,  60,    0, TS
WP, 06, 1973072006,   , XRQA,   0, 307N, 1377E,  45,    0, TS
WP, 06, 1973072012,   , XRQA,   0, 316N, 1371E,  40,    0, TS
WP, 06, 1973072018,   , XRQA,   0, 320N, 1366E,  35,    0, SS
WP, 06, 1973072100,   , XRQA,   0, 321N, 1365E,  35,    0, SS
WP, 06, 1973072106,   , XRQA,   0, 320N, 1364E,  30,    0, SS
WP, 06, 1973072112,   , XRQA,   0, 318N, 1363E,  30,    0, SS
WP, 06, 1973072118,   , XRQA,   0, 316N, 1362E,  30,    0, TD
WP, 06, 1973072200,   , XRQA,   0, 313N, 1361E,  30,    0, TD
WP, 06, 1973072206,   , XRQA,   0, 310N, 1359E,  30,    0, TD
WP, 06, 1973072212,   , XRQA,   0, 308N, 1356E,  30,    0, TD
WP, 06, 1973072218,   , XRQA,   0, 309N, 1347E,  30,    0, TD
WP, 06, 1973072300,   , XRQA,   0, 308N, 1339E,  35,    0, TS
WP, 06, 1973072306,   , XRQA,   0, 307N, 1325E,  40,    0, TS
WP, 06, 1973072312,   , XRQA,   0, 303N, 1317E,  45,    0, TS
WP, 06, 1973072318,   , XRQA,   0, 302N, 1310E,  50,    0, TS
WP, 06, 1973072400,   , XRQA,   0, 303N, 1303E,  50,    0, TS
WP, 06, 1973072406,   , XRQA,   0, 306N, 1298E,  50,    0, TS
WP, 06, 1973072412,   , XRQA,   0, 309N, 1295E,  45,    0, TS
WP, 06, 1973072418,   , XRQA,   0, 313N, 1294E,  45,    0, TS
WP, 06, 1973072500,   , XRQA,   0, 318N, 1296E,  50,    0, TS
WP, 06, 1973072506,   , XRQA,   0, 322N, 1299E,  45,    0, TS
WP, 06, 1973072512,   , XRQA,   0, 328N, 1307E,  40,    0, TS
WP, 06, 1973072518,   , XRQA,   0, 329N, 1317E,  30,    0, TD
WP, 06, 1973072600,   , XRQA,   0, 330N, 1325E,  30,    0, TD
WP, 06, 1973072606,   , XRQA,   0, 329N, 1331E,  30,    0, TD
WP, 06, 1973072612,   , XRQA,   0, 328N, 1336E,  30,    0, TD
WP, 06, 1973072618,   , XRQA,   0, 324N, 1342E,  35,    0, TS
WP, 06, 1973072700,   , XRQA,   0, 321N, 1347E,  40,    0, TS
WP, 06, 1973072706,   , XRQA,   0, 319N, 1351E,  45,    0, TS
WP, 06, 1973072712,   , XRQA,   0, 318N, 1355E,  40,    0, TS
WP, 06, 1973072718,   , XRQA,   0, 319N, 1360E,  50,    0, TS
WP, 06, 1973072800,   , XRQA,   0, 320N, 1365E,  45,    0, TS
WP, 06, 1973072806,   , XRQA,   0, 325N, 1370E,  40,    0, TS
WP, 06, 1973072812,   , XRQA,   0, 333N, 1374E,  30,    0, TD
WP, 06, 1973072818,   , XRQA,   0, 341N, 1373E,  30,    0, TD
WP, 06, 1973072900,   , XRQA,   0, 347N, 1367E,  25,    0, TD
WP, 06, 1973072906,   , XRQA,   0, 354N, 1351E,  20,    0, DB
WP, 06, 1973072912,   , XRQA,   0, 360N, 1330E,  20,    0, DB
