WP, 07, 2000071000,   , XRQA,   0,  88N, 1332E,  20,    0, DB
WP, 07, 2000071006,   , XRQA,   0,  90N, 1325E,  20,    0, DB
WP, 07, 2000071012,   , XRQA,   0,  93N, 1319E,  20,    0, DB
WP, 07, 2000071018,   , XRQA,   0,  95N, 1314E,  20,    0, DB
WP, 07, 2000071100,   , XRQA,   0,  99N, 1307E,  20,    0, DB
WP, 07, 2000071106,   , XRQA,   0, 111N, 1302E,  25,    0, TD
WP, 07, 2000071112,   , XRQA,   0, 121N, 1292E,  25,    0, TD
WP, 07, 2000071118,   , XRQA,   0, 128N, 1288E,  30,    0, TD
WP, 07, 2000071200,   , XRQA,   0, 134N, 1282E,  30,    0, TD
WP, 07, 2000071206,   , XRQA,   0, 139N, 1275E,  35,    0, TS
WP, 07, 2000071212,   , XRQA,   0, 145N, 1267E,  30,    0, TD
WP, 07, 2000071218,   , XRQA,   0, 149N, 1257E,  30,    0, TD
WP, 07, 2000071300,   , XRQA,   0, 154N, 1246E,  30,    0, TD
WP, 07, 2000071306,   , XRQA,   0, 156N, 1238E,  30,    0, TD
WP, 07, 2000071312,   , XRQA,   0, 157N, 1227E,  25,    0, TD
WP, 07, 2000071318,   , XRQA,   0, 160N, 1215E,  25,    0, TD
WP, 07, 2000071400,   , XRQA,   0, 165N, 1203E,  25,    0, TD
WP, 07, 2000071406,   , XRQA,   0, 167N, 1191E,  20,    0, DB
WP, 07, 2000071412,   , XRQA,   0, 166N, 1179E,  20,    0, DB
WP, 07, 2000071418,   , XRQA,   0, 166N, 1167E,  20,    0, DB
WP, 07, 2000071500,   , XRQA,   0, 167N, 1155E,  25,    0, TD
WP, 07, 2000071506,   , XRQA,   0, 168N, 1143E,  25,    0, TD
WP, 07, 2000071512,   , XRQA,   0, 172N, 1133E,  30,    0, TD
WP, 07, 2000071518,   , XRQA,   0, 179N, 1126E,  35,    0, TS
WP, 07, 2000071600,   , XRQA,   0, 185N, 1121E,  30,    0, TD
WP, 07, 2000071606,   , XRQA,   0, 191N, 1119E,  30,    0, TD
WP, 07, 2000071612,   , XRQA,   0, 197N, 1118E,  30,    0, TD
WP, 07, 2000071618,   , XRQA,   0, 205N, 1119E,  30,    0, TD
WP, 07, 2000071700,   , XRQA,   0, 211N, 1120E,  35,    0, TS
WP, 07, 2000071706,   , XRQA,   0, 218N, 1118E,  40,    0, TS
WP, 07, 2000071712,   , XRQA,   0, 221N, 1116E,  35,    0, TS
WP, 07, 2000071718,   , XRQA,   0, 225N, 1111E,  30,    0, TD
WP, 07, 2000071800,   , XRQA,   0, 224N, 1104E,  30,    0, TD
WP, 07, 2000071806,   , XRQA,   0, 220N, 1097E,  30,    0, TD
WP, 07, 2000071812,   , XRQA,   0, 215N, 1089E,  25,    0, TD
WP, 07, 2000071818,   , XRQA,   0, 212N, 1081E,  25,    0, TD
WP, 07, 2000071900,   , XRQA,   0, 210N, 1078E,  25,    0, TD
WP, 07, 2000071906,   , XRQA,   0, 207N, 1079E,  20,    0, DB
WP, 07, 2000071912,   , XRQA,   0, 203N, 1076E,  20,    0, DB
WP, 07, 2000071918,   , XRQA,   0, 201N, 1073E,  20,    0, DB
WP, 07, 2000072000,   , XRQA,   0, 203N, 1069E,  20,    0, DB
WP, 07, 2000072006,   , XRQA,   0, 205N, 1066E,  20,    0, DB
